date,SRCL
2012-01-26,58
2012-01-27,40
2012-01-28,0
2012-01-29,34
2012-01-30,43
2012-01-31,56
2012-02-01,46
2012-02-02,47
2012-02-03,39
2012-02-04,45
2012-02-05,22
2012-02-06,28
2012-02-07,46
2012-02-08,66
2012-02-09,50
2012-02-10,26
2012-02-11,22
2012-02-12,22
2012-02-13,24
2012-02-14,56
2012-02-15,19
2012-02-16,56
2012-02-17,29
2012-02-18,23
2012-02-19,23
2012-02-20,19
2012-02-21,38
2012-02-22,28
2012-02-23,44
2012-02-24,29
2012-02-25,0
2012-02-26,22
2012-02-27,28
2012-02-28,61
2012-02-29,18
2012-03-01,58
2012-03-02,27
2012-03-03,0
2012-03-04,23
2012-03-05,57
2012-03-06,43
2012-03-07,37
2012-03-08,57
2012-03-09,26
2012-03-10,44
2012-03-11,0
2012-03-12,49
2012-03-13,46
2012-03-14,37
2012-03-15,29
2012-03-16,20
2012-03-17,0
2012-03-18,0
2012-03-19,31
2012-03-20,37
2012-03-21,46
2012-03-22,19
2012-03-23,20
2012-03-24,23
2012-03-25,0
2012-03-26,65
2012-03-27,19
2012-03-28,19
2012-03-29,38
2012-03-30,20
2012-03-31,0
2012-04-01,46
2012-04-02,37
2012-04-03,19
2012-04-04,58
2012-04-05,49
2012-04-06,33
2012-04-07,47
2012-04-08,0
2012-04-09,44
2012-04-10,19
2012-04-11,18
2012-04-12,38
2012-04-13,20
2012-04-14,0
2012-04-15,22
2012-04-16,46
2012-04-17,55
2012-04-18,46
2012-04-19,37
2012-04-20,48
2012-04-21,22
2012-04-22,22
2012-04-23,30
2012-04-24,55
2012-04-25,46
2012-04-26,47
2012-04-27,33
2012-04-28,0
2012-04-29,0
2012-04-30,48
2012-05-01,70
2012-05-02,37
2012-05-03,28
2012-05-04,29
2012-05-05,0
2012-05-06,0
2012-05-07,37
2012-05-08,55
2012-05-09,31
2012-05-10,47
2012-05-11,32
2012-05-12,57
2012-05-13,0
2012-05-14,27
2012-05-15,30
2012-05-16,24
2012-05-17,63
2012-05-18,39
2012-05-19,0
2012-05-20,0
2012-05-21,27
2012-05-22,24
2012-05-23,18
2012-05-24,31
2012-05-25,26
2012-05-26,23
2012-05-27,0
2012-05-28,26
2012-05-29,35
2012-05-30,18
2012-05-31,31
2012-06-01,38
2012-06-02,23
2012-06-03,0
2012-06-04,18
2012-06-05,18
2012-06-06,36
2012-06-07,25
2012-06-08,19
2012-06-09,0
2012-06-10,0
2012-06-11,36
2012-06-12,36
2012-06-13,45
2012-06-14,18
2012-06-15,32
2012-06-16,23
2012-06-17,0
2012-06-18,36
2012-06-19,36
2012-06-20,18
2012-06-21,28
2012-06-22,19
2012-06-23,23
2012-06-24,0
2012-06-25,24
2012-06-26,42
2012-06-27,43
2012-06-28,37
2012-06-29,39
2012-06-30,0
2012-07-01,0
2012-07-02,18
2012-07-03,37
2012-07-04,45
2012-07-05,19
2012-07-06,39
2012-07-07,0
2012-07-08,23
2012-07-09,37
2012-07-10,46
2012-07-11,43
2012-07-12,31
2012-07-13,19
2012-07-14,23
2012-07-15,23
2012-07-16,28
2012-07-17,36
2012-07-18,75
2012-07-19,37
2012-07-20,26
2012-07-21,23
2012-07-22,23
2012-07-23,31
2012-07-24,56
2012-07-25,37
2012-07-26,69
2012-07-27,46
2012-07-28,23
2012-07-29,23
2012-07-30,43
2012-07-31,43
2012-08-01,19
2012-08-02,19
2012-08-03,40
2012-08-04,0
2012-08-05,0
2012-08-06,28
2012-08-07,46
2012-08-08,37
2012-08-09,19
2012-08-10,29
2012-08-11,23
2012-08-12,23
2012-08-13,18
2012-08-14,0
2012-08-15,51
2012-08-16,50
2012-08-17,33
2012-08-18,47
2012-08-19,23
2012-08-20,57
2012-08-21,50
2012-08-22,31
2012-08-23,50
2012-08-24,19
2012-08-25,22
2012-08-26,0
2012-08-27,27
2012-08-28,36
2012-08-29,36
2012-08-30,24
2012-08-31,31
2012-09-01,0
2012-09-02,0
2012-09-03,31
2012-09-04,44
2012-09-05,18
2012-09-06,43
2012-09-07,58
2012-09-08,0
2012-09-09,65
2012-09-10,41
2012-09-11,35
2012-09-12,23
2012-09-13,97
2012-09-14,31
2012-09-15,32
2012-09-16,32
2012-09-17,35
2012-09-18,52
2012-09-19,41
2012-09-20,24
2012-09-21,37
2012-09-22,22
2012-09-23,0
2012-09-24,17
2012-09-25,35
2012-09-26,29
2012-09-27,30
2012-09-28,50
2012-09-29,43
2012-09-30,21
2012-10-01,53
2012-10-02,23
2012-10-03,23
2012-10-04,61
2012-10-05,42
2012-10-06,41
2012-10-07,0
2012-10-08,51
2012-10-09,100
2012-10-10,39
2012-10-11,34
2012-10-12,27
