date,SRCL
2014-12-01,54
2014-12-02,33
2014-12-03,33
2014-12-04,34
2014-12-05,35
2014-12-06,30
2014-12-07,30
2014-12-08,45
2014-12-09,49
2014-12-10,39
2014-12-11,34
2014-12-12,29
2014-12-13,20
2014-12-14,0
2014-12-15,33
2014-12-16,51
2014-12-17,51
2014-12-18,53
2014-12-19,27
2014-12-20,21
2014-12-21,31
2014-12-22,24
2014-12-23,28
2014-12-24,28
2014-12-25,0
2014-12-26,20
2014-12-27,20
2014-12-28,20
2014-12-29,42
2014-12-30,30
2014-12-31,20
2015-01-01,22
2015-01-02,28
2015-01-03,19
2015-01-04,29
2015-01-05,55
2015-01-06,39
2015-01-07,27
2015-01-08,38
2015-01-09,33
2015-01-10,57
2015-01-11,0
2015-01-12,27
2015-01-13,43
2015-01-14,43
2015-01-15,24
2015-01-16,25
2015-01-17,19
2015-01-18,28
2015-01-19,53
2015-01-20,53
2015-01-21,42
2015-01-22,32
2015-01-23,17
2015-01-24,0
2015-01-25,19
2015-01-26,32
2015-01-27,24
2015-01-28,40
2015-01-29,32
2015-01-30,38
2015-01-31,19
2015-02-01,18
2015-02-02,24
2015-02-03,47
2015-02-04,47
2015-02-05,42
2015-02-06,58
2015-02-07,19
2015-02-08,18
2015-02-09,42
2015-02-10,26
2015-02-11,32
2015-02-12,32
2015-02-13,50
2015-02-14,19
2015-02-15,19
2015-02-16,25
2015-02-17,25
2015-02-18,56
2015-02-19,37
2015-02-20,39
2015-02-21,28
2015-02-22,18
2015-02-23,52
2015-02-24,47
2015-02-25,40
2015-02-26,27
2015-02-27,54
2015-02-28,55
2015-03-01,0
2015-03-02,36
2015-03-03,41
2015-03-04,24
2015-03-05,37
2015-03-06,100
2015-03-07,19
2015-03-08,19
2015-03-09,37
2015-03-10,42
2015-03-11,57
2015-03-12,37
2015-03-13,16
2015-03-14,18
2015-03-15,18
2015-03-16,42
2015-03-17,37
2015-03-18,31
2015-03-19,73
2015-03-20,33
2015-03-21,0
2015-03-22,18
2015-03-23,31
2015-03-24,42
2015-03-25,58
2015-03-26,45
2015-03-27,66
2015-03-28,20
2015-03-29,26
2015-03-30,31
2015-03-31,16
2015-04-01,48
2015-04-02,28
2015-04-03,0
2015-04-04,0
2015-04-05,20
2015-04-06,0
2015-04-07,55
2015-04-08,42
2015-04-09,37
2015-04-10,28
2015-04-11,0
2015-04-12,19
2015-04-13,55
2015-04-14,26
2015-04-15,42
2015-04-16,32
2015-04-17,27
2015-04-18,38
2015-04-19,18
2015-04-20,39
2015-04-21,37
2015-04-22,52
2015-04-23,24
2015-04-24,38
2015-04-25,19
2015-04-26,31
2015-04-27,21
2015-04-28,31
2015-04-29,26
2015-04-30,33
2015-05-01,18
2015-05-02,19
2015-05-03,0
2015-05-04,32
2015-05-05,31
2015-05-06,36
2015-05-07,32
2015-05-08,44
2015-05-09,38
2015-05-10,19
2015-05-11,47
2015-05-12,15
2015-05-13,42
2015-05-14,24
2015-05-15,50
2015-05-16,19
2015-05-17,19
2015-05-18,77
2015-05-19,56
2015-05-20,46
2015-05-21,53
2015-05-22,33
2015-05-23,19
2015-05-24,19
2015-05-25,24
2015-05-26,39
2015-05-27,54
2015-05-28,36
2015-05-29,38
2015-05-30,19
2015-05-31,25
2015-06-01,31
2015-06-02,31
2015-06-03,16
2015-06-04,22
2015-06-05,28
2015-06-06,0
2015-06-07,19
2015-06-08,61
2015-06-09,31
2015-06-10,47
2015-06-11,37
2015-06-12,33
2015-06-13,38
2015-06-14,0
2015-06-15,46
2015-06-16,31
2015-06-17,39
2015-06-18,24
2015-06-19,56
2015-06-20,19
2015-06-21,0
2015-06-22,16
2015-06-23,24
2015-06-24,47
2015-06-25,72
2015-06-26,16
2015-06-27,19
2015-06-28,19
2015-06-29,39
2015-06-30,31
2015-07-01,24
2015-07-02,59
2015-07-03,25
2015-07-04,20
2015-07-05,19
2015-07-06,55
2015-07-07,16
2015-07-08,52
2015-07-09,56
2015-07-10,33
2015-07-11,19
2015-07-12,19
2015-07-13,47
2015-07-14,16
2015-07-15,58
2015-07-16,27
2015-07-17,34
2015-07-18,30
2015-07-19,27
2015-07-20,39
2015-07-21,68
2015-07-22,64
2015-07-23,21
2015-07-24,58
2015-07-25,19
2015-07-26,19
2015-07-27,26
2015-07-28,47
2015-07-29,52
2015-07-30,32
2015-07-31,50
2015-08-01,0
2015-08-02,0
2015-08-03,53
2015-08-04,39
2015-08-05,53
2015-08-06,43
2015-08-07,41
2015-08-08,19
2015-08-09,0
2015-08-10,16
2015-08-11,42
2015-08-12,63
2015-08-13,24
2015-08-14,44
2015-08-15,19
2015-08-16,18
2015-08-17,57
2015-08-18,46
