date,SRCL
2011-01-01,0
2011-01-02,22
2011-01-03,18
2011-01-04,42
2011-01-05,17
2011-01-06,17
2011-01-07,18
2011-01-08,21
2011-01-09,0
2011-01-10,33
2011-01-11,16
2011-01-12,24
2011-01-13,100
2011-01-14,17
2011-01-15,20
2011-01-16,0
2011-01-17,16
2011-01-18,32
2011-01-19,0
2011-01-20,33
2011-01-21,25
2011-01-22,0
2011-01-23,0
2011-01-24,32
2011-01-25,16
2011-01-26,56
2011-01-27,49
2011-01-28,17
2011-01-29,0
2011-01-30,0
2011-01-31,23
2011-02-01,15
2011-02-02,15
2011-02-03,16
2011-02-04,41
2011-02-05,0
2011-02-06,0
2011-02-07,31
2011-02-08,0
2011-02-09,24
2011-02-10,32
2011-02-11,17
2011-02-12,20
2011-02-13,0
2011-02-14,16
2011-02-15,15
2011-02-16,16
2011-02-17,16
2011-02-18,17
2011-02-19,0
2011-02-20,0
2011-02-21,16
2011-02-22,0
2011-02-23,16
2011-02-24,16
2011-02-25,41
2011-02-26,19
2011-02-27,0
2011-02-28,15
2011-03-01,38
2011-03-02,16
2011-03-03,16
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,16
2011-03-08,47
2011-03-09,31
2011-03-10,23
2011-03-11,16
2011-03-12,20
2011-03-13,19
2011-03-14,16
2011-03-15,31
2011-03-16,23
2011-03-17,32
2011-03-18,17
2011-03-19,0
2011-03-20,19
2011-03-21,47
2011-03-22,47
2011-03-23,16
2011-03-24,24
2011-03-25,33
2011-03-26,0
2011-03-27,19
2011-03-28,15
2011-03-29,15
2011-03-30,16
2011-03-31,0
2011-04-01,50
2011-04-02,0
2011-04-03,0
2011-04-04,15
2011-04-05,23
2011-04-06,23
2011-04-07,24
2011-04-08,33
2011-04-09,20
2011-04-10,0
2011-04-11,31
2011-04-12,46
2011-04-13,0
2011-04-14,16
2011-04-15,33
2011-04-16,20
2011-04-17,30
2011-04-18,0
2011-04-19,40
2011-04-20,24
2011-04-21,17
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,17
2011-04-26,0
2011-04-27,31
2011-04-28,16
2011-04-29,17
2011-04-30,0
2011-05-01,0
2011-05-02,31
2011-05-03,39
2011-05-04,23
2011-05-05,39
2011-05-06,17
2011-05-07,20
2011-05-08,0
2011-05-09,47
2011-05-10,31
2011-05-11,30
2011-05-12,23
2011-05-13,16
2011-05-14,19
2011-05-15,0
2011-05-16,30
2011-05-17,31
2011-05-18,16
2011-05-19,16
2011-05-20,24
2011-05-21,39
2011-05-22,0
2011-05-23,23
2011-05-24,30
2011-05-25,31
2011-05-26,23
2011-05-27,16
2011-05-28,0
2011-05-29,40
2011-05-30,16
2011-05-31,15
2011-06-01,16
2011-06-02,16
2011-06-03,17
2011-06-04,20
2011-06-05,20
2011-06-06,15
2011-06-07,0
2011-06-08,31
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,39
2011-06-14,15
2011-06-15,30
2011-06-16,31
2011-06-17,0
2011-06-18,0
2011-06-19,19
2011-06-20,30
2011-06-21,61
2011-06-22,31
2011-06-23,24
2011-06-24,17
2011-06-25,20
2011-06-26,20
2011-06-27,15
2011-06-28,30
2011-06-29,0
2011-06-30,39
2011-07-01,16
2011-07-02,0
2011-07-03,0
2011-07-04,16
2011-07-05,47
2011-07-06,46
2011-07-07,39
2011-07-08,17
2011-07-09,0
2011-07-10,0
2011-07-11,31
2011-07-12,31
2011-07-13,23
2011-07-14,16
2011-07-15,17
2011-07-16,0
2011-07-17,0
2011-07-18,31
2011-07-19,38
2011-07-20,23
2011-07-21,31
2011-07-22,16
2011-07-23,0
2011-07-24,0
2011-07-25,31
2011-07-26,15
2011-07-27,0
2011-07-28,16
2011-07-29,24
2011-07-30,0
2011-07-31,0
2011-08-01,39
2011-08-02,31
2011-08-03,46
2011-08-04,15
2011-08-05,16
2011-08-06,19
2011-08-07,19
2011-08-08,30
2011-08-09,0
2011-08-10,15
2011-08-11,31
2011-08-12,16
2011-08-13,20
2011-08-14,0
2011-08-15,16
2011-08-16,23
2011-08-17,46
2011-08-18,23
2011-08-19,16
2011-08-20,0
2011-08-21,0
2011-08-22,59
2011-08-23,22
2011-08-24,44
2011-08-25,75
2011-08-26,31
2011-08-27,18
2011-08-28,18
2011-08-29,22
2011-08-30,29
2011-08-31,29
2011-09-01,15
2011-09-02,62
2011-09-03,0
2011-09-04,18
2011-09-05,22
2011-09-06,14
2011-09-07,29
2011-09-08,14
2011-09-09,30
2011-09-10,18
2011-09-11,0
2011-09-12,43
2011-09-13,28
2011-09-14,14
2011-09-15,14
2011-09-16,30
2011-09-17,0
2011-09-18,17
