date,SRCL
2015-12-26,11
2015-12-27,0
2015-12-28,29
2015-12-29,20
2015-12-30,25
2015-12-31,11
2016-01-01,12
2016-01-02,0
2016-01-03,0
2016-01-04,27
2016-01-05,15
2016-01-06,18
2016-01-07,21
2016-01-08,12
2016-01-09,10
2016-01-10,10
2016-01-11,17
2016-01-12,38
2016-01-13,33
2016-01-14,31
2016-01-15,21
2016-01-16,26
2016-01-17,0
2016-01-18,21
2016-01-19,27
2016-01-20,32
2016-01-21,24
2016-01-22,32
2016-01-23,10
2016-01-24,10
2016-01-25,20
2016-01-26,24
2016-01-27,20
2016-01-28,27
2016-01-29,24
2016-01-30,15
2016-01-31,10
2016-02-01,38
2016-02-02,28
2016-02-03,34
2016-02-04,43
2016-02-05,18
2016-02-06,30
2016-02-07,29
2016-02-08,32
2016-02-09,38
2016-02-10,43
2016-02-11,26
2016-02-12,24
2016-02-13,15
2016-02-14,15
2016-02-15,23
2016-02-16,37
2016-02-17,34
2016-02-18,34
2016-02-19,44
2016-02-20,10
2016-02-21,15
2016-02-22,37
2016-02-23,17
2016-02-24,17
2016-02-25,25
2016-02-26,38
2016-02-27,19
2016-02-28,13
2016-02-29,12
2016-03-01,19
2016-03-02,19
2016-03-03,34
2016-03-04,40
2016-03-05,10
2016-03-06,19
2016-03-07,22
2016-03-08,31
2016-03-09,22
2016-03-10,29
2016-03-11,35
2016-03-12,19
2016-03-13,0
2016-03-14,25
2016-03-15,17
2016-03-16,30
2016-03-17,17
2016-03-18,15
2016-03-19,10
2016-03-20,13
2016-03-21,25
2016-03-22,14
2016-03-23,29
2016-03-24,27
2016-03-25,19
2016-03-26,15
2016-03-27,10
2016-03-28,18
2016-03-29,22
2016-03-30,30
2016-03-31,28
2016-04-01,23
2016-04-02,16
2016-04-03,15
2016-04-04,21
2016-04-05,25
2016-04-06,22
2016-04-07,14
2016-04-08,17
2016-04-09,10
2016-04-10,0
2016-04-11,16
2016-04-12,27
2016-04-13,29
2016-04-14,25
2016-04-15,20
2016-04-16,20
2016-04-17,10
2016-04-18,33
2016-04-19,22
2016-04-20,17
2016-04-21,37
2016-04-22,24
2016-04-23,0
2016-04-24,0
2016-04-25,38
2016-04-26,30
2016-04-27,28
2016-04-28,25
2016-04-29,100
2016-04-30,30
2016-05-01,15
2016-05-02,26
2016-05-03,28
2016-05-04,42
2016-05-05,32
2016-05-06,30
2016-05-07,0
2016-05-08,20
2016-05-09,28
2016-05-10,25
2016-05-11,19
2016-05-12,31
2016-05-13,38
2016-05-14,10
2016-05-15,10
2016-05-16,25
2016-05-17,33
2016-05-18,22
2016-05-19,25
2016-05-20,29
2016-05-21,10
2016-05-22,10
2016-05-23,42
2016-05-24,29
2016-05-25,25
2016-05-26,26
2016-05-27,18
2016-05-28,10
2016-05-29,0
2016-05-30,17
2016-05-31,25
2016-06-01,31
2016-06-02,14
2016-06-03,30
2016-06-04,10
2016-06-05,10
2016-06-06,14
2016-06-07,22
2016-06-08,37
2016-06-09,26
2016-06-10,21
2016-06-11,30
2016-06-12,0
2016-06-13,36
2016-06-14,11
2016-06-15,17
2016-06-16,20
2016-06-17,31
2016-06-18,10
2016-06-19,10
2016-06-20,13
2016-06-21,28
2016-06-22,31
2016-06-23,20
2016-06-24,9
2016-06-25,10
2016-06-26,20
2016-06-27,20
2016-06-28,25
2016-06-29,43
2016-06-30,23
2016-07-01,27
2016-07-02,10
2016-07-03,0
2016-07-04,21
2016-07-05,18
2016-07-06,9
2016-07-07,24
2016-07-08,18
2016-07-09,10
2016-07-10,10
2016-07-11,17
2016-07-12,25
2016-07-13,40
2016-07-14,29
2016-07-15,18
2016-07-16,15
2016-07-17,20
2016-07-18,29
2016-07-19,32
2016-07-20,13
2016-07-21,23
2016-07-22,27
2016-07-23,10
2016-07-24,0
2016-07-25,13
2016-07-26,20
2016-07-27,26
2016-07-28,32
2016-07-29,66
2016-07-30,21
2016-07-31,21
2016-08-01,13
2016-08-02,26
2016-08-03,29
2016-08-04,26
2016-08-05,27
2016-08-06,10
2016-08-07,14
2016-08-08,17
2016-08-09,23
2016-08-10,37
2016-08-11,15
2016-08-12,27
2016-08-13,20
2016-08-14,0
2016-08-15,32
2016-08-16,26
2016-08-17,17
2016-08-18,26
2016-08-19,15
2016-08-20,10
2016-08-21,15
2016-08-22,28
2016-08-23,20
2016-08-24,20
2016-08-25,17
2016-08-26,15
2016-08-27,10
2016-08-28,10
2016-08-29,17
2016-08-30,25
2016-08-31,28
2016-09-01,22
2016-09-02,17
2016-09-03,10
2016-09-04,10
2016-09-05,29
2016-09-06,37
2016-09-07,33
2016-09-08,31
2016-09-09,31
2016-09-10,16
2016-09-11,0
