date,SRCL
2015-04-10,45
2015-04-11,22
2015-04-12,32
2015-04-13,18
2015-04-14,66
2015-04-15,48
2015-04-16,36
2015-04-17,31
2015-04-18,65
2015-04-19,32
2015-04-20,30
2015-04-21,61
2015-04-22,60
2015-04-23,30
2015-04-24,69
2015-04-25,64
2015-04-26,32
2015-04-27,42
2015-04-28,62
2015-04-29,42
2015-04-30,37
2015-05-01,31
2015-05-02,22
2015-05-03,22
2015-05-04,27
2015-05-05,54
2015-05-06,66
2015-05-07,43
2015-05-08,29
2015-05-09,44
2015-05-10,22
2015-05-11,36
2015-05-12,35
2015-05-13,36
2015-05-14,62
2015-05-15,64
2015-05-16,36
2015-05-17,21
2015-05-18,62
2015-05-19,53
2015-05-20,62
2015-05-21,54
2015-05-22,57
2015-05-23,43
2015-05-24,0
2015-05-25,37
2015-05-26,35
2015-05-27,65
2015-05-28,80
2015-05-29,50
2015-05-30,21
2015-05-31,50
2015-06-01,41
2015-06-02,24
2015-06-03,18
2015-06-04,47
2015-06-05,26
2015-06-06,0
2015-06-07,22
2015-06-08,47
2015-06-09,18
2015-06-10,30
2015-06-11,42
2015-06-12,32
2015-06-13,43
2015-06-14,22
2015-06-15,76
2015-06-16,27
2015-06-17,18
2015-06-18,31
2015-06-19,45
2015-06-20,32
2015-06-21,21
2015-06-22,24
2015-06-23,27
2015-06-24,48
2015-06-25,42
2015-06-26,19
2015-06-27,22
2015-06-28,0
2015-06-29,45
2015-06-30,42
2015-07-01,30
2015-07-02,68
2015-07-03,39
2015-07-04,22
2015-07-05,22
2015-07-06,54
2015-07-07,18
2015-07-08,54
2015-07-09,30
2015-07-10,38
2015-07-11,22
2015-07-12,22
2015-07-13,60
2015-07-14,36
2015-07-15,49
2015-07-16,43
2015-07-17,29
2015-07-18,57
2015-07-19,23
2015-07-20,77
2015-07-21,97
2015-07-22,36
2015-07-23,43
2015-07-24,57
2015-07-25,32
2015-07-26,22
2015-07-27,45
2015-07-28,45
2015-07-29,66
2015-07-30,42
2015-07-31,38
2015-08-01,0
2015-08-02,0
2015-08-03,24
2015-08-04,60
2015-08-05,73
2015-08-06,46
2015-08-07,56
2015-08-08,22
2015-08-09,22
2015-08-10,36
2015-08-11,63
2015-08-12,66
2015-08-13,18
2015-08-14,31
2015-08-15,21
2015-08-16,21
2015-08-17,59
2015-08-18,77
2015-08-19,53
2015-08-20,36
2015-08-21,74
2015-08-22,21
2015-08-23,21
2015-08-24,46
2015-08-25,81
2015-08-26,35
2015-08-27,36
2015-08-28,43
2015-08-29,21
2015-08-30,21
2015-08-31,26
2015-09-01,52
2015-09-02,61
2015-09-03,41
2015-09-04,30
2015-09-05,42
2015-09-06,0
2015-09-07,36
2015-09-08,40
2015-09-09,93
2015-09-10,52
2015-09-11,18
2015-09-12,30
2015-09-13,26
2015-09-14,40
2015-09-15,68
2015-09-16,46
2015-09-17,46
2015-09-18,54
2015-09-19,21
2015-09-20,20
2015-09-21,51
2015-09-22,56
2015-09-23,26
2015-09-24,41
2015-09-25,49
2015-09-26,31
2015-09-27,20
2015-09-28,45
2015-09-29,56
2015-09-30,23
2015-10-01,34
2015-10-02,62
2015-10-03,20
2015-10-04,59
2015-10-05,42
2015-10-06,56
2015-10-07,56
2015-10-08,91
2015-10-09,41
2015-10-10,20
2015-10-11,20
2015-10-12,40
2015-10-13,84
2015-10-14,45
2015-10-15,45
2015-10-16,52
2015-10-17,20
2015-10-18,19
2015-10-19,39
2015-10-20,33
2015-10-21,16
2015-10-22,79
2015-10-23,100
2015-10-24,26
2015-10-25,32
2015-10-26,77
2015-10-27,77
2015-10-28,44
2015-10-29,34
2015-10-30,47
2015-10-31,20
2015-11-01,60
2015-11-02,67
2015-11-03,33
2015-11-04,67
2015-11-05,39
2015-11-06,52
2015-11-07,20
2015-11-08,26
2015-11-09,42
2015-11-10,73
2015-11-11,62
2015-11-12,40
2015-11-13,35
2015-11-14,0
2015-11-15,19
2015-11-16,33
2015-11-17,27
2015-11-18,61
2015-11-19,45
2015-11-20,58
2015-11-21,19
2015-11-22,26
2015-11-23,17
2015-11-24,49
2015-11-25,17
2015-11-26,17
2015-11-27,35
2015-11-28,19
2015-11-29,19
2015-11-30,40
2015-12-01,24
2015-12-02,44
2015-12-03,39
2015-12-04,40
2015-12-05,39
2015-12-06,19
2015-12-07,55
2015-12-08,50
2015-12-09,25
2015-12-10,42
2015-12-11,41
2015-12-12,59
2015-12-13,19
2015-12-14,22
2015-12-15,52
2015-12-16,46
2015-12-17,53
2015-12-18,37
2015-12-19,0
2015-12-20,62
2015-12-21,36
2015-12-22,30
2015-12-23,44
2015-12-24,21
2015-12-25,0
2015-12-26,42
