date,SRCL
2017-01-19,22
2017-01-20,30
2017-01-21,19
2017-01-22,13
2017-01-23,47
2017-01-24,29
2017-01-25,44
2017-01-26,63
2017-01-27,58
2017-01-28,17
2017-01-29,21
2017-01-30,44
2017-01-31,59
2017-02-01,37
2017-02-02,41
2017-02-03,61
2017-02-04,13
2017-02-05,12
2017-02-06,29
2017-02-07,36
2017-02-08,51
2017-02-09,40
2017-02-10,46
2017-02-11,13
2017-02-12,25
2017-02-13,59
2017-02-14,37
2017-02-15,48
2017-02-16,100
2017-02-17,38
2017-02-18,19
2017-02-19,26
2017-02-20,33
2017-02-21,58
2017-02-22,22
2017-02-23,55
2017-02-24,15
2017-02-25,0
2017-02-26,19
2017-02-27,30
2017-02-28,37
2017-03-01,44
2017-03-02,37
2017-03-03,34
2017-03-04,19
2017-03-05,25
2017-03-06,47
2017-03-07,22
2017-03-08,40
2017-03-09,29
2017-03-10,23
2017-03-11,13
2017-03-12,12
2017-03-13,27
2017-03-14,36
2017-03-15,29
2017-03-16,18
2017-03-17,23
2017-03-18,12
2017-03-19,25
2017-03-20,22
2017-03-21,44
2017-03-22,18
2017-03-23,33
2017-03-24,19
2017-03-25,13
2017-03-26,13
2017-03-27,43
2017-03-28,33
2017-03-29,40
2017-03-30,30
2017-03-31,27
2017-04-01,22
