date,SRCL
2016-07-30,33
2016-07-31,22
2016-08-01,16
2016-08-02,44
2016-08-03,44
2016-08-04,30
2016-08-05,39
2016-08-06,26
2016-08-07,0
2016-08-08,25
2016-08-09,29
2016-08-10,40
2016-08-11,15
2016-08-12,40
2016-08-13,26
2016-08-14,0
2016-08-15,27
2016-08-16,44
2016-08-17,49
2016-08-18,28
2016-08-19,23
2016-08-20,13
2016-08-21,19
2016-08-22,29
2016-08-23,26
2016-08-24,33
2016-08-25,22
2016-08-26,27
2016-08-27,13
2016-08-28,0
2016-08-29,28
2016-08-30,11
2016-08-31,39
2016-09-01,46
2016-09-02,33
2016-09-03,19
2016-09-04,0
2016-09-05,11
2016-09-06,25
2016-09-07,25
2016-09-08,27
2016-09-09,51
2016-09-10,19
2016-09-11,12
2016-09-12,32
2016-09-13,42
2016-09-14,43
2016-09-15,43
2016-09-16,30
2016-09-17,12
2016-09-18,12
2016-09-19,66
2016-09-20,69
2016-09-21,38
2016-09-22,53
2016-09-23,29
2016-09-24,0
2016-09-25,12
2016-09-26,41
2016-09-27,31
2016-09-28,56
2016-09-29,38
2016-09-30,29
2016-10-01,12
2016-10-02,12
2016-10-03,31
2016-10-04,31
2016-10-05,55
2016-10-06,38
2016-10-07,39
2016-10-08,12
2016-10-09,20
2016-10-10,45
2016-10-11,45
2016-10-12,31
2016-10-13,38
2016-10-14,32
2016-10-15,12
2016-10-16,23
2016-10-17,27
2016-10-18,30
2016-10-19,27
2016-10-20,41
2016-10-21,25
2016-10-22,24
2016-10-23,18
2016-10-24,34
2016-10-25,34
2016-10-26,34
2016-10-27,55
2016-10-28,100
2016-10-29,12
2016-10-30,36
2016-10-31,38
2016-11-01,31
2016-11-02,38
2016-11-03,46
2016-11-04,46
2016-11-05,12
2016-11-06,11
2016-11-07,20
2016-11-08,39
2016-11-09,22
2016-11-10,44
2016-11-11,21
2016-11-12,0
2016-11-13,11
2016-11-14,33
2016-11-15,34
2016-11-16,35
2016-11-17,27
2016-11-18,31
2016-11-19,35
2016-11-20,23
2016-11-21,36
2016-11-22,25
2016-11-23,37
2016-11-24,35
2016-11-25,31
2016-11-26,0
2016-11-27,11
2016-11-28,30
2016-11-29,39
2016-11-30,37
2016-12-01,20
2016-12-02,14
2016-12-03,0
2016-12-04,11
2016-12-05,33
2016-12-06,33
2016-12-07,27
2016-12-08,28
2016-12-09,29
2016-12-10,13
2016-12-11,24
2016-12-12,33
2016-12-13,20
2016-12-14,23
2016-12-15,51
2016-12-16,64
2016-12-17,12
2016-12-18,12
2016-12-19,27
2016-12-20,36
2016-12-21,39
2016-12-22,29
2016-12-23,23
2016-12-24,13
2016-12-25,0
2016-12-26,11
2016-12-27,21
2016-12-28,18
2016-12-29,21
2016-12-30,19
2016-12-31,0
2017-01-01,13
2017-01-02,11
2017-01-03,24
2017-01-04,25
2017-01-05,24
2017-01-06,42
2017-01-07,15
2017-01-08,17
2017-01-09,36
2017-01-10,13
2017-01-11,29
2017-01-12,43
2017-01-13,40
2017-01-14,23
2017-01-15,17
2017-01-16,36
2017-01-17,26
2017-01-18,45
2017-01-19,36
2017-01-20,23
2017-01-21,19
2017-01-22,11
2017-01-23,26
2017-01-24,32
2017-01-25,42
2017-01-26,46
2017-01-27,54
2017-01-28,19
2017-01-29,17
2017-01-30,45
2017-01-31,42
2017-02-01,35
2017-02-02,55
2017-02-03,17
2017-02-04,11
2017-02-05,15
2017-02-06,51
2017-02-07,48
2017-02-08,42
2017-02-09,48
2017-02-10,47
2017-02-11,22
2017-02-12,11
2017-02-13,22
2017-02-14,29
2017-02-15,42
2017-02-16,94
2017-02-17,30
2017-02-18,11
2017-02-19,11
2017-02-20,16
2017-02-21,61
2017-02-22,29
2017-02-23,45
2017-02-24,25
2017-02-25,0
2017-02-26,15
2017-02-27,20
2017-02-28,30
2017-03-01,35
2017-03-02,42
2017-03-03,30
2017-03-04,18
2017-03-05,16
2017-03-06,38
2017-03-07,35
2017-03-08,38
2017-03-09,39
2017-03-10,26
2017-03-11,0
2017-03-12,15
2017-03-13,22
2017-03-14,57
2017-03-15,41
2017-03-16,22
2017-03-17,27
2017-03-18,0
2017-03-19,22
2017-03-20,16
2017-03-21,29
2017-03-22,41
2017-03-23,26
2017-03-24,25
2017-03-25,11
2017-03-26,0
2017-03-27,43
2017-03-28,35
2017-03-29,39
2017-03-30,23
2017-03-31,30
2017-04-01,15
2017-04-02,0
2017-04-03,20
2017-04-04,52
2017-04-05,39
2017-04-06,44
2017-04-07,20
2017-04-08,17
2017-04-09,12
2017-04-10,30
2017-04-11,13
2017-04-12,33
2017-04-13,31
2017-04-14,19
