date,SRCL
2014-03-16,17
2014-03-17,29
2014-03-18,51
2014-03-19,59
2014-03-20,37
2014-03-21,16
2014-03-22,17
2014-03-23,17
2014-03-24,36
2014-03-25,29
2014-03-26,15
2014-03-27,15
2014-03-28,23
2014-03-29,18
2014-03-30,0
2014-03-31,22
2014-04-01,22
2014-04-02,15
2014-04-03,30
2014-04-04,100
2014-04-05,35
2014-04-06,0
2014-04-07,51
2014-04-08,15
2014-04-09,15
2014-04-10,45
2014-04-11,47
2014-04-12,36
2014-04-13,0
2014-04-14,37
2014-04-15,37
2014-04-16,53
2014-04-17,32
2014-04-18,34
2014-04-19,19
2014-04-20,0
2014-04-21,40
2014-04-22,29
2014-04-23,30
2014-04-24,22
2014-04-25,0
2014-04-26,18
2014-04-27,0
2014-04-28,58
2014-04-29,22
2014-04-30,22
2014-05-01,33
2014-05-02,16
2014-05-03,18
2014-05-04,0
2014-05-05,30
2014-05-06,74
2014-05-07,22
2014-05-08,44
2014-05-09,54
2014-05-10,17
2014-05-11,0
2014-05-12,29
2014-05-13,51
2014-05-14,29
2014-05-15,29
2014-05-16,62
2014-05-17,18
2014-05-18,18
2014-05-19,59
2014-05-20,30
2014-05-21,32
2014-05-22,57
2014-05-23,69
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,16
2014-05-28,16
2014-05-29,33
2014-05-30,17
2014-05-31,0
2014-06-01,0
2014-06-02,16
2014-06-03,40
2014-06-04,32
2014-06-05,25
2014-06-06,17
2014-06-07,0
2014-06-08,21
2014-06-09,17
2014-06-10,41
2014-06-11,49
2014-06-12,33
2014-06-13,34
2014-06-14,40
2014-06-15,20
2014-06-16,16
2014-06-17,49
2014-06-18,33
2014-06-19,76
2014-06-20,35
2014-06-21,20
2014-06-22,0
2014-06-23,41
2014-06-24,0
2014-06-25,0
2014-06-26,25
2014-06-27,52
2014-06-28,20
2014-06-29,0
2014-06-30,49
2014-07-01,25
2014-07-02,67
2014-07-03,26
2014-07-04,27
2014-07-05,20
2014-07-06,20
2014-07-07,49
2014-07-08,0
2014-07-09,33
2014-07-10,42
2014-07-11,52
2014-07-12,0
2014-07-13,0
2014-07-14,17
2014-07-15,74
2014-07-16,17
2014-07-17,42
2014-07-18,35
2014-07-19,0
2014-07-20,20
2014-07-21,33
2014-07-22,41
2014-07-23,43
2014-07-24,67
2014-07-25,26
2014-07-26,20
2014-07-27,61
2014-07-28,25
2014-07-29,25
2014-07-30,34
2014-07-31,67
2014-08-01,35
2014-08-02,20
2014-08-03,20
2014-08-04,25
2014-08-05,17
2014-08-06,66
2014-08-07,36
2014-08-08,18
2014-08-09,20
2014-08-10,0
2014-08-11,16
2014-08-12,40
2014-08-13,16
2014-08-14,17
2014-08-15,27
2014-08-16,40
2014-08-17,20
2014-08-18,17
2014-08-19,16
2014-08-20,41
2014-08-21,50
2014-08-22,42
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,0
2014-08-27,16
2014-08-28,32
2014-08-29,51
2014-08-30,39
2014-08-31,19
2014-09-01,40
2014-09-02,23
2014-09-03,47
2014-09-04,23
2014-09-05,49
2014-09-06,0
2014-09-07,0
2014-09-08,39
2014-09-09,31
2014-09-10,46
2014-09-11,47
2014-09-12,33
2014-09-13,0
2014-09-14,0
2014-09-15,46
2014-09-16,31
2014-09-17,31
2014-09-18,23
2014-09-19,32
2014-09-20,28
2014-09-21,36
2014-09-22,15
2014-09-23,38
2014-09-24,47
2014-09-25,16
2014-09-26,49
2014-09-27,28
2014-09-28,0
2014-09-29,23
2014-09-30,46
2014-10-01,16
2014-10-02,55
2014-10-03,58
2014-10-04,0
2014-10-05,0
2014-10-06,31
2014-10-07,31
2014-10-08,15
2014-10-09,47
2014-10-10,40
2014-10-11,37
2014-10-12,55
2014-10-13,46
2014-10-14,30
2014-10-15,76
2014-10-16,38
2014-10-17,64
2014-10-18,18
2014-10-19,54
2014-10-20,0
2014-10-21,23
2014-10-22,61
2014-10-23,23
2014-10-24,24
2014-10-25,0
2014-10-26,0
2014-10-27,30
2014-10-28,45
2014-10-29,38
2014-10-30,31
2014-10-31,49
2014-11-01,19
2014-11-02,18
2014-11-03,45
2014-11-04,15
2014-11-05,53
2014-11-06,60
2014-11-07,16
2014-11-08,18
2014-11-09,26
2014-11-10,30
2014-11-11,22
2014-11-12,30
2014-11-13,45
2014-11-14,55
2014-11-15,18
2014-11-16,26
2014-11-17,29
2014-11-18,32
2014-11-19,31
2014-11-20,15
2014-11-21,23
2014-11-22,18
2014-11-23,17
2014-11-24,29
2014-11-25,52
2014-11-26,15
2014-11-27,62
2014-11-28,39
2014-11-29,35
2014-11-30,17
2014-12-01,36
