date,QVCA
2015-08-18,93
2015-08-19,47
2015-08-20,32
2015-08-21,0
2015-08-22,0
2015-08-23,0
2015-08-24,31
2015-08-25,0
2015-08-26,31
2015-08-27,31
2015-08-28,32
2015-08-29,0
2015-08-30,0
2015-08-31,0
2015-09-01,30
2015-09-02,31
2015-09-03,31
2015-09-04,48
2015-09-05,36
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,31
2015-09-10,31
2015-09-11,0
2015-09-12,36
2015-09-13,35
2015-09-14,0
2015-09-15,30
2015-09-16,30
2015-09-17,0
2015-09-18,0
2015-09-19,0
2015-09-20,35
2015-09-21,0
2015-09-22,60
2015-09-23,0
2015-09-24,0
2015-09-25,32
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,30
2015-09-30,30
2015-10-01,31
2015-10-02,42
2015-10-03,0
2015-10-04,35
2015-10-05,30
2015-10-06,30
2015-10-07,60
2015-10-08,30
2015-10-09,31
2015-10-10,35
2015-10-11,0
2015-10-12,0
2015-10-13,0
2015-10-14,45
2015-10-15,45
2015-10-16,0
2015-10-17,35
2015-10-18,69
2015-10-19,29
2015-10-20,58
2015-10-21,29
2015-10-22,30
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,29
2015-10-27,30
2015-10-28,29
2015-10-29,89
2015-10-30,47
2015-10-31,0
2015-11-01,35
2015-11-02,30
2015-11-03,0
2015-11-04,49
2015-11-05,30
2015-11-06,82
2015-11-07,0
2015-11-08,0
2015-11-09,29
2015-11-10,0
2015-11-11,60
2015-11-12,76
2015-11-13,31
2015-11-14,51
2015-11-15,34
2015-11-16,29
2015-11-17,58
2015-11-18,30
2015-11-19,30
2015-11-20,0
2015-11-21,0
2015-11-22,0
2015-11-23,0
2015-11-24,29
2015-11-25,59
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,29
2015-12-01,58
2015-12-02,29
2015-12-03,30
2015-12-04,0
2015-12-05,0
2015-12-06,0
2015-12-07,30
2015-12-08,0
2015-12-09,0
2015-12-10,30
2015-12-11,0
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,0
2015-12-16,46
2015-12-17,0
2015-12-18,33
2015-12-19,0
2015-12-20,36
2015-12-21,32
2015-12-22,0
2015-12-23,33
2015-12-24,0
2015-12-25,0
2015-12-26,37
2015-12-27,0
2015-12-28,0
2015-12-29,32
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,0
2016-01-05,30
2016-01-06,0
2016-01-07,30
2016-01-08,31
2016-01-09,0
2016-01-10,33
2016-01-11,29
2016-01-12,29
2016-01-13,29
2016-01-14,0
2016-01-15,30
2016-01-16,34
2016-01-17,0
2016-01-18,29
2016-01-19,58
2016-01-20,29
2016-01-21,0
2016-01-22,30
2016-01-23,0
2016-01-24,0
2016-01-25,43
2016-01-26,29
2016-01-27,0
2016-01-28,0
2016-01-29,0
2016-01-30,34
2016-01-31,0
2016-02-01,0
2016-02-02,55
2016-02-03,55
2016-02-04,0
2016-02-05,59
2016-02-06,0
2016-02-07,33
2016-02-08,43
2016-02-09,29
2016-02-10,0
2016-02-11,57
2016-02-12,0
2016-02-13,33
2016-02-14,32
2016-02-15,0
2016-02-16,28
2016-02-17,0
2016-02-18,28
2016-02-19,29
2016-02-20,32
2016-02-21,31
2016-02-22,0
2016-02-23,0
2016-02-24,0
2016-02-25,69
2016-02-26,100
2016-02-27,63
2016-02-28,0
2016-02-29,0
2016-03-01,27
2016-03-02,27
2016-03-03,0
2016-03-04,28
2016-03-05,0
2016-03-06,0
2016-03-07,0
2016-03-08,27
2016-03-09,27
2016-03-10,0
2016-03-11,29
2016-03-12,0
2016-03-13,32
2016-03-14,0
2016-03-15,27
2016-03-16,27
2016-03-17,0
2016-03-18,0
2016-03-19,0
2016-03-20,0
2016-03-21,28
2016-03-22,28
2016-03-23,28
2016-03-24,58
2016-03-25,0
2016-03-26,33
2016-03-27,33
2016-03-28,29
2016-03-29,54
2016-03-30,28
2016-03-31,28
2016-04-01,28
2016-04-02,0
2016-04-03,0
2016-04-04,27
2016-04-05,27
2016-04-06,0
2016-04-07,27
2016-04-08,28
2016-04-09,0
2016-04-10,32
2016-04-11,27
2016-04-12,40
2016-04-13,0
2016-04-14,0
2016-04-15,29
2016-04-16,0
2016-04-17,32
2016-04-18,0
2016-04-19,0
2016-04-20,41
2016-04-21,28
2016-04-22,0
2016-04-23,0
2016-04-24,31
2016-04-25,0
2016-04-26,0
2016-04-27,55
2016-04-28,28
2016-04-29,0
2016-04-30,0
2016-05-01,65
2016-05-02,0
2016-05-03,27
2016-05-04,28
