date,QVCA
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,0
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,0
2016-01-05,0
2016-01-06,0
2016-01-07,0
2016-01-08,15
2016-01-09,0
2016-01-10,0
2016-01-11,15
2016-01-12,15
2016-01-13,15
2016-01-14,15
2016-01-15,15
2016-01-16,35
2016-01-17,0
2016-01-18,0
2016-01-19,30
2016-01-20,30
2016-01-21,0
2016-01-22,15
2016-01-23,0
2016-01-24,0
2016-01-25,15
2016-01-26,0
2016-01-27,0
2016-01-28,15
2016-01-29,15
2016-01-30,17
2016-01-31,0
2016-02-01,14
2016-02-02,42
2016-02-03,14
2016-02-04,0
2016-02-05,0
2016-02-06,17
2016-02-07,0
2016-02-08,0
2016-02-09,15
2016-02-10,15
2016-02-11,19
2016-02-12,0
2016-02-13,17
2016-02-14,16
2016-02-15,0
2016-02-16,14
2016-02-17,0
2016-02-18,21
2016-02-19,15
2016-02-20,0
2016-02-21,16
2016-02-22,0
2016-02-23,0
2016-02-24,14
2016-02-25,14
2016-02-26,29
2016-02-27,16
2016-02-28,16
2016-02-29,0
2016-03-01,14
2016-03-02,14
2016-03-03,14
2016-03-04,0
2016-03-05,0
2016-03-06,0
2016-03-07,14
2016-03-08,0
2016-03-09,28
2016-03-10,14
2016-03-11,15
2016-03-12,0
2016-03-13,0
2016-03-14,14
2016-03-15,14
2016-03-16,27
2016-03-17,14
2016-03-18,0
2016-03-19,0
2016-03-20,16
2016-03-21,14
2016-03-22,14
2016-03-23,14
2016-03-24,22
2016-03-25,0
2016-03-26,0
2016-03-27,17
2016-03-28,22
2016-03-29,14
2016-03-30,28
2016-03-31,14
2016-04-01,0
2016-04-02,0
2016-04-03,32
2016-04-04,0
2016-04-05,27
2016-04-06,14
2016-04-07,0
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,14
2016-04-12,27
2016-04-13,14
2016-04-14,0
2016-04-15,15
2016-04-16,0
2016-04-17,16
2016-04-18,0
2016-04-19,0
2016-04-20,28
2016-04-21,14
2016-04-22,15
2016-04-23,0
2016-04-24,0
2016-04-25,0
2016-04-26,0
2016-04-27,14
2016-04-28,28
2016-04-29,0
2016-04-30,0
2016-05-01,0
2016-05-02,14
2016-05-03,14
2016-05-04,14
2016-05-05,15
2016-05-06,0
2016-05-07,17
2016-05-08,0
2016-05-09,19
2016-05-10,14
2016-05-11,14
2016-05-12,0
2016-05-13,0
2016-05-14,0
2016-05-15,0
2016-05-16,14
2016-05-17,27
2016-05-18,14
2016-05-19,0
2016-05-20,15
2016-05-21,0
2016-05-22,16
2016-05-23,14
2016-05-24,14
2016-05-25,0
2016-05-26,0
2016-05-27,15
2016-05-28,0
2016-05-29,17
2016-05-30,0
2016-05-31,14
2016-06-01,14
2016-06-02,0
2016-06-03,0
2016-06-04,0
2016-06-05,0
2016-06-06,14
2016-06-07,14
2016-06-08,19
2016-06-09,0
2016-06-10,15
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,28
2016-06-15,14
2016-06-16,14
2016-06-17,0
2016-06-18,17
2016-06-19,0
2016-06-20,14
2016-06-21,14
2016-06-22,14
2016-06-23,14
2016-06-24,15
2016-06-25,34
2016-06-26,0
2016-06-27,14
2016-06-28,0
2016-06-29,14
2016-06-30,14
2016-07-01,0
2016-07-02,0
2016-07-03,17
2016-07-04,15
2016-07-05,0
2016-07-06,0
2016-07-07,0
2016-07-08,15
2016-07-09,0
2016-07-10,17
2016-07-11,29
2016-07-12,14
2016-07-13,14
2016-07-14,15
2016-07-15,0
2016-07-16,17
2016-07-17,0
2016-07-18,0
2016-07-19,0
2016-07-20,15
2016-07-21,15
2016-07-22,0
2016-07-23,0
2016-07-24,0
2016-07-25,14
2016-07-26,0
2016-07-27,0
2016-07-28,15
2016-07-29,30
2016-07-30,0
2016-07-31,0
2016-08-01,14
2016-08-02,0
2016-08-03,0
2016-08-04,0
2016-08-05,100
2016-08-06,17
2016-08-07,33
2016-08-08,48
2016-08-09,28
2016-08-10,0
2016-08-11,14
2016-08-12,44
2016-08-13,0
2016-08-14,17
2016-08-15,15
2016-08-16,28
2016-08-17,14
2016-08-18,14
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,28
2016-08-23,0
2016-08-24,14
2016-08-25,24
2016-08-26,15
2016-08-27,0
2016-08-28,0
2016-08-29,14
2016-08-30,42
2016-08-31,42
2016-09-01,14
2016-09-02,15
2016-09-03,0
2016-09-04,0
2016-09-05,14
2016-09-06,14
2016-09-07,28
2016-09-08,33
2016-09-09,33
2016-09-10,0
2016-09-11,0
