date,BIIB,isPartial
2018-02-13,33,False
2018-02-14,87,False
2018-02-15,100,False
2018-02-16,34,False
2018-02-17,25,False
2018-02-18,25,False
2018-02-19,5,False
2018-02-20,22,False
2018-02-21,49,False
2018-02-22,38,False
2018-02-23,46,False
2018-02-24,0,False
2018-02-25,6,False
2018-02-26,53,False
2018-02-27,37,False
2018-02-28,42,False
2018-03-01,16,False
2018-03-02,45,False
2018-03-03,25,False
2018-03-04,18,False
2018-03-05,31,False
2018-03-06,48,False
2018-03-07,16,False
2018-03-08,38,False
2018-03-09,34,False
2018-03-10,12,False
2018-03-11,18,False
2018-03-12,59,False
2018-03-13,59,False
2018-03-14,27,False
2018-03-15,22,False
2018-03-16,17,False
2018-03-17,6,False
2018-03-18,6,False
2018-03-19,43,False
2018-03-20,70,False
2018-03-21,49,False
2018-03-22,49,False
2018-03-23,34,False
2018-03-24,19,False
2018-03-25,13,False
2018-03-26,38,False
2018-03-27,39,False
2018-03-28,45,False
2018-03-29,46,False
2018-03-30,37,False
2018-03-31,13,False
2018-04-01,6,False
2018-04-02,34,False
2018-04-03,49,False
2018-04-04,76,False
2018-04-05,84,False
2018-04-06,57,False
2018-04-07,6,False
2018-04-08,6,False
2018-04-09,65,False
2018-04-10,32,False
2018-04-11,37,False
2018-04-12,55,False
2018-04-13,23,False
2018-04-14,13,False
2018-04-15,12,False
2018-04-16,22,False
2018-04-17,32,False
2018-04-18,22,False
2018-04-19,33,False
2018-04-20,39,False
2018-04-21,13,False
2018-04-22,25,False
2018-04-23,32,False
2018-04-24,43,False
2018-04-25,38,False
2018-04-26,61,False
2018-04-27,35,False
2018-04-28,13,False
2018-04-29,13,False
2018-04-30,6,False
2018-05-01,58,False
2018-05-02,60,False
2018-05-03,22,False
2018-05-04,23,False
2018-05-05,26,False
2018-05-06,13,False
2018-05-07,27,False
2018-05-08,27,False
2018-05-09,16,False
2018-05-10,39,False
2018-05-11,40,False
2018-05-12,19,False
2018-05-13,25,False
2018-05-14,33,False
2018-05-15,27,False
2018-05-16,38,False
2018-05-17,44,False
2018-05-18,40,False
2018-05-19,19,False
2018-05-20,13,False
2018-05-21,22,False
2018-05-22,16,False
2018-05-23,44,False
2018-05-24,39,False
2018-05-25,35,False
2018-05-26,19,False
2018-05-27,6,False
2018-05-28,11,False
2018-05-29,43,False
2018-05-30,27,False
2018-05-31,28,False
2018-06-01,40,False
