date,BIIB,isPartial
2012-01-26,60,False
2012-01-27,72,False
2012-01-28,36,False
2012-01-29,24,False
2012-01-30,68,False
2012-01-31,78,False
2012-02-01,49,False
2012-02-02,78,False
2012-02-03,31,False
2012-02-04,23,False
2012-02-05,0,False
2012-02-06,68,False
2012-02-07,19,False
2012-02-08,39,False
2012-02-09,20,False
2012-02-10,71,False
2012-02-11,24,False
2012-02-12,23,False
2012-02-13,77,False
2012-02-14,49,False
2012-02-15,49,False
2012-02-16,70,False
2012-02-17,41,False
2012-02-18,24,False
2012-02-19,36,False
2012-02-20,0,False
2012-02-21,50,False
2012-02-22,49,False
2012-02-23,20,False
2012-02-24,51,False
2012-02-25,23,False
2012-02-26,23,False
2012-02-27,38,False
2012-02-28,57,False
2012-02-29,57,False
2012-03-01,61,False
2012-03-02,42,False
2012-03-03,49,False
2012-03-04,24,False
2012-03-05,40,False
2012-03-06,29,False
2012-03-07,38,False
2012-03-08,40,False
2012-03-09,21,False
2012-03-10,47,False
2012-03-11,46,False
2012-03-12,48,False
2012-03-13,19,False
2012-03-14,29,False
2012-03-15,79,False
2012-03-16,20,False
2012-03-17,24,False
2012-03-18,35,False
2012-03-19,29,False
2012-03-20,39,False
2012-03-21,58,False
2012-03-22,59,False
2012-03-23,31,False
2012-03-24,48,False
2012-03-25,36,False
2012-03-26,68,False
2012-03-27,48,False
2012-03-28,68,False
2012-03-29,20,False
2012-03-30,31,False
2012-03-31,35,False
2012-04-01,36,False
2012-04-02,39,False
2012-04-03,49,False
2012-04-04,40,False
2012-04-05,21,False
2012-04-06,0,False
2012-04-07,74,False
2012-04-08,25,False
2012-04-09,71,False
2012-04-10,20,False
2012-04-11,38,False
2012-04-12,59,False
2012-04-13,20,False
2012-04-14,46,False
2012-04-15,23,False
2012-04-16,29,False
2012-04-17,58,False
2012-04-18,48,False
2012-04-19,29,False
2012-04-20,30,False
2012-04-21,69,False
2012-04-22,45,False
2012-04-23,66,False
2012-04-24,28,False
2012-04-25,57,False
2012-04-26,78,False
2012-04-27,62,False
2012-04-28,48,False
2012-04-29,83,False
2012-04-30,50,False
2012-05-01,21,False
2012-05-02,67,False
2012-05-03,39,False
2012-05-04,30,False
2012-05-05,23,False
2012-05-06,23,False
2012-05-07,57,False
2012-05-08,28,False
2012-05-09,76,False
2012-05-10,58,False
2012-05-11,20,False
2012-05-12,36,False
2012-05-13,24,False
2012-05-14,19,False
2012-05-15,28,False
2012-05-16,28,False
2012-05-17,0,False
2012-05-18,61,False
2012-05-19,24,False
2012-05-20,94,False
2012-05-21,29,False
2012-05-22,57,False
2012-05-23,0,False
2012-05-24,19,False
2012-05-25,0,False
2012-05-26,24,False
2012-05-27,25,False
2012-05-28,20,False
2012-05-29,56,False
2012-05-30,66,False
2012-05-31,67,False
2012-06-01,60,False
2012-06-02,0,False
2012-06-03,23,False
2012-06-04,76,False
2012-06-05,28,False
2012-06-06,66,False
2012-06-07,29,False
2012-06-08,30,False
2012-06-09,24,False
2012-06-10,23,False
2012-06-11,37,False
2012-06-12,18,False
2012-06-13,57,False
2012-06-14,48,False
2012-06-15,91,False
2012-06-16,23,False
2012-06-17,47,False
2012-06-18,47,False
2012-06-19,66,False
2012-06-20,38,False
2012-06-21,49,False
2012-06-22,20,False
2012-06-23,48,False
2012-06-24,24,False
2012-06-25,28,False
2012-06-26,66,False
2012-06-27,38,False
2012-06-28,39,False
2012-06-29,20,False
2012-06-30,24,False
2012-07-01,0,False
2012-07-02,38,False
2012-07-03,48,False
2012-07-04,0,False
2012-07-05,40,False
2012-07-06,61,False
2012-07-07,24,False
2012-07-08,24,False
2012-07-09,58,False
2012-07-10,66,False
2012-07-11,39,False
2012-07-12,58,False
2012-07-13,30,False
2012-07-14,0,False
2012-07-15,0,False
2012-07-16,38,False
2012-07-17,76,False
2012-07-18,39,False
2012-07-19,20,False
2012-07-20,51,False
2012-07-21,49,False
2012-07-22,37,False
2012-07-23,38,False
2012-07-24,48,False
2012-07-25,39,False
2012-07-26,29,False
2012-07-27,82,False
2012-07-28,24,False
2012-07-29,24,False
2012-07-30,19,False
2012-07-31,29,False
2012-08-01,20,False
2012-08-02,49,False
2012-08-03,82,False
2012-08-04,36,False
2012-08-05,24,False
2012-08-06,19,False
2012-08-07,48,False
2012-08-08,58,False
2012-08-09,59,False
2012-08-10,41,False
2012-08-11,24,False
2012-08-12,0,False
2012-08-13,19,False
2012-08-14,58,False
2012-08-15,51,False
2012-08-16,49,False
2012-08-17,41,False
2012-08-18,49,False
2012-08-19,0,False
2012-08-20,30,False
2012-08-21,29,False
2012-08-22,38,False
2012-08-23,59,False
2012-08-24,40,False
2012-08-25,23,False
2012-08-26,23,False
2012-08-27,56,False
2012-08-28,47,False
2012-08-29,47,False
2012-08-30,19,False
2012-08-31,39,False
2012-09-01,0,False
2012-09-02,46,False
2012-09-03,29,False
2012-09-04,56,False
2012-09-05,37,False
2012-09-06,57,False
2012-09-07,79,False
2012-09-08,46,False
2012-09-09,23,False
2012-09-10,28,False
2012-09-11,18,False
2012-09-12,46,False
2012-09-13,46,False
2012-09-14,77,False
2012-09-15,67,False
2012-09-16,56,False
2012-09-17,18,False
2012-09-18,100,False
2012-09-19,73,False
2012-09-20,56,False
2012-09-21,38,False
2012-09-22,22,False
2012-09-23,22,False
2012-09-24,73,False
2012-09-25,18,False
2012-09-26,91,False
2012-09-27,65,False
2012-09-28,78,False
2012-09-29,22,False
2012-09-30,44,False
2012-10-01,91,False
2012-10-02,27,False
2012-10-03,37,False
2012-10-04,45,False
2012-10-05,93,False
2012-10-06,33,False
2012-10-07,21,False
2012-10-08,53,False
2012-10-09,70,False
2012-10-10,62,False
2012-10-11,63,False
2012-10-12,94,False
