date,BIIB,isPartial
2017-10-06,10,False
2017-10-07,0,False
2017-10-08,7,False
2017-10-09,6,False
2017-10-10,19,False
2017-10-11,28,False
2017-10-12,23,False
2017-10-13,33,False
2017-10-14,18,False
2017-10-15,15,False
2017-10-16,28,False
2017-10-17,47,False
2017-10-18,28,False
2017-10-19,26,False
2017-10-20,13,False
2017-10-21,7,False
2017-10-22,0,False
2017-10-23,34,False
2017-10-24,100,False
2017-10-25,38,False
2017-10-26,16,False
2017-10-27,36,False
2017-10-28,4,False
2017-10-29,11,False
2017-10-30,22,False
2017-10-31,22,False
2017-11-01,42,False
2017-11-02,22,False
2017-11-03,29,False
2017-11-04,11,False
2017-11-05,7,False
2017-11-06,21,False
2017-11-07,37,False
2017-11-08,22,False
2017-11-09,19,False
2017-11-10,16,False
2017-11-11,7,False
2017-11-12,0,False
2017-11-13,43,False
2017-11-14,12,False
2017-11-15,22,False
2017-11-16,24,False
2017-11-17,10,False
2017-11-18,3,False
2017-11-19,7,False
2017-11-20,27,False
2017-11-21,22,False
2017-11-22,31,False
2017-11-23,0,False
2017-11-24,10,False
2017-11-25,14,False
2017-11-26,3,False
2017-11-27,21,False
2017-11-28,15,False
2017-11-29,31,False
2017-11-30,37,False
2017-12-01,22,False
2017-12-02,0,False
2017-12-03,3,False
2017-12-04,3,False
2017-12-05,24,False
2017-12-06,12,False
2017-12-07,3,False
2017-12-08,26,False
2017-12-09,4,False
2017-12-10,7,False
2017-12-11,24,False
2017-12-12,27,False
2017-12-13,18,False
2017-12-14,22,False
2017-12-15,16,False
2017-12-16,7,False
2017-12-17,0,False
2017-12-18,31,False
2017-12-19,19,False
2017-12-20,26,False
2017-12-21,13,False
2017-12-22,14,False
2017-12-23,11,False
2017-12-24,12,False
2017-12-25,4,False
2017-12-26,7,False
2017-12-27,23,False
2017-12-28,13,False
2017-12-29,17,False
2017-12-30,0,False
2017-12-31,0,False
2018-01-01,0,False
2018-01-02,19,False
2018-01-03,28,False
2018-01-04,28,False
2018-01-05,13,False
2018-01-06,3,False
2018-01-07,3,False
2018-01-08,30,False
2018-01-09,15,False
2018-01-10,30,False
2018-01-11,28,False
2018-01-12,35,False
2018-01-13,14,False
2018-01-14,3,False
2018-01-15,6,False
2018-01-16,30,False
2018-01-17,38,False
2018-01-18,36,False
2018-01-19,44,False
2018-01-20,14,False
2018-01-21,10,False
2018-01-22,38,False
2018-01-23,15,False
2018-01-24,27,False
2018-01-25,39,False
2018-01-26,38,False
2018-01-27,3,False
2018-01-28,3,False
2018-01-29,33,False
2018-01-30,35,False
2018-01-31,27,False
2018-02-01,33,False
2018-02-02,19,False
2018-02-03,10,False
2018-02-04,7,False
2018-02-05,18,False
2018-02-06,23,False
2018-02-07,24,False
2018-02-08,18,False
2018-02-09,28,False
2018-02-10,7,False
2018-02-11,7,False
2018-02-12,15,False
2018-02-13,12,False
2018-02-14,33,False
2018-02-15,46,False
2018-02-16,22,False
2018-02-17,3,False
2018-02-18,7,False
2018-02-19,9,False
2018-02-20,24,False
2018-02-21,38,False
2018-02-22,24,False
2018-02-23,31,False
2018-02-24,7,False
2018-02-25,3,False
2018-02-26,20,False
2018-02-27,30,False
2018-02-28,32,False
2018-03-01,20,False
2018-03-02,34,False
2018-03-03,20,False
2018-03-04,13,False
2018-03-05,32,False
2018-03-06,20,False
2018-03-07,21,False
2018-03-08,6,False
2018-03-09,6,False
2018-03-10,13,False
2018-03-11,7,False
2018-03-12,15,False
2018-03-13,6,False
2018-03-14,18,False
2018-03-15,15,False
2018-03-16,22,False
2018-03-17,3,False
2018-03-18,3,False
2018-03-19,24,False
2018-03-20,12,False
2018-03-21,15,False
2018-03-22,24,False
2018-03-23,25,False
2018-03-24,7,False
2018-03-25,14,False
2018-03-26,30,False
2018-03-27,18,False
2018-03-28,18,False
2018-03-29,16,False
2018-03-30,13,False
2018-03-31,7,False
2018-04-01,4,False
2018-04-02,16,False
2018-04-03,15,False
2018-04-04,9,False
2018-04-05,18,False
2018-04-06,22,False
2018-04-07,7,False
2018-04-08,3,False
2018-04-09,32,False
2018-04-10,18,False
2018-04-11,30,False
2018-04-12,18,False
2018-04-13,22,False
2018-04-14,10,False
2018-04-15,0,False
2018-04-16,9,False
2018-04-17,12,False
2018-04-18,39,False
2018-04-19,18,False
2018-04-20,19,False
2018-04-21,3,False
2018-04-22,3,False
2018-04-23,12,False
2018-04-24,47,False
2018-04-25,30,False
2018-04-26,9,False
2018-04-27,35,False
2018-04-28,7,False
2018-04-29,7,False
2018-04-30,30,False
2018-05-01,22,False
2018-05-02,24,False
2018-05-03,18,False
2018-05-04,19,False
2018-05-05,11,False
2018-05-06,3,False
2018-05-07,18,False
2018-05-08,9,False
2018-05-09,21,False
2018-05-10,18,False
2018-05-11,22,False
2018-05-12,7,False
2018-05-13,3,False
2018-05-14,3,False
2018-05-15,15,False
2018-05-16,33,False
2018-05-17,27,False
2018-05-18,25,False
2018-05-19,7,False
2018-05-20,7,False
2018-05-21,15,False
2018-05-22,9,False
2018-05-23,9,False
2018-05-24,24,False
2018-05-25,35,False
2018-05-26,3,False
2018-05-27,3,False
2018-05-28,9,False
2018-05-29,21,False
2018-05-30,27,False
2018-05-31,34,False
2018-06-01,19,False
