date,PCAR
2011-05-11,50
2011-05-12,44
2011-05-13,23
2011-05-14,27
2011-05-15,35
2011-05-16,28
2011-05-17,43
2011-05-18,50
2011-05-19,36
2011-05-20,38
2011-05-21,42
2011-05-22,27
2011-05-23,42
2011-05-24,43
2011-05-25,54
2011-05-26,22
2011-05-27,68
2011-05-28,56
2011-05-29,28
2011-05-30,23
2011-05-31,53
2011-06-01,44
2011-06-02,80
2011-06-03,35
2011-06-04,56
2011-06-05,45
2011-06-06,28
2011-06-07,21
2011-06-08,29
2011-06-09,29
2011-06-10,34
2011-06-11,0
2011-06-12,28
2011-06-13,33
2011-06-14,74
2011-06-15,28
2011-06-16,32
2011-06-17,22
2011-06-18,46
2011-06-19,27
2011-06-20,49
2011-06-21,31
2011-06-22,21
2011-06-23,67
2011-06-24,46
2011-06-25,41
2011-06-26,42
2011-06-27,43
2011-06-28,50
2011-06-29,65
2011-06-30,44
2011-07-01,35
2011-07-02,47
2011-07-03,56
2011-07-04,34
2011-07-05,65
2011-07-06,36
2011-07-07,22
2011-07-08,61
2011-07-09,38
2011-07-10,28
2011-07-11,36
2011-07-12,43
2011-07-13,54
2011-07-14,59
2011-07-15,93
2011-07-16,57
2011-07-17,83
2011-07-18,43
2011-07-19,35
2011-07-20,29
2011-07-21,29
2011-07-22,46
2011-07-23,27
2011-07-24,41
2011-07-25,54
2011-07-26,93
2011-07-27,50
2011-07-28,59
2011-07-29,54
2011-07-30,46
2011-07-31,55
2011-08-01,88
2011-08-02,76
2011-08-03,43
2011-08-04,36
2011-08-05,30
2011-08-06,45
2011-08-07,53
2011-08-08,56
2011-08-09,74
2011-08-10,43
2011-08-11,50
2011-08-12,38
2011-08-13,0
2011-08-14,0
2011-08-15,37
2011-08-16,43
2011-08-17,75
2011-08-18,32
2011-08-19,66
2011-08-20,53
2011-08-21,79
2011-08-22,34
2011-08-23,41
2011-08-24,28
2011-08-25,41
2011-08-26,43
2011-08-27,51
2011-08-28,39
2011-08-29,28
2011-08-30,34
2011-08-31,62
2011-09-01,49
2011-09-02,33
2011-09-03,25
2011-09-04,25
2011-09-05,54
2011-09-06,46
2011-09-07,40
2011-09-08,20
2011-09-09,73
2011-09-10,74
2011-09-11,36
2011-09-12,39
2011-09-13,49
2011-09-14,33
2011-09-15,47
2011-09-16,63
2011-09-17,25
2011-09-18,40
2011-09-19,39
2011-09-20,49
2011-09-21,39
2011-09-22,46
2011-09-23,42
2011-09-24,24
2011-09-25,24
2011-09-26,39
2011-09-27,48
2011-09-28,26
2011-09-29,40
2011-09-30,21
2011-10-01,50
2011-10-02,65
2011-10-03,49
2011-10-04,39
2011-10-05,32
2011-10-06,32
2011-10-07,61
2011-10-08,40
2011-10-09,35
2011-10-10,39
2011-10-11,37
2011-10-12,32
2011-10-13,78
2011-10-14,40
2011-10-15,48
2011-10-16,23
2011-10-17,29
2011-10-18,57
2011-10-19,51
2011-10-20,88
2011-10-21,20
2011-10-22,48
2011-10-23,46
2011-10-24,82
2011-10-25,69
2011-10-26,68
2011-10-27,78
2011-10-28,67
2011-10-29,72
2011-10-30,39
2011-10-31,46
2011-11-01,46
2011-11-02,77
2011-11-03,51
2011-11-04,39
2011-11-05,47
2011-11-06,23
2011-11-07,44
2011-11-08,100
2011-11-09,63
2011-11-10,51
2011-11-11,20
2011-11-12,58
2011-11-13,68
2011-11-14,37
2011-11-15,69
2011-11-16,50
2011-11-17,38
2011-11-18,46
2011-11-19,45
2011-11-20,68
2011-11-21,37
2011-11-22,50
2011-11-23,29
2011-11-24,50
2011-11-25,20
2011-11-26,31
2011-11-27,45
2011-11-28,37
2011-11-29,30
2011-11-30,68
2011-12-01,38
2011-12-02,49
2011-12-03,68
2011-12-04,52
2011-12-05,73
2011-12-06,49
2011-12-07,86
2011-12-08,57
2011-12-09,72
2011-12-10,53
2011-12-11,52
2011-12-12,18
2011-12-13,37
2011-12-14,49
2011-12-15,38
2011-12-16,46
2011-12-17,46
2011-12-18,45
2011-12-19,31
2011-12-20,66
2011-12-21,78
2011-12-22,33
2011-12-23,76
2011-12-24,64
2011-12-25,41
2011-12-26,44
2011-12-27,30
2011-12-28,73
2011-12-29,40
2011-12-30,21
2011-12-31,49
2012-01-01,51
2012-01-02,39
2012-01-03,46
2012-01-04,30
2012-01-05,56
2012-01-06,38
2012-01-07,22
2012-01-08,42
2012-01-09,27
2012-01-10,53
2012-01-11,30
2012-01-12,36
2012-01-13,43
2012-01-14,79
2012-01-15,56
2012-01-16,29
2012-01-17,41
2012-01-18,52
2012-01-19,35
2012-01-20,55
2012-01-21,56
2012-01-22,41
2012-01-23,35
2012-01-24,64
2012-01-25,41
2012-01-26,53
