date,PCAR
2012-06-04,37
2012-06-05,21
2012-06-06,61
2012-06-07,34
2012-06-08,54
2012-06-09,52
2012-06-10,34
2012-06-11,23
2012-06-12,46
2012-06-13,35
2012-06-14,43
2012-06-15,35
2012-06-16,41
2012-06-17,35
2012-06-18,47
2012-06-19,42
2012-06-20,33
2012-06-21,52
2012-06-22,55
2012-06-23,72
2012-06-24,35
2012-06-25,42
2012-06-26,28
2012-06-27,43
2012-06-28,43
2012-06-29,35
2012-06-30,27
2012-07-01,23
2012-07-02,24
2012-07-03,33
2012-07-04,25
2012-07-05,59
2012-07-06,50
2012-07-07,36
2012-07-08,24
2012-07-09,24
2012-07-10,50
2012-07-11,43
2012-07-12,65
2012-07-13,40
2012-07-14,36
2012-07-15,89
2012-07-16,28
2012-07-17,28
2012-07-18,48
2012-07-19,39
2012-07-20,53
2012-07-21,30
2012-07-22,27
2012-07-23,33
2012-07-24,34
2012-07-25,73
2012-07-26,49
2012-07-27,51
2012-07-28,36
2012-07-29,41
2012-07-30,33
2012-07-31,57
2012-08-01,48
2012-08-02,49
2012-08-03,36
2012-08-04,30
2012-08-05,45
2012-08-06,29
2012-08-07,38
2012-08-08,58
2012-08-09,49
2012-08-10,66
2012-08-11,30
2012-08-12,44
2012-08-13,48
2012-08-14,48
2012-08-15,50
2012-08-16,39
2012-08-17,30
2012-08-18,72
2012-08-19,27
2012-08-20,35
2012-08-21,39
2012-08-22,34
2012-08-23,29
2012-08-24,50
2012-08-25,52
2012-08-26,85
2012-08-27,23
2012-08-28,41
2012-08-29,77
2012-08-30,52
2012-08-31,29
2012-09-01,35
2012-09-02,60
2012-09-03,33
2012-09-04,32
2012-09-05,37
2012-09-06,56
2012-09-07,25
2012-09-08,43
2012-09-09,34
2012-09-10,41
2012-09-11,27
2012-09-12,41
2012-09-13,41
2012-09-14,29
2012-09-15,33
2012-09-16,44
2012-09-17,27
2012-09-18,49
2012-09-19,41
2012-09-20,42
2012-09-21,62
2012-09-22,50
2012-09-23,43
2012-09-24,31
2012-09-25,49
2012-09-26,45
2012-09-27,55
2012-09-28,43
2012-09-29,28
2012-09-30,43
2012-10-01,27
2012-10-02,40
2012-10-03,41
2012-10-04,40
2012-10-05,33
2012-10-06,21
2012-10-07,42
2012-10-08,44
2012-10-09,39
2012-10-10,65
2012-10-11,31
2012-10-12,28
2012-10-13,32
2012-10-14,77
2012-10-15,47
2012-10-16,30
2012-10-17,48
2012-10-18,44
2012-10-19,74
2012-10-20,58
2012-10-21,46
2012-10-22,39
2012-10-23,51
2012-10-24,35
2012-10-25,53
2012-10-26,37
2012-10-27,16
2012-10-28,38
2012-10-29,38
2012-10-30,26
2012-10-31,31
2012-11-01,46
2012-11-02,42
2012-11-03,31
2012-11-04,51
2012-11-05,42
2012-11-06,63
2012-11-07,42
2012-11-08,43
2012-11-09,63
2012-11-10,31
2012-11-11,30
2012-11-12,47
2012-11-13,56
2012-11-14,30
2012-11-15,33
2012-11-16,45
2012-11-17,66
2012-11-18,50
2012-11-19,51
2012-11-20,42
2012-11-21,32
2012-11-22,22
2012-11-23,55
2012-11-24,46
2012-11-25,25
2012-11-26,41
2012-11-27,37
2012-11-28,50
2012-11-29,55
2012-11-30,31
2012-12-01,61
2012-12-02,74
2012-12-03,68
2012-12-04,68
2012-12-05,71
2012-12-06,58
2012-12-07,58
2012-12-08,76
2012-12-09,54
2012-12-10,46
2012-12-11,67
2012-12-12,51
2012-12-13,43
2012-12-14,31
2012-12-15,60
2012-12-16,35
2012-12-17,75
2012-12-18,47
2012-12-19,34
2012-12-20,53
2012-12-21,51
2012-12-22,47
2012-12-23,48
2012-12-24,37
2012-12-25,34
2012-12-26,33
2012-12-27,82
2012-12-28,61
2012-12-29,41
2012-12-30,47
2012-12-31,42
2013-01-01,49
2013-01-02,69
2013-01-03,34
2013-01-04,48
2013-01-05,34
2013-01-06,48
2013-01-07,37
2013-01-08,40
2013-01-09,33
2013-01-10,74
2013-01-11,17
2013-01-12,43
2013-01-13,33
2013-01-14,36
2013-01-15,63
2013-01-16,24
2013-01-17,20
2013-01-18,25
2013-01-19,28
2013-01-20,37
2013-01-21,39
2013-01-22,35
2013-01-23,71
2013-01-24,56
2013-01-25,71
2013-01-26,33
2013-01-27,14
2013-01-28,74
2013-01-29,43
2013-01-30,63
2013-01-31,84
2013-02-01,100
2013-02-02,33
2013-02-03,23
2013-02-04,47
2013-02-05,79
2013-02-06,54
2013-02-07,56
2013-02-08,46
2013-02-09,52
2013-02-10,52
2013-02-11,28
2013-02-12,61
2013-02-13,40
2013-02-14,57
2013-02-15,37
2013-02-16,24
2013-02-17,56
2013-02-18,55
2013-02-19,58
