date,PCAR
2013-02-19,38
2013-02-20,31
2013-02-21,31
2013-02-22,42
2013-02-23,49
2013-02-24,40
2013-02-25,72
2013-02-26,38
2013-02-27,34
2013-02-28,47
2013-03-01,72
2013-03-02,47
2013-03-03,47
2013-03-04,30
2013-03-05,53
2013-03-06,69
2013-03-07,46
2013-03-08,56
2013-03-09,63
2013-03-10,35
2013-03-11,60
2013-03-12,56
2013-03-13,45
2013-03-14,57
2013-03-15,51
2013-03-16,76
2013-03-17,35
2013-03-18,45
2013-03-19,49
2013-03-20,68
2013-03-21,50
2013-03-22,24
2013-03-23,62
2013-03-24,53
2013-03-25,38
2013-03-26,57
2013-03-27,66
2013-03-28,30
2013-03-29,47
2013-03-30,42
2013-03-31,47
2013-04-01,71
2013-04-02,67
2013-04-03,79
2013-04-04,61
2013-04-05,31
2013-04-06,49
2013-04-07,31
2013-04-08,70
2013-04-09,56
2013-04-10,34
2013-04-11,49
2013-04-12,55
2013-04-13,41
2013-04-14,61
2013-04-15,37
2013-04-16,45
2013-04-17,42
2013-04-18,63
2013-04-19,39
2013-04-20,68
2013-04-21,67
2013-04-22,62
2013-04-23,49
2013-04-24,64
2013-04-25,54
2013-04-26,68
2013-04-27,63
2013-04-28,58
2013-04-29,41
2013-04-30,27
2013-05-01,66
2013-05-02,69
2013-05-03,72
2013-05-04,51
2013-05-05,41
2013-05-06,54
2013-05-07,56
2013-05-08,76
2013-05-09,66
2013-05-10,28
2013-05-11,82
2013-05-12,90
2013-05-13,52
2013-05-14,33
2013-05-15,33
2013-05-16,49
2013-05-17,62
2013-05-18,50
2013-05-19,49
2013-05-20,67
2013-05-21,51
2013-05-22,59
2013-05-23,49
2013-05-24,59
2013-05-25,47
2013-05-26,59
2013-05-27,31
2013-05-28,58
2013-05-29,41
2013-05-30,80
2013-05-31,43
2013-06-01,36
2013-06-02,63
2013-06-03,48
2013-06-04,70
2013-06-05,30
2013-06-06,68
2013-06-07,47
2013-06-08,82
2013-06-09,62
2013-06-10,62
2013-06-11,61
2013-06-12,63
2013-06-13,49
2013-06-14,79
2013-06-15,41
2013-06-16,50
2013-06-17,100
2013-06-18,67
2013-06-19,64
2013-06-20,87
2013-06-21,67
2013-06-22,55
2013-06-23,54
2013-06-24,49
2013-06-25,41
2013-06-26,56
2013-06-27,60
2013-06-28,47
2013-06-29,60
2013-06-30,46
2013-07-01,38
2013-07-02,87
2013-07-03,65
2013-07-04,64
2013-07-05,95
2013-07-06,57
2013-07-07,80
2013-07-08,65
2013-07-09,68
2013-07-10,69
2013-07-11,81
2013-07-12,68
2013-07-13,66
2013-07-14,46
2013-07-15,53
2013-07-16,57
2013-07-17,77
2013-07-18,74
2013-07-19,76
2013-07-20,75
2013-07-21,80
2013-07-22,68
2013-07-23,79
2013-07-24,46
2013-07-25,73
2013-07-26,68
2013-07-27,80
2013-07-28,56
2013-07-29,60
2013-07-30,76
2013-07-31,73
2013-08-01,52
2013-08-02,76
2013-08-03,66
2013-08-04,74
2013-08-05,88
2013-08-06,61
2013-08-07,27
2013-08-08,55
2013-08-09,53
2013-08-10,61
2013-08-11,32
2013-08-12,49
2013-08-13,60
2013-08-14,46
2013-08-15,40
2013-08-16,69
2013-08-17,55
2013-08-18,72
2013-08-19,49
2013-08-20,64
2013-08-21,75
2013-08-22,57
2013-08-23,78
2013-08-24,68
2013-08-25,31
2013-08-26,55
2013-08-27,40
2013-08-28,55
2013-08-29,55
2013-08-30,81
2013-08-31,58
2013-09-01,77
2013-09-02,41
2013-09-03,58
2013-09-04,55
2013-09-05,66
2013-09-06,46
2013-09-07,78
2013-09-08,59
2013-09-09,75
2013-09-10,67
2013-09-11,96
2013-09-12,55
2013-09-13,56
2013-09-14,51
2013-09-15,74
2013-09-16,64
2013-09-17,85
2013-09-18,82
2013-09-19,87
2013-09-20,98
2013-09-21,64
2013-09-22,59
2013-09-23,78
2013-09-24,43
2013-09-25,57
2013-09-26,69
2013-09-27,64
2013-09-28,65
2013-09-29,88
2013-09-30,71
2013-10-01,57
2013-10-02,75
2013-10-03,72
2013-10-04,79
2013-10-05,51
2013-10-06,71
2013-10-07,56
2013-10-08,57
2013-10-09,50
2013-10-10,69
2013-10-11,49
2013-10-12,47
2013-10-13,34
2013-10-14,65
2013-10-15,39
2013-10-16,68
2013-10-17,47
2013-10-18,98
2013-10-19,76
2013-10-20,83
2013-10-21,56
2013-10-22,84
2013-10-23,67
2013-10-24,67
2013-10-25,41
2013-10-26,54
2013-10-27,29
2013-10-28,41
2013-10-29,48
2013-10-30,71
2013-10-31,87
2013-11-01,73
2013-11-02,63
2013-11-03,78
2013-11-04,81
2013-11-05,69
2013-11-06,73
