date,PCAR
2011-01-01,43
2011-01-02,38
2011-01-03,31
2011-01-04,33
2011-01-05,66
2011-01-06,54
2011-01-07,81
2011-01-08,48
2011-01-09,46
2011-01-10,32
2011-01-11,38
2011-01-12,57
2011-01-13,45
2011-01-14,88
2011-01-15,31
2011-01-16,23
2011-01-17,19
2011-01-18,55
2011-01-19,69
2011-01-20,38
2011-01-21,65
2011-01-22,92
2011-01-23,0
2011-01-24,67
2011-01-25,43
2011-01-26,25
2011-01-27,56
2011-01-28,49
2011-01-29,34
2011-01-30,22
2011-01-31,47
2011-02-01,100
2011-02-02,47
2011-02-03,60
2011-02-04,44
2011-02-05,22
2011-02-06,55
2011-02-07,27
2011-02-08,27
2011-02-09,37
2011-02-10,50
2011-02-11,26
2011-02-12,46
2011-02-13,0
2011-02-14,43
2011-02-15,41
2011-02-16,36
2011-02-17,46
2011-02-18,29
2011-02-19,45
2011-02-20,44
2011-02-21,30
2011-02-22,48
2011-02-23,54
2011-02-24,37
2011-02-25,32
2011-02-26,34
2011-02-27,44
2011-02-28,44
2011-03-01,36
2011-03-02,36
2011-03-03,55
2011-03-04,48
2011-03-05,38
2011-03-06,0
2011-03-07,55
2011-03-08,74
2011-03-09,45
2011-03-10,36
2011-03-11,25
2011-03-12,34
2011-03-13,22
2011-03-14,57
2011-03-15,63
2011-03-16,36
2011-03-17,37
2011-03-18,57
2011-03-19,44
2011-03-20,22
2011-03-21,36
2011-03-22,48
2011-03-23,36
2011-03-24,55
2011-03-25,77
2011-03-26,67
2011-03-27,33
2011-03-28,61
2011-03-29,41
2011-03-30,48
2011-03-31,78
2011-04-01,70
2011-04-02,39
2011-04-03,34
2011-04-04,36
2011-04-05,30
2011-04-06,24
2011-04-07,49
2011-04-08,19
2011-04-09,23
2011-04-10,46
2011-04-11,27
2011-04-12,36
2011-04-13,24
2011-04-14,37
2011-04-15,57
2011-04-16,23
2011-04-17,23
2011-04-18,37
2011-04-19,43
2011-04-20,19
2011-04-21,99
2011-04-22,22
2011-04-23,49
2011-04-24,25
2011-04-25,20
2011-04-26,36
2011-04-27,27
2011-04-28,30
2011-04-29,38
2011-04-30,38
2011-05-01,23
2011-05-02,82
2011-05-03,30
2011-05-04,27
2011-05-05,36
2011-05-06,57
2011-05-07,45
2011-05-08,23
2011-05-09,47
2011-05-10,41
2011-05-11,18
2011-05-12,36
2011-05-13,28
2011-05-14,45
2011-05-15,22
2011-05-16,17
2011-05-17,23
2011-05-18,36
2011-05-19,30
2011-05-20,50
2011-05-21,23
2011-05-22,37
2011-05-23,35
2011-05-24,44
2011-05-25,30
2011-05-26,24
2011-05-27,25
2011-05-28,38
2011-05-29,23
2011-05-30,38
2011-05-31,41
2011-06-01,18
2011-06-02,47
2011-06-03,38
2011-06-04,47
2011-06-05,23
2011-06-06,26
2011-06-07,29
2011-06-08,30
2011-06-09,44
2011-06-10,19
2011-06-11,31
2011-06-12,23
2011-06-13,30
2011-06-14,44
2011-06-15,41
2011-06-16,44
2011-06-17,19
2011-06-18,45
2011-06-19,45
2011-06-20,57
2011-06-21,35
2011-06-22,36
2011-06-23,37
2011-06-24,32
2011-06-25,23
2011-06-26,47
2011-06-27,44
2011-06-28,59
2011-06-29,36
2011-06-30,48
2011-07-01,19
2011-07-02,23
2011-07-03,35
2011-07-04,19
2011-07-05,36
2011-07-06,24
2011-07-07,36
2011-07-08,57
2011-07-09,23
2011-07-10,35
2011-07-11,44
2011-07-12,60
2011-07-13,30
2011-07-14,55
2011-07-15,29
2011-07-16,23
2011-07-17,46
2011-07-18,30
2011-07-19,41
2011-07-20,24
2011-07-21,30
2011-07-22,25
2011-07-23,22
2011-07-24,45
2011-07-25,53
2011-07-26,53
2011-07-27,36
2011-07-28,30
2011-07-29,44
2011-07-30,23
2011-07-31,35
2011-08-01,36
2011-08-02,36
2011-08-03,59
2011-08-04,48
2011-08-05,43
2011-08-06,44
2011-08-07,66
2011-08-08,35
2011-08-09,52
2011-08-10,29
2011-08-11,62
2011-08-12,57
2011-08-13,34
2011-08-14,22
2011-08-15,68
2011-08-16,35
2011-08-17,44
2011-08-18,30
2011-08-19,55
2011-08-20,88
2011-08-21,66
2011-08-22,51
2011-08-23,40
2011-08-24,51
2011-08-25,29
2011-08-26,36
2011-08-27,73
2011-08-28,21
2011-08-29,51
2011-08-30,34
2011-08-31,34
2011-09-01,61
2011-09-02,48
2011-09-03,53
2011-09-04,21
2011-09-05,51
2011-09-06,65
2011-09-07,44
2011-09-08,50
2011-09-09,40
2011-09-10,31
2011-09-11,50
2011-09-12,32
2011-09-13,21
2011-09-14,38
2011-09-15,22
2011-09-16,46
2011-09-17,61
2011-09-18,40
