date,PCAR
2015-12-26,89
2015-12-27,68
2015-12-28,62
2015-12-29,73
2015-12-30,67
2015-12-31,74
2016-01-01,68
2016-01-02,66
2016-01-03,69
2016-01-04,51
2016-01-05,62
2016-01-06,60
2016-01-07,42
2016-01-08,62
2016-01-09,56
2016-01-10,54
2016-01-11,62
2016-01-12,70
2016-01-13,58
2016-01-14,50
2016-01-15,60
2016-01-16,78
2016-01-17,72
2016-01-18,50
2016-01-19,71
2016-01-20,74
2016-01-21,71
2016-01-22,67
2016-01-23,71
2016-01-24,68
2016-01-25,61
2016-01-26,70
2016-01-27,61
2016-01-28,50
2016-01-29,82
2016-01-30,72
2016-01-31,57
2016-02-01,68
2016-02-02,70
2016-02-03,72
2016-02-04,54
2016-02-05,58
2016-02-06,68
2016-02-07,68
2016-02-08,66
2016-02-09,71
2016-02-10,76
2016-02-11,60
2016-02-12,66
2016-02-13,69
2016-02-14,80
2016-02-15,50
2016-02-16,88
2016-02-17,64
2016-02-18,59
2016-02-19,76
2016-02-20,64
2016-02-21,71
2016-02-22,67
2016-02-23,59
2016-02-24,58
2016-02-25,55
2016-02-26,62
2016-02-27,88
2016-02-28,61
2016-02-29,64
2016-03-01,49
2016-03-02,58
2016-03-03,68
2016-03-04,80
2016-03-05,70
2016-03-06,69
2016-03-07,80
2016-03-08,52
2016-03-09,57
2016-03-10,51
2016-03-11,69
2016-03-12,85
2016-03-13,82
2016-03-14,62
2016-03-15,62
2016-03-16,69
2016-03-17,76
2016-03-18,67
2016-03-19,75
2016-03-20,70
2016-03-21,61
2016-03-22,57
2016-03-23,56
2016-03-24,63
2016-03-25,51
2016-03-26,78
2016-03-27,65
2016-03-28,63
2016-03-29,55
2016-03-30,57
2016-03-31,65
2016-04-01,80
2016-04-02,46
2016-04-03,68
2016-04-04,56
2016-04-05,69
2016-04-06,65
2016-04-07,64
2016-04-08,62
2016-04-09,76
2016-04-10,51
2016-04-11,53
2016-04-12,65
2016-04-13,74
2016-04-14,71
2016-04-15,78
2016-04-16,51
2016-04-17,73
2016-04-18,69
2016-04-19,61
2016-04-20,63
2016-04-21,73
2016-04-22,64
2016-04-23,73
2016-04-24,65
2016-04-25,63
2016-04-26,81
2016-04-27,81
2016-04-28,88
2016-04-29,58
2016-04-30,75
2016-05-01,62
2016-05-02,63
2016-05-03,81
2016-05-04,66
2016-05-05,66
2016-05-06,65
2016-05-07,86
2016-05-08,79
2016-05-09,60
2016-05-10,71
2016-05-11,87
2016-05-12,92
2016-05-13,84
2016-05-14,82
2016-05-15,51
2016-05-16,62
2016-05-17,63
2016-05-18,71
2016-05-19,75
2016-05-20,73
2016-05-21,70
2016-05-22,69
2016-05-23,72
2016-05-24,72
2016-05-25,55
2016-05-26,70
2016-05-27,70
2016-05-28,64
2016-05-29,64
2016-05-30,48
2016-05-31,62
2016-06-01,48
2016-06-02,64
2016-06-03,69
2016-06-04,74
2016-06-05,54
2016-06-06,48
2016-06-07,61
2016-06-08,54
2016-06-09,68
2016-06-10,73
2016-06-11,60
2016-06-12,63
2016-06-13,58
2016-06-14,77
2016-06-15,50
2016-06-16,52
2016-06-17,68
2016-06-18,61
2016-06-19,100
2016-06-20,76
2016-06-21,72
2016-06-22,69
2016-06-23,70
2016-06-24,67
2016-06-25,61
2016-06-26,59
2016-06-27,79
2016-06-28,72
2016-06-29,59
2016-06-30,59
2016-07-01,57
2016-07-02,40
2016-07-03,76
2016-07-04,62
2016-07-05,68
2016-07-06,54
2016-07-07,43
2016-07-08,65
2016-07-09,59
2016-07-10,60
2016-07-11,69
2016-07-12,61
2016-07-13,75
2016-07-14,72
2016-07-15,70
2016-07-16,69
2016-07-17,62
2016-07-18,77
2016-07-19,57
2016-07-20,62
2016-07-21,47
2016-07-22,74
2016-07-23,71
2016-07-24,53
2016-07-25,64
2016-07-26,63
2016-07-27,73
2016-07-28,64
2016-07-29,70
2016-07-30,91
2016-07-31,76
2016-08-01,65
2016-08-02,61
2016-08-03,62
2016-08-04,58
2016-08-05,67
2016-08-06,75
2016-08-07,79
2016-08-08,52
2016-08-09,62
2016-08-10,50
2016-08-11,56
2016-08-12,69
2016-08-13,74
2016-08-14,71
2016-08-15,52
2016-08-16,65
2016-08-17,60
2016-08-18,51
2016-08-19,73
2016-08-20,48
2016-08-21,67
2016-08-22,63
2016-08-23,66
2016-08-24,66
2016-08-25,72
2016-08-26,67
2016-08-27,76
2016-08-28,76
2016-08-29,54
2016-08-30,61
2016-08-31,57
2016-09-01,66
2016-09-02,50
2016-09-03,68
2016-09-04,74
2016-09-05,53
2016-09-06,64
2016-09-07,63
2016-09-08,78
2016-09-09,53
2016-09-10,68
2016-09-11,81
