date,PCAR
2016-07-30,99
2016-07-31,75
2016-08-01,83
2016-08-02,79
2016-08-03,73
2016-08-04,60
2016-08-05,67
2016-08-06,84
2016-08-07,93
2016-08-08,71
2016-08-09,55
2016-08-10,68
2016-08-11,69
2016-08-12,75
2016-08-13,88
2016-08-14,85
2016-08-15,82
2016-08-16,76
2016-08-17,74
2016-08-18,51
2016-08-19,90
2016-08-20,54
2016-08-21,68
2016-08-22,68
2016-08-23,84
2016-08-24,82
2016-08-25,66
2016-08-26,91
2016-08-27,69
2016-08-28,98
2016-08-29,72
2016-08-30,93
2016-08-31,68
2016-09-01,54
2016-09-02,64
2016-09-03,61
2016-09-04,65
2016-09-05,70
2016-09-06,59
2016-09-07,49
2016-09-08,56
2016-09-09,70
2016-09-10,67
2016-09-11,90
2016-09-12,62
2016-09-13,41
2016-09-14,62
2016-09-15,75
2016-09-16,77
2016-09-17,83
2016-09-18,67
2016-09-19,90
2016-09-20,64
2016-09-21,65
2016-09-22,63
2016-09-23,64
2016-09-24,83
2016-09-25,47
2016-09-26,62
2016-09-27,50
2016-09-28,59
2016-09-29,79
2016-09-30,74
2016-10-01,81
2016-10-02,66
2016-10-03,69
2016-10-04,78
2016-10-05,55
2016-10-06,68
2016-10-07,57
2016-10-08,97
2016-10-09,85
2016-10-10,62
2016-10-11,58
2016-10-12,77
2016-10-13,64
2016-10-14,68
2016-10-15,100
2016-10-16,50
2016-10-17,76
2016-10-18,55
2016-10-19,69
2016-10-20,59
2016-10-21,73
2016-10-22,69
2016-10-23,76
2016-10-24,63
2016-10-25,60
2016-10-26,86
2016-10-27,68
2016-10-28,74
2016-10-29,61
2016-10-30,71
2016-10-31,69
2016-11-01,69
2016-11-02,68
2016-11-03,59
2016-11-04,79
2016-11-05,65
2016-11-06,86
2016-11-07,69
2016-11-08,75
2016-11-09,67
2016-11-10,78
2016-11-11,60
2016-11-12,66
2016-11-13,78
2016-11-14,82
2016-11-15,52
2016-11-16,70
2016-11-17,83
2016-11-18,54
2016-11-19,81
2016-11-20,69
2016-11-21,50
2016-11-22,69
2016-11-23,89
2016-11-24,75
2016-11-25,89
2016-11-26,33
2016-11-27,70
2016-11-28,59
2016-11-29,66
2016-11-30,50
2016-12-01,70
2016-12-02,50
2016-12-03,49
2016-12-04,62
2016-12-05,77
2016-12-06,63
2016-12-07,67
2016-12-08,52
2016-12-09,62
2016-12-10,67
2016-12-11,46
2016-12-12,56
2016-12-13,54
2016-12-14,73
2016-12-15,57
2016-12-16,68
2016-12-17,51
2016-12-18,58
2016-12-19,90
2016-12-20,46
2016-12-21,72
2016-12-22,50
2016-12-23,74
2016-12-24,89
2016-12-25,69
2016-12-26,66
2016-12-27,52
2016-12-28,81
2016-12-29,56
2016-12-30,43
2016-12-31,95
2017-01-01,62
2017-01-02,66
2017-01-03,74
2017-01-04,42
2017-01-05,39
2017-01-06,66
2017-01-07,46
2017-01-08,69
2017-01-09,68
2017-01-10,66
2017-01-11,62
2017-01-12,59
2017-01-13,70
2017-01-14,66
2017-01-15,58
2017-01-16,70
2017-01-17,62
2017-01-18,38
2017-01-19,66
2017-01-20,62
2017-01-21,57
2017-01-22,54
2017-01-23,71
2017-01-24,64
2017-01-25,61
2017-01-26,80
2017-01-27,66
2017-01-28,49
2017-01-29,54
2017-01-30,55
2017-01-31,75
2017-02-01,65
2017-02-02,60
2017-02-03,70
2017-02-04,56
2017-02-05,61
2017-02-06,59
2017-02-07,42
2017-02-08,54
2017-02-09,67
2017-02-10,62
2017-02-11,69
2017-02-12,62
2017-02-13,66
2017-02-14,93
2017-02-15,81
2017-02-16,70
2017-02-17,64
2017-02-18,61
2017-02-19,63
2017-02-20,71
2017-02-21,42
2017-02-22,43
2017-02-23,66
2017-02-24,65
2017-02-25,72
2017-02-26,67
2017-02-27,66
2017-02-28,63
2017-03-01,64
2017-03-02,74
2017-03-03,50
2017-03-04,55
2017-03-05,38
2017-03-06,66
2017-03-07,58
2017-03-08,48
2017-03-09,54
2017-03-10,55
2017-03-11,68
2017-03-12,61
2017-03-13,48
2017-03-14,64
2017-03-15,52
2017-03-16,44
2017-03-17,56
2017-03-18,59
2017-03-19,44
2017-03-20,78
2017-03-21,52
2017-03-22,78
2017-03-23,60
2017-03-24,41
2017-03-25,53
2017-03-26,55
2017-03-27,33
2017-03-28,63
2017-03-29,60
2017-03-30,44
2017-03-31,53
2017-04-01,48
2017-04-02,62
2017-04-03,62
2017-04-04,67
2017-04-05,56
2017-04-06,70
2017-04-07,39
2017-04-08,68
2017-04-09,72
2017-04-10,62
2017-04-11,71
2017-04-12,52
2017-04-13,60
2017-04-14,56
