date,PCAR
2017-01-19,83
2017-01-20,77
2017-01-21,88
2017-01-22,68
2017-01-23,86
2017-01-24,73
2017-01-25,67
2017-01-26,100
2017-01-27,71
2017-01-28,82
2017-01-29,72
2017-01-30,68
2017-01-31,73
2017-02-01,95
2017-02-02,84
2017-02-03,79
2017-02-04,65
2017-02-05,80
2017-02-06,52
2017-02-07,72
2017-02-08,56
2017-02-09,74
2017-02-10,82
2017-02-11,67
2017-02-12,91
2017-02-13,79
2017-02-14,88
2017-02-15,87
2017-02-16,72
2017-02-17,71
2017-02-18,81
2017-02-19,88
2017-02-20,77
2017-02-21,72
2017-02-22,65
2017-02-23,90
2017-02-24,84
2017-02-25,89
2017-02-26,79
2017-02-27,87
2017-02-28,60
2017-03-01,79
2017-03-02,68
2017-03-03,65
2017-03-04,57
2017-03-05,76
2017-03-06,82
2017-03-07,61
2017-03-08,55
2017-03-09,93
2017-03-10,64
2017-03-11,74
2017-03-12,75
2017-03-13,78
2017-03-14,86
2017-03-15,78
2017-03-16,65
2017-03-17,75
2017-03-18,79
2017-03-19,65
2017-03-20,67
2017-03-21,84
2017-03-22,85
2017-03-23,53
2017-03-24,68
2017-03-25,71
2017-03-26,60
2017-03-27,67
2017-03-28,68
2017-03-29,73
2017-03-30,73
2017-03-31,59
2017-04-01,75
