date,PCAR
2012-10-12,17
2012-10-13,28
2012-10-14,32
2012-10-15,49
2012-10-16,57
2012-10-17,52
2012-10-18,31
2012-10-19,49
2012-10-20,47
2012-10-21,51
2012-10-22,46
2012-10-23,38
2012-10-24,31
2012-10-25,43
2012-10-26,49
2012-10-27,24
2012-10-28,27
2012-10-29,22
2012-10-30,34
2012-10-31,31
2012-11-01,66
2012-11-02,42
2012-11-03,46
2012-11-04,32
2012-11-05,34
2012-11-06,64
2012-11-07,19
2012-11-08,47
2012-11-09,48
2012-11-10,18
2012-11-11,41
2012-11-12,40
2012-11-13,34
2012-11-14,29
2012-11-15,35
2012-11-16,44
2012-11-17,51
2012-11-18,67
2012-11-19,23
2012-11-20,30
2012-11-21,31
2012-11-22,24
2012-11-23,67
2012-11-24,20
2012-11-25,35
2012-11-26,29
2012-11-27,26
2012-11-28,45
2012-11-29,45
2012-11-30,43
2012-12-01,41
2012-12-02,57
2012-12-03,50
2012-12-04,33
2012-12-05,45
2012-12-06,34
2012-12-07,43
2012-12-08,34
2012-12-09,35
2012-12-10,44
2012-12-11,48
2012-12-12,53
2012-12-13,30
2012-12-14,43
2012-12-15,62
2012-12-16,36
2012-12-17,41
2012-12-18,57
2012-12-19,31
2012-12-20,24
2012-12-21,58
2012-12-22,51
2012-12-23,33
2012-12-24,57
2012-12-25,35
2012-12-26,43
2012-12-27,40
2012-12-28,71
2012-12-29,27
2012-12-30,28
2012-12-31,55
2013-01-01,39
2013-01-02,61
2013-01-03,56
2013-01-04,65
2013-01-05,30
2013-01-06,43
2013-01-07,59
2013-01-08,50
2013-01-09,36
2013-01-10,40
2013-01-11,30
2013-01-12,34
2013-01-13,38
2013-01-14,36
2013-01-15,49
2013-01-16,25
2013-01-17,14
2013-01-18,37
2013-01-19,38
2013-01-20,33
2013-01-21,49
2013-01-22,35
2013-01-23,53
2013-01-24,36
2013-01-25,63
2013-01-26,38
2013-01-27,37
2013-01-28,63
2013-01-29,38
2013-01-30,63
2013-01-31,67
2013-02-01,30
2013-02-02,59
2013-02-03,25
2013-02-04,35
2013-02-05,60
2013-02-06,28
2013-02-07,36
2013-02-08,48
2013-02-09,38
2013-02-10,38
2013-02-11,25
2013-02-12,72
2013-02-13,32
2013-02-14,40
2013-02-15,41
2013-02-16,17
2013-02-17,56
2013-02-18,46
2013-02-19,31
2013-02-20,38
2013-02-21,35
2013-02-22,47
2013-02-23,49
2013-02-24,24
2013-02-25,65
2013-02-26,26
2013-02-27,52
2013-02-28,39
2013-03-01,47
2013-03-02,29
2013-03-03,37
2013-03-04,10
2013-03-05,45
2013-03-06,59
2013-03-07,56
2013-03-08,68
2013-03-09,37
2013-03-10,24
2013-03-11,71
2013-03-12,37
2013-03-13,37
2013-03-14,62
2013-03-15,54
2013-03-16,53
2013-03-17,32
2013-03-18,51
2013-03-19,41
2013-03-20,41
2013-03-21,45
2013-03-22,36
2013-03-23,57
2013-03-24,48
2013-03-25,41
2013-03-26,45
2013-03-27,35
2013-03-28,18
2013-03-29,67
2013-03-30,34
2013-03-31,60
2013-04-01,72
2013-04-02,54
2013-04-03,48
2013-04-04,38
2013-04-05,46
2013-04-06,45
2013-04-07,28
2013-04-08,41
2013-04-09,78
2013-04-10,61
2013-04-11,41
2013-04-12,57
2013-04-13,37
2013-04-14,50
2013-04-15,24
2013-04-16,47
2013-04-17,62
2013-04-18,45
2013-04-19,43
2013-04-20,41
2013-04-21,70
2013-04-22,51
2013-04-23,44
2013-04-24,55
2013-04-25,53
2013-04-26,65
2013-04-27,74
2013-04-28,28
2013-04-29,48
2013-04-30,31
2013-05-01,56
2013-05-02,56
2013-05-03,62
2013-05-04,46
2013-05-05,42
2013-05-06,42
2013-05-07,41
2013-05-08,63
2013-05-09,71
2013-05-10,47
2013-05-11,66
2013-05-12,74
2013-05-13,44
2013-05-14,41
2013-05-15,47
2013-05-16,34
2013-05-17,57
2013-05-18,62
2013-05-19,33
2013-05-20,48
2013-05-21,43
2013-05-22,41
2013-05-23,51
2013-05-24,54
2013-05-25,33
2013-05-26,45
2013-05-27,18
2013-05-28,56
2013-05-29,43
2013-05-30,66
2013-05-31,32
2013-06-01,45
2013-06-02,77
2013-06-03,54
2013-06-04,54
2013-06-05,34
2013-06-06,41
2013-06-07,32
2013-06-08,67
2013-06-09,61
2013-06-10,47
2013-06-11,40
2013-06-12,67
2013-06-13,54
2013-06-14,50
2013-06-15,79
2013-06-16,87
2013-06-17,95
2013-06-18,41
2013-06-19,61
2013-06-20,79
2013-06-21,83
2013-06-22,59
2013-06-23,45
2013-06-24,61
2013-06-25,48
2013-06-26,45
2013-06-27,100
2013-06-28,54
2013-06-29,51
