date,PCAR
2014-03-16,48
2014-03-17,59
2014-03-18,46
2014-03-19,61
2014-03-20,44
2014-03-21,73
2014-03-22,42
2014-03-23,33
2014-03-24,46
2014-03-25,33
2014-03-26,33
2014-03-27,59
2014-03-28,70
2014-03-29,40
2014-03-30,33
2014-03-31,59
2014-04-01,56
2014-04-02,54
2014-04-03,26
2014-04-04,54
2014-04-05,79
2014-04-06,30
2014-04-07,40
2014-04-08,53
2014-04-09,50
2014-04-10,37
2014-04-11,79
2014-04-12,66
2014-04-13,46
2014-04-14,50
2014-04-15,36
2014-04-16,63
2014-04-17,36
2014-04-18,59
2014-04-19,45
2014-04-20,49
2014-04-21,39
2014-04-22,43
2014-04-23,44
2014-04-24,37
2014-04-25,49
2014-04-26,46
2014-04-27,51
2014-04-28,43
2014-04-29,53
2014-04-30,67
2014-05-01,59
2014-05-02,55
2014-05-03,37
2014-05-04,48
2014-05-05,39
2014-05-06,54
2014-05-07,53
2014-05-08,62
2014-05-09,54
2014-05-10,64
2014-05-11,33
2014-05-12,32
2014-05-13,53
2014-05-14,51
2014-05-15,59
2014-05-16,51
2014-05-17,50
2014-05-18,22
2014-05-19,41
2014-05-20,52
2014-05-21,48
2014-05-22,68
2014-05-23,59
2014-05-24,79
2014-05-25,76
2014-05-26,66
2014-05-27,77
2014-05-28,67
2014-05-29,55
2014-05-30,60
2014-05-31,52
2014-06-01,79
2014-06-02,51
2014-06-03,51
2014-06-04,76
2014-06-05,63
2014-06-06,39
2014-06-07,92
2014-06-08,53
2014-06-09,67
2014-06-10,37
2014-06-11,37
2014-06-12,69
2014-06-13,69
2014-06-14,49
2014-06-15,62
2014-06-16,28
2014-06-17,57
2014-06-18,66
2014-06-19,32
2014-06-20,55
2014-06-21,60
2014-06-22,85
2014-06-23,84
2014-06-24,75
2014-06-25,60
2014-06-26,73
2014-06-27,37
2014-06-28,63
2014-06-29,56
2014-06-30,46
2014-07-01,63
2014-07-02,56
2014-07-03,60
2014-07-04,70
2014-07-05,78
2014-07-06,67
2014-07-07,83
2014-07-08,46
2014-07-09,52
2014-07-10,75
2014-07-11,48
2014-07-12,84
2014-07-13,58
2014-07-14,67
2014-07-15,49
2014-07-16,50
2014-07-17,71
2014-07-18,64
2014-07-19,57
2014-07-20,67
2014-07-21,78
2014-07-22,75
2014-07-23,45
2014-07-24,79
2014-07-25,79
2014-07-26,60
2014-07-27,46
2014-07-28,35
2014-07-29,67
2014-07-30,76
2014-07-31,47
2014-08-01,55
2014-08-02,53
2014-08-03,67
2014-08-04,46
2014-08-05,35
2014-08-06,63
2014-08-07,58
2014-08-08,56
2014-08-09,45
2014-08-10,59
2014-08-11,43
2014-08-12,51
2014-08-13,54
2014-08-14,93
2014-08-15,59
2014-08-16,49
2014-08-17,62
2014-08-18,80
2014-08-19,68
2014-08-20,57
2014-08-21,55
2014-08-22,27
2014-08-23,78
2014-08-24,68
2014-08-25,42
2014-08-26,69
2014-08-27,36
2014-08-28,54
2014-08-29,53
2014-08-30,58
2014-08-31,76
2014-09-01,42
2014-09-02,57
2014-09-03,62
2014-09-04,60
2014-09-05,86
2014-09-06,63
2014-09-07,49
2014-09-08,57
2014-09-09,72
2014-09-10,38
2014-09-11,60
2014-09-12,60
2014-09-13,69
2014-09-14,55
2014-09-15,57
2014-09-16,73
2014-09-17,63
2014-09-18,57
2014-09-19,48
2014-09-20,88
2014-09-21,76
2014-09-22,48
2014-09-23,67
2014-09-24,90
2014-09-25,77
2014-09-26,100
2014-09-27,69
2014-09-28,71
2014-09-29,89
2014-09-30,81
2014-10-01,60
2014-10-02,63
2014-10-03,47
2014-10-04,69
2014-10-05,48
2014-10-06,74
2014-10-07,70
2014-10-08,40
2014-10-09,44
2014-10-10,48
2014-10-11,67
2014-10-12,61
2014-10-13,74
2014-10-14,50
2014-10-15,35
2014-10-16,54
2014-10-17,70
2014-10-18,61
2014-10-19,63
2014-10-20,50
2014-10-21,58
2014-10-22,40
2014-10-23,49
2014-10-24,82
2014-10-25,61
2014-10-26,75
2014-10-27,57
2014-10-28,76
2014-10-29,82
2014-10-30,59
2014-10-31,79
2014-11-01,61
2014-11-02,89
2014-11-03,82
2014-11-04,73
2014-11-05,52
2014-11-06,74
2014-11-07,55
2014-11-08,66
2014-11-09,52
2014-11-10,58
2014-11-11,42
2014-11-12,72
2014-11-13,76
2014-11-14,73
2014-11-15,80
2014-11-16,78
2014-11-17,41
2014-11-18,45
2014-11-19,71
2014-11-20,45
2014-11-21,68
2014-11-22,53
2014-11-23,75
2014-11-24,38
2014-11-25,49
2014-11-26,71
2014-11-27,57
2014-11-28,74
2014-11-29,74
2014-11-30,72
2014-12-01,40
