date,PCAR
2011-09-18,37
2011-09-19,24
2011-09-20,27
2011-09-21,36
2011-09-22,49
2011-09-23,68
2011-09-24,30
2011-09-25,22
2011-09-26,48
2011-09-27,36
2011-09-28,36
2011-09-29,19
2011-09-30,52
2011-10-01,0
2011-10-02,57
2011-10-03,30
2011-10-04,36
2011-10-05,36
2011-10-06,0
2011-10-07,44
2011-10-08,52
2011-10-09,22
2011-10-10,42
2011-10-11,68
2011-10-12,29
2011-10-13,54
2011-10-14,38
2011-10-15,37
2011-10-16,43
2011-10-17,44
2011-10-18,47
2011-10-19,36
2011-10-20,73
2011-10-21,28
2011-10-22,55
2011-10-23,21
2011-10-24,47
2011-10-25,47
2011-10-26,45
2011-10-27,36
2011-10-28,31
2011-10-29,44
2011-10-30,36
2011-10-31,37
2011-11-01,37
2011-11-02,42
2011-11-03,45
2011-11-04,49
2011-11-05,22
2011-11-06,21
2011-11-07,47
2011-11-08,46
2011-11-09,35
2011-11-10,48
2011-11-11,56
2011-11-12,87
2011-11-13,42
2011-11-14,17
2011-11-15,59
2011-11-16,64
2011-11-17,29
2011-11-18,82
2011-11-19,32
2011-11-20,42
2011-11-21,52
2011-11-22,23
2011-11-23,18
2011-11-24,37
2011-11-25,19
2011-11-26,0
2011-11-27,41
2011-11-28,34
2011-11-29,50
2011-11-30,52
2011-12-01,35
2011-12-02,30
2011-12-03,42
2011-12-04,41
2011-12-05,51
2011-12-06,34
2011-12-07,34
2011-12-08,30
2011-12-09,37
2011-12-10,35
2011-12-11,48
2011-12-12,25
2011-12-13,17
2011-12-14,40
2011-12-15,18
2011-12-16,36
2011-12-17,43
2011-12-18,42
2011-12-19,29
2011-12-20,41
2011-12-21,84
2011-12-22,50
2011-12-23,100
2011-12-24,47
2011-12-25,76
2011-12-26,31
2011-12-27,65
2011-12-28,46
2011-12-29,37
2011-12-30,20
2011-12-31,46
2012-01-01,24
2012-01-02,46
2012-01-03,40
2012-01-04,23
2012-01-05,43
2012-01-06,66
2012-01-07,51
2012-01-08,39
2012-01-09,44
2012-01-10,60
2012-01-11,33
2012-01-12,33
2012-01-13,51
2012-01-14,53
2012-01-15,33
2012-01-16,54
2012-01-17,43
2012-01-18,38
2012-01-19,38
2012-01-20,28
2012-01-21,39
2012-01-22,32
2012-01-23,27
2012-01-24,43
2012-01-25,38
2012-01-26,44
2012-01-27,51
2012-01-28,40
2012-01-29,59
2012-01-30,63
2012-01-31,53
2012-02-01,56
2012-02-02,54
2012-02-03,56
2012-02-04,39
2012-02-05,26
2012-02-06,42
2012-02-07,53
2012-02-08,32
2012-02-09,16
2012-02-10,50
2012-02-11,48
2012-02-12,19
2012-02-13,42
2012-02-14,32
2012-02-15,32
2012-02-16,43
2012-02-17,45
2012-02-18,46
2012-02-19,39
2012-02-20,55
2012-02-21,16
2012-02-22,48
2012-02-23,59
2012-02-24,75
2012-02-25,19
2012-02-26,29
2012-02-27,47
2012-02-28,47
2012-02-29,40
2012-03-01,42
2012-03-02,41
2012-03-03,50
2012-03-04,30
2012-03-05,44
2012-03-06,32
2012-03-07,24
2012-03-08,43
2012-03-09,45
2012-03-10,32
2012-03-11,38
2012-03-12,37
2012-03-13,37
2012-03-14,69
2012-03-15,22
2012-03-16,50
2012-03-17,32
2012-03-18,64
2012-03-19,21
2012-03-20,74
2012-03-21,58
2012-03-22,73
2012-03-23,57
2012-03-24,20
2012-03-25,87
2012-03-26,40
2012-03-27,32
2012-03-28,54
2012-03-29,49
2012-03-30,26
2012-03-31,39
2012-04-01,77
2012-04-02,48
2012-04-03,49
2012-04-04,44
2012-04-05,57
2012-04-06,19
2012-04-07,31
2012-04-08,27
2012-04-09,25
2012-04-10,58
2012-04-11,69
2012-04-12,43
2012-04-13,42
2012-04-14,39
2012-04-15,19
2012-04-16,21
2012-04-17,42
2012-04-18,31
2012-04-19,27
2012-04-20,33
2012-04-21,32
2012-04-22,31
2012-04-23,16
2012-04-24,52
2012-04-25,47
2012-04-26,53
2012-04-27,45
2012-04-28,20
2012-04-29,52
2012-04-30,28
2012-05-01,44
2012-05-02,37
2012-05-03,32
2012-05-04,66
2012-05-05,19
2012-05-06,19
2012-05-07,31
2012-05-08,57
2012-05-09,52
2012-05-10,16
2012-05-11,22
2012-05-12,32
2012-05-13,71
2012-05-14,52
2012-05-15,56
2012-05-16,79
2012-05-17,38
2012-05-18,25
2012-05-19,40
2012-05-20,32
2012-05-21,36
2012-05-22,41
2012-05-23,47
2012-05-24,37
2012-05-25,45
2012-05-26,71
2012-05-27,20
2012-05-28,44
2012-05-29,36
2012-05-30,70
2012-05-31,52
2012-06-01,38
2012-06-02,39
2012-06-03,48
2012-06-04,62
