date,PCAR
2012-01-26,47
2012-01-27,55
2012-01-28,0
2012-01-29,62
2012-01-30,45
2012-01-31,13
2012-02-01,32
2012-02-02,39
2012-02-03,40
2012-02-04,23
2012-02-05,30
2012-02-06,38
2012-02-07,45
2012-02-08,38
2012-02-09,19
2012-02-10,27
2012-02-11,23
2012-02-12,15
2012-02-13,25
2012-02-14,26
2012-02-15,26
2012-02-16,39
2012-02-17,27
2012-02-18,23
2012-02-19,23
2012-02-20,0
2012-02-21,26
2012-02-22,19
2012-02-23,19
2012-02-24,26
2012-02-25,16
2012-02-26,23
2012-02-27,32
2012-02-28,13
2012-02-29,13
2012-03-01,27
2012-03-02,35
2012-03-03,32
2012-03-04,32
2012-03-05,20
2012-03-06,38
2012-03-07,19
2012-03-08,26
2012-03-09,27
2012-03-10,23
2012-03-11,30
2012-03-12,25
2012-03-13,25
2012-03-14,38
2012-03-15,33
2012-03-16,54
2012-03-17,16
2012-03-18,31
2012-03-19,45
2012-03-20,44
2012-03-21,51
2012-03-22,39
2012-03-23,48
2012-03-24,40
2012-03-25,55
2012-03-26,38
2012-03-27,26
2012-03-28,39
2012-03-29,39
2012-03-30,21
2012-03-31,16
2012-04-01,47
2012-04-02,39
2012-04-03,26
2012-04-04,13
2012-04-05,27
2012-04-06,22
2012-04-07,16
2012-04-08,33
2012-04-09,15
2012-04-10,20
2012-04-11,38
2012-04-12,33
2012-04-13,27
2012-04-14,23
2012-04-15,38
2012-04-16,13
2012-04-17,25
2012-04-18,100
2012-04-19,44
2012-04-20,40
2012-04-21,46
2012-04-22,22
2012-04-23,25
2012-04-24,25
2012-04-25,44
2012-04-26,26
2012-04-27,20
2012-04-28,16
2012-04-29,16
2012-04-30,20
2012-05-01,14
2012-05-02,51
2012-05-03,26
2012-05-04,33
2012-05-05,15
2012-05-06,0
2012-05-07,50
2012-05-08,37
2012-05-09,13
2012-05-10,13
2012-05-11,13
2012-05-12,31
2012-05-13,23
2012-05-14,44
2012-05-15,43
2012-05-16,31
2012-05-17,39
2012-05-18,20
2012-05-19,48
2012-05-20,23
2012-05-21,75
2012-05-22,12
2012-05-23,25
2012-05-24,26
2012-05-25,27
2012-05-26,48
2012-05-27,16
2012-05-28,27
2012-05-29,31
2012-05-30,25
2012-05-31,38
2012-06-01,26
2012-06-02,39
2012-06-03,38
2012-06-04,37
2012-06-05,37
2012-06-06,50
2012-06-07,26
2012-06-08,66
2012-06-09,38
2012-06-10,46
2012-06-11,55
2012-06-12,37
2012-06-13,62
2012-06-14,88
2012-06-15,33
2012-06-16,16
2012-06-17,47
2012-06-18,37
2012-06-19,37
2012-06-20,49
2012-06-21,63
2012-06-22,79
2012-06-23,16
2012-06-24,47
2012-06-25,43
2012-06-26,31
2012-06-27,19
2012-06-28,51
2012-06-29,34
2012-06-30,48
2012-07-01,47
2012-07-02,38
2012-07-03,38
2012-07-04,26
2012-07-05,26
2012-07-06,40
2012-07-07,32
2012-07-08,31
2012-07-09,31
2012-07-10,31
2012-07-11,13
2012-07-12,39
2012-07-13,20
2012-07-14,40
2012-07-15,16
2012-07-16,32
2012-07-17,56
2012-07-18,32
2012-07-19,32
2012-07-20,60
2012-07-21,16
2012-07-22,16
2012-07-23,45
2012-07-24,13
2012-07-25,51
2012-07-26,45
2012-07-27,34
2012-07-28,32
2012-07-29,24
2012-07-30,19
2012-07-31,63
2012-08-01,51
2012-08-02,26
2012-08-03,40
2012-08-04,16
2012-08-05,32
2012-08-06,63
2012-08-07,32
2012-08-08,38
2012-08-09,52
2012-08-10,81
2012-08-11,47
2012-08-12,47
2012-08-13,57
2012-08-14,57
2012-08-15,26
2012-08-16,26
2012-08-17,40
2012-08-18,48
2012-08-19,24
2012-08-20,40
2012-08-21,57
2012-08-22,32
2012-08-23,39
2012-08-24,60
2012-08-25,46
2012-08-26,45
2012-08-27,31
2012-08-28,25
2012-08-29,49
2012-08-30,32
2012-08-31,39
2012-09-01,53
2012-09-02,45
2012-09-03,25
2012-09-04,18
2012-09-05,43
2012-09-06,88
2012-09-07,26
2012-09-08,53
2012-09-09,44
2012-09-10,55
2012-09-11,12
2012-09-12,54
2012-09-13,30
2012-09-14,38
2012-09-15,52
2012-09-16,22
2012-09-17,24
2012-09-18,42
2012-09-19,18
2012-09-20,37
2012-09-21,51
2012-09-22,37
2012-09-23,43
2012-09-24,36
2012-09-25,78
2012-09-26,48
2012-09-27,24
2012-09-28,38
2012-09-29,29
2012-09-30,58
2012-10-01,72
2012-10-02,42
2012-10-03,60
2012-10-04,18
2012-10-05,37
2012-10-06,28
2012-10-07,28
2012-10-08,41
2012-10-09,52
2012-10-10,75
2012-10-11,18
2012-10-12,31
