date,PCAR
2014-07-24,48
2014-07-25,68
2014-07-26,43
2014-07-27,45
2014-07-28,35
2014-07-29,37
2014-07-30,61
2014-07-31,44
2014-08-01,53
2014-08-02,61
2014-08-03,49
2014-08-04,55
2014-08-05,42
2014-08-06,52
2014-08-07,35
2014-08-08,61
2014-08-09,55
2014-08-10,63
2014-08-11,52
2014-08-12,25
2014-08-13,50
2014-08-14,60
2014-08-15,37
2014-08-16,40
2014-08-17,54
2014-08-18,62
2014-08-19,54
2014-08-20,61
2014-08-21,55
2014-08-22,32
2014-08-23,51
2014-08-24,51
2014-08-25,59
2014-08-26,51
2014-08-27,32
2014-08-28,44
2014-08-29,42
2014-08-30,61
2014-08-31,54
2014-09-01,47
2014-09-02,47
2014-09-03,59
2014-09-04,56
2014-09-05,90
2014-09-06,49
2014-09-07,49
2014-09-08,44
2014-09-09,62
2014-09-10,39
2014-09-11,49
2014-09-12,46
2014-09-13,60
2014-09-14,54
2014-09-15,47
2014-09-16,54
2014-09-17,49
2014-09-18,54
2014-09-19,48
2014-09-20,58
2014-09-21,60
2014-09-22,32
2014-09-23,65
2014-09-24,60
2014-09-25,52
2014-09-26,61
2014-09-27,55
2014-09-28,50
2014-09-29,65
2014-09-30,69
2014-10-01,52
2014-10-02,46
2014-10-03,47
2014-10-04,50
2014-10-05,50
2014-10-06,64
2014-10-07,61
2014-10-08,45
2014-10-09,52
2014-10-10,61
2014-10-11,43
2014-10-12,49
2014-10-13,65
2014-10-14,51
2014-10-15,38
2014-10-16,60
2014-10-17,57
2014-10-18,67
2014-10-19,57
2014-10-20,44
2014-10-21,62
2014-10-22,57
2014-10-23,50
2014-10-24,65
2014-10-25,59
2014-10-26,61
2014-10-27,45
2014-10-28,58
2014-10-29,51
2014-10-30,46
2014-10-31,64
2014-11-01,40
2014-11-02,86
2014-11-03,57
2014-11-04,77
2014-11-05,31
2014-11-06,63
2014-11-07,66
2014-11-08,51
2014-11-09,62
2014-11-10,56
2014-11-11,36
2014-11-12,63
2014-11-13,79
2014-11-14,52
2014-11-15,53
2014-11-16,67
2014-11-17,57
2014-11-18,55
2014-11-19,49
2014-11-20,38
2014-11-21,73
2014-11-22,68
2014-11-23,58
2014-11-24,38
2014-11-25,54
2014-11-26,56
2014-11-27,56
2014-11-28,43
2014-11-29,64
2014-11-30,63
2014-12-01,44
2014-12-02,49
2014-12-03,72
2014-12-04,56
2014-12-05,69
2014-12-06,56
2014-12-07,66
2014-12-08,39
2014-12-09,66
2014-12-10,46
2014-12-11,71
2014-12-12,36
2014-12-13,69
2014-12-14,64
2014-12-15,53
2014-12-16,55
2014-12-17,49
2014-12-18,46
2014-12-19,70
2014-12-20,80
2014-12-21,62
2014-12-22,41
2014-12-23,66
2014-12-24,69
2014-12-25,71
2014-12-26,69
2014-12-27,68
2014-12-28,55
2014-12-29,40
2014-12-30,66
2014-12-31,100
2015-01-01,84
2015-01-02,77
2015-01-03,81
2015-01-04,69
2015-01-05,80
2015-01-06,61
2015-01-07,68
2015-01-08,67
2015-01-09,54
2015-01-10,85
2015-01-11,70
2015-01-12,65
2015-01-13,61
2015-01-14,71
2015-01-15,59
2015-01-16,60
2015-01-17,74
2015-01-18,73
2015-01-19,52
2015-01-20,52
2015-01-21,31
2015-01-22,66
2015-01-23,49
2015-01-24,66
2015-01-25,84
2015-01-26,53
2015-01-27,75
2015-01-28,50
2015-01-29,52
2015-01-30,54
2015-01-31,64
2015-02-01,78
2015-02-02,52
2015-02-03,56
2015-02-04,57
2015-02-05,55
2015-02-06,54
2015-02-07,47
2015-02-08,53
2015-02-09,61
2015-02-10,53
2015-02-11,64
2015-02-12,61
2015-02-13,73
2015-02-14,73
2015-02-15,75
2015-02-16,51
2015-02-17,45
2015-02-18,64
2015-02-19,54
2015-02-20,83
2015-02-21,75
2015-02-22,72
2015-02-23,52
2015-02-24,55
2015-02-25,56
2015-02-26,55
2015-02-27,76
2015-02-28,73
2015-03-01,63
2015-03-02,68
2015-03-03,68
2015-03-04,61
2015-03-05,64
2015-03-06,45
2015-03-07,51
2015-03-08,52
2015-03-09,53
2015-03-10,57
2015-03-11,58
2015-03-12,40
2015-03-13,61
2015-03-14,34
2015-03-15,64
2015-03-16,63
2015-03-17,72
2015-03-18,59
2015-03-19,56
2015-03-20,78
2015-03-21,48
2015-03-22,47
2015-03-23,64
2015-03-24,48
2015-03-25,68
2015-03-26,58
2015-03-27,69
2015-03-28,52
2015-03-29,54
2015-03-30,55
2015-03-31,72
2015-04-01,48
2015-04-02,76
2015-04-03,50
2015-04-04,69
2015-04-05,42
2015-04-06,51
2015-04-07,60
2015-04-08,46
2015-04-09,43
2015-04-10,69
