date,PAYX
2016-09-11,0
2016-09-12,8
2016-09-13,24
2016-09-14,21
2016-09-15,0
2016-09-16,0
2016-09-17,10
2016-09-18,0
2016-09-19,20
2016-09-20,24
2016-09-21,12
2016-09-22,21
2016-09-23,21
2016-09-24,10
2016-09-25,19
2016-09-26,16
2016-09-27,36
2016-09-28,100
2016-09-29,20
2016-09-30,13
2016-10-01,9
2016-10-02,18
2016-10-03,8
2016-10-04,12
2016-10-05,12
2016-10-06,12
2016-10-07,12
2016-10-08,9
2016-10-09,14
2016-10-10,8
2016-10-11,20
2016-10-12,8
2016-10-13,16
2016-10-14,12
2016-10-15,0
2016-10-16,18
2016-10-17,31
2016-10-18,23
2016-10-19,12
2016-10-20,8
2016-10-21,20
2016-10-22,14
2016-10-23,18
2016-10-24,12
2016-10-25,16
2016-10-26,8
2016-10-27,12
2016-10-28,12
2016-10-29,0
2016-10-30,9
2016-10-31,8
2016-11-01,16
2016-11-02,16
2016-11-03,8
2016-11-04,16
2016-11-05,13
2016-11-06,0
2016-11-07,19
2016-11-08,8
2016-11-09,33
2016-11-10,16
2016-11-11,12
2016-11-12,23
2016-11-13,0
2016-11-14,12
2016-11-15,20
2016-11-16,12
2016-11-17,20
2016-11-18,8
2016-11-19,0
2016-11-20,13
2016-11-21,19
2016-11-22,15
2016-11-23,16
2016-11-24,16
2016-11-25,16
2016-11-26,9
2016-11-27,0
2016-11-28,0
2016-11-29,15
2016-11-30,16
2016-12-01,20
2016-12-02,8
2016-12-03,13
2016-12-04,0
2016-12-05,11
2016-12-06,15
2016-12-07,20
2016-12-08,24
2016-12-09,16
2016-12-10,21
2016-12-11,23
2016-12-12,19
2016-12-13,27
2016-12-14,16
2016-12-15,8
2016-12-16,41
2016-12-17,19
2016-12-18,0
2016-12-19,16
2016-12-20,24
2016-12-21,86
2016-12-22,29
2016-12-23,18
2016-12-24,10
2016-12-25,0
2016-12-26,9
2016-12-27,25
2016-12-28,17
2016-12-29,0
2016-12-30,9
2016-12-31,19
2017-01-01,10
2017-01-02,21
2017-01-03,8
2017-01-04,19
2017-01-05,12
2017-01-06,16
2017-01-07,9
2017-01-08,9
2017-01-09,23
2017-01-10,19
2017-01-11,11
2017-01-12,15
2017-01-13,8
2017-01-14,9
2017-01-15,9
2017-01-16,8
2017-01-17,30
2017-01-18,15
2017-01-19,19
2017-01-20,8
2017-01-21,18
2017-01-22,9
2017-01-23,22
2017-01-24,8
2017-01-25,19
2017-01-26,38
2017-01-27,16
2017-01-28,0
2017-01-29,9
2017-01-30,26
2017-01-31,8
2017-02-01,30
2017-02-02,19
2017-02-03,39
2017-02-04,9
2017-02-05,8
2017-02-06,11
2017-02-07,19
2017-02-08,11
2017-02-09,30
2017-02-10,8
2017-02-11,9
2017-02-12,17
2017-02-13,22
2017-02-14,11
2017-02-15,23
2017-02-16,15
2017-02-17,0
2017-02-18,9
2017-02-19,17
2017-02-20,8
2017-02-21,7
2017-02-22,8
2017-02-23,11
2017-02-24,32
2017-02-25,13
2017-02-26,9
2017-02-27,8
2017-02-28,8
2017-03-01,22
2017-03-02,15
2017-03-03,0
2017-03-04,9
2017-03-05,8
2017-03-06,11
2017-03-07,7
2017-03-08,11
2017-03-09,22
2017-03-10,8
2017-03-11,21
2017-03-12,8
2017-03-13,11
2017-03-14,15
2017-03-15,7
2017-03-16,22
2017-03-17,27
2017-03-18,9
2017-03-19,25
2017-03-20,15
2017-03-21,19
2017-03-22,0
2017-03-23,11
2017-03-24,16
2017-03-25,0
2017-03-26,9
2017-03-27,15
2017-03-28,22
2017-03-29,60
2017-03-30,53
2017-03-31,31
2017-04-01,13
