date,PAYX
2013-02-19,17
2013-02-20,70
2013-02-21,53
2013-02-22,72
2013-02-23,0
2013-02-24,20
2013-02-25,17
2013-02-26,0
2013-02-27,26
2013-02-28,44
2013-03-01,54
2013-03-02,21
2013-03-03,20
2013-03-04,69
2013-03-05,86
2013-03-06,26
2013-03-07,35
2013-03-08,54
2013-03-09,0
2013-03-10,20
2013-03-11,59
2013-03-12,42
2013-03-13,17
2013-03-14,34
2013-03-15,36
2013-03-16,20
2013-03-17,39
2013-03-18,42
2013-03-19,34
2013-03-20,43
2013-03-21,17
2013-03-22,18
2013-03-23,20
2013-03-24,20
2013-03-25,43
2013-03-26,35
2013-03-27,26
2013-03-28,46
2013-03-29,19
2013-03-30,64
2013-03-31,21
2013-04-01,44
2013-04-02,25
2013-04-03,0
2013-04-04,35
2013-04-05,35
2013-04-06,61
2013-04-07,20
2013-04-08,17
2013-04-09,34
2013-04-10,34
2013-04-11,26
2013-04-12,44
2013-04-13,20
2013-04-14,21
2013-04-15,93
2013-04-16,17
2013-04-17,17
2013-04-18,52
2013-04-19,0
2013-04-20,20
2013-04-21,0
2013-04-22,34
2013-04-23,0
2013-04-24,17
2013-04-25,26
2013-04-26,0
2013-04-27,31
2013-04-28,20
2013-04-29,34
2013-04-30,34
2013-05-01,19
2013-05-02,17
2013-05-03,55
2013-05-04,0
2013-05-05,31
2013-05-06,26
2013-05-07,34
2013-05-08,70
2013-05-09,18
2013-05-10,18
2013-05-11,0
2013-05-12,21
2013-05-13,67
2013-05-14,34
2013-05-15,25
2013-05-16,17
2013-05-17,27
2013-05-18,20
2013-05-19,40
2013-05-20,17
2013-05-21,33
2013-05-22,17
2013-05-23,17
2013-05-24,35
2013-05-25,20
2013-05-26,20
2013-05-27,0
2013-05-28,17
2013-05-29,50
2013-05-30,17
2013-05-31,35
2013-06-01,21
2013-06-02,20
2013-06-03,75
2013-06-04,50
2013-06-05,34
2013-06-06,26
2013-06-07,44
2013-06-08,0
2013-06-09,20
2013-06-10,49
2013-06-11,25
2013-06-12,17
2013-06-13,34
2013-06-14,36
2013-06-15,21
2013-06-16,41
2013-06-17,25
2013-06-18,42
2013-06-19,25
2013-06-20,17
2013-06-21,36
2013-06-22,21
2013-06-23,20
2013-06-24,17
2013-06-25,25
2013-06-26,34
2013-06-27,34
2013-06-28,35
2013-06-29,42
2013-06-30,42
2013-07-01,34
2013-07-02,34
2013-07-03,43
2013-07-04,18
2013-07-05,19
2013-07-06,22
2013-07-07,21
2013-07-08,34
2013-07-09,17
2013-07-10,17
2013-07-11,44
2013-07-12,18
2013-07-13,22
2013-07-14,21
2013-07-15,43
2013-07-16,35
2013-07-17,26
2013-07-18,35
2013-07-19,36
2013-07-20,43
2013-07-21,21
2013-07-22,34
2013-07-23,34
2013-07-24,60
2013-07-25,35
2013-07-26,55
2013-07-27,42
2013-07-28,0
2013-07-29,34
2013-07-30,17
2013-07-31,26
2013-08-01,35
2013-08-02,100
2013-08-03,43
2013-08-04,42
2013-08-05,43
2013-08-06,35
2013-08-07,70
2013-08-08,62
2013-08-09,18
2013-08-10,42
2013-08-11,31
2013-08-12,17
2013-08-13,51
2013-08-14,43
2013-08-15,36
2013-08-16,37
2013-08-17,21
2013-08-18,20
2013-08-19,25
2013-08-20,25
2013-08-21,34
2013-08-22,35
2013-08-23,0
2013-08-24,0
2013-08-25,20
2013-08-26,33
2013-08-27,25
2013-08-28,17
2013-08-29,34
2013-08-30,17
2013-08-31,0
2013-09-01,20
2013-09-02,34
2013-09-03,41
2013-09-04,16
2013-09-05,33
2013-09-06,35
2013-09-07,20
2013-09-08,29
2013-09-09,65
2013-09-10,16
2013-09-11,49
2013-09-12,49
2013-09-13,34
2013-09-14,19
2013-09-15,0
2013-09-16,32
2013-09-17,40
2013-09-18,16
2013-09-19,49
2013-09-20,34
2013-09-21,29
2013-09-22,28
2013-09-23,32
2013-09-24,16
2013-09-25,16
2013-09-26,16
2013-09-27,17
2013-09-28,0
2013-09-29,38
2013-09-30,64
2013-10-01,72
2013-10-02,40
2013-10-03,16
2013-10-04,34
2013-10-05,38
2013-10-06,19
2013-10-07,24
2013-10-08,32
2013-10-09,33
2013-10-10,16
2013-10-11,42
2013-10-12,19
2013-10-13,29
2013-10-14,16
2013-10-15,16
2013-10-16,24
2013-10-17,33
2013-10-18,26
2013-10-19,38
2013-10-20,0
2013-10-21,32
2013-10-22,55
2013-10-23,40
2013-10-24,16
2013-10-25,33
2013-10-26,19
2013-10-27,19
2013-10-28,16
2013-10-29,31
2013-10-30,16
2013-10-31,49
2013-11-01,44
2013-11-02,39
2013-11-03,0
2013-11-04,32
2013-11-05,39
2013-11-06,0
