date,PAYX
2015-04-10,47
2015-04-11,26
2015-04-12,53
2015-04-13,55
2015-04-14,54
2015-04-15,44
2015-04-16,22
2015-04-17,35
2015-04-18,26
2015-04-19,51
2015-04-20,55
2015-04-21,45
2015-04-22,44
2015-04-23,67
2015-04-24,23
2015-04-25,26
2015-04-26,26
2015-04-27,76
2015-04-28,22
2015-04-29,33
2015-04-30,0
2015-05-01,25
2015-05-02,53
2015-05-03,26
2015-05-04,33
2015-05-05,87
2015-05-06,44
2015-05-07,67
2015-05-08,47
2015-05-09,0
2015-05-10,26
2015-05-11,56
2015-05-12,33
2015-05-13,33
2015-05-14,23
2015-05-15,82
2015-05-16,26
2015-05-17,0
2015-05-18,44
2015-05-19,43
2015-05-20,21
2015-05-21,89
2015-05-22,46
2015-05-23,26
2015-05-24,26
2015-05-25,0
2015-05-26,43
2015-05-27,43
2015-05-28,44
2015-05-29,35
2015-05-30,52
2015-05-31,26
2015-06-01,54
2015-06-02,44
2015-06-03,67
2015-06-04,23
2015-06-05,48
2015-06-06,0
2015-06-07,26
2015-06-08,44
2015-06-09,33
2015-06-10,33
2015-06-11,66
2015-06-12,23
2015-06-13,0
2015-06-14,0
2015-06-15,43
2015-06-16,22
2015-06-17,22
2015-06-18,22
2015-06-19,24
2015-06-20,27
2015-06-21,78
2015-06-22,66
2015-06-23,88
2015-06-24,22
2015-06-25,66
2015-06-26,92
2015-06-27,53
2015-06-28,27
2015-06-29,55
2015-06-30,66
2015-07-01,67
2015-07-02,56
2015-07-03,24
2015-07-04,27
2015-07-05,27
2015-07-06,89
2015-07-07,54
2015-07-08,22
2015-07-09,22
2015-07-10,0
2015-07-11,27
2015-07-12,0
2015-07-13,44
2015-07-14,22
2015-07-15,67
2015-07-16,45
2015-07-17,24
2015-07-18,85
2015-07-19,0
2015-07-20,23
2015-07-21,44
2015-07-22,22
2015-07-23,23
2015-07-24,47
2015-07-25,0
2015-07-26,53
2015-07-27,22
2015-07-28,44
2015-07-29,55
2015-07-30,45
2015-07-31,58
2015-08-01,53
2015-08-02,27
2015-08-03,44
2015-08-04,22
2015-08-05,34
2015-08-06,56
2015-08-07,23
2015-08-08,53
2015-08-09,53
2015-08-10,0
2015-08-11,33
2015-08-12,45
2015-08-13,33
2015-08-14,23
2015-08-15,0
2015-08-16,26
2015-08-17,44
2015-08-18,0
2015-08-19,0
2015-08-20,33
2015-08-21,23
2015-08-22,0
2015-08-23,51
2015-08-24,32
2015-08-25,53
2015-08-26,32
2015-08-27,44
2015-08-28,23
2015-08-29,52
2015-08-30,26
2015-08-31,42
2015-09-01,21
2015-09-02,42
2015-09-03,43
2015-09-04,45
2015-09-05,0
2015-09-06,25
2015-09-07,22
2015-09-08,31
2015-09-09,21
2015-09-10,64
2015-09-11,22
2015-09-12,37
2015-09-13,24
2015-09-14,42
2015-09-15,0
2015-09-16,42
2015-09-17,42
2015-09-18,66
2015-09-19,25
2015-09-20,24
2015-09-21,21
2015-09-22,0
2015-09-23,53
2015-09-24,21
2015-09-25,22
2015-09-26,37
2015-09-27,0
2015-09-28,31
2015-09-29,61
2015-09-30,62
2015-10-01,21
2015-10-02,22
2015-10-03,25
2015-10-04,48
2015-10-05,31
2015-10-06,31
2015-10-07,31
2015-10-08,0
2015-10-09,0
2015-10-10,98
2015-10-11,24
2015-10-12,0
2015-10-13,21
2015-10-14,41
2015-10-15,51
2015-10-16,32
2015-10-17,25
2015-10-18,47
2015-10-19,20
2015-10-20,40
2015-10-21,30
2015-10-22,31
2015-10-23,22
2015-10-24,0
2015-10-25,71
2015-10-26,30
2015-10-27,20
2015-10-28,40
2015-10-29,41
2015-10-30,43
2015-10-31,0
2015-11-01,24
2015-11-02,31
2015-11-03,51
2015-11-04,31
2015-11-05,21
2015-11-06,43
2015-11-07,24
2015-11-08,0
2015-11-09,41
2015-11-10,21
2015-11-11,0
2015-11-12,42
2015-11-13,32
2015-11-14,24
2015-11-15,24
2015-11-16,61
2015-11-17,40
2015-11-18,82
2015-11-19,62
2015-11-20,54
2015-11-21,24
2015-11-22,23
2015-11-23,20
2015-11-24,60
2015-11-25,51
2015-11-26,43
2015-11-27,43
2015-11-28,24
2015-11-29,35
2015-11-30,40
2015-12-01,40
2015-12-02,41
2015-12-03,51
2015-12-04,32
2015-12-05,24
2015-12-06,60
2015-12-07,72
2015-12-08,41
2015-12-09,0
2015-12-10,41
2015-12-11,64
2015-12-12,0
2015-12-13,24
2015-12-14,20
2015-12-15,42
2015-12-16,53
2015-12-17,32
2015-12-18,92
2015-12-19,51
2015-12-20,51
2015-12-21,22
2015-12-22,100
2015-12-23,47
2015-12-24,26
2015-12-25,0
2015-12-26,26
