date,PAYX
2015-12-26,20
2015-12-27,0
2015-12-28,33
2015-12-29,42
2015-12-30,51
2015-12-31,38
2016-01-01,21
2016-01-02,18
2016-01-03,18
2016-01-04,54
2016-01-05,46
2016-01-06,39
2016-01-07,93
2016-01-08,47
2016-01-09,17
2016-01-10,17
2016-01-11,22
2016-01-12,0
2016-01-13,45
2016-01-14,30
2016-01-15,16
2016-01-16,17
2016-01-17,17
2016-01-18,45
2016-01-19,37
2016-01-20,22
2016-01-21,15
2016-01-22,47
2016-01-23,69
2016-01-24,34
2016-01-25,15
2016-01-26,30
2016-01-27,15
2016-01-28,38
2016-01-29,39
2016-01-30,17
2016-01-31,49
2016-02-01,28
2016-02-02,14
2016-02-03,22
2016-02-04,29
2016-02-05,15
2016-02-06,0
2016-02-07,17
2016-02-08,59
2016-02-09,15
2016-02-10,29
2016-02-11,52
2016-02-12,30
2016-02-13,34
2016-02-14,0
2016-02-15,15
2016-02-16,57
2016-02-17,43
2016-02-18,29
2016-02-19,30
2016-02-20,33
2016-02-21,17
2016-02-22,29
2016-02-23,21
2016-02-24,29
2016-02-25,35
2016-02-26,37
2016-02-27,16
2016-02-28,16
2016-02-29,0
2016-03-01,14
2016-03-02,0
2016-03-03,43
2016-03-04,36
2016-03-05,16
2016-03-06,0
2016-03-07,21
2016-03-08,14
2016-03-09,21
2016-03-10,28
2016-03-11,22
2016-03-12,33
2016-03-13,0
2016-03-14,14
2016-03-15,42
2016-03-16,0
2016-03-17,28
2016-03-18,30
2016-03-19,0
2016-03-20,0
2016-03-21,28
2016-03-22,21
2016-03-23,29
2016-03-24,53
2016-03-25,40
2016-03-26,0
2016-03-27,69
2016-03-28,30
2016-03-29,35
2016-03-30,29
2016-03-31,29
2016-04-01,30
2016-04-02,25
2016-04-03,16
2016-04-04,21
2016-04-05,21
2016-04-06,57
2016-04-07,21
2016-04-08,30
2016-04-09,17
2016-04-10,0
2016-04-11,21
2016-04-12,28
2016-04-13,28
2016-04-14,57
2016-04-15,37
2016-04-16,0
2016-04-17,0
2016-04-18,21
2016-04-19,28
2016-04-20,29
2016-04-21,43
2016-04-22,37
2016-04-23,17
2016-04-24,16
2016-04-25,28
2016-04-26,49
2016-04-27,35
2016-04-28,73
2016-04-29,15
2016-04-30,17
2016-05-01,0
2016-05-02,29
2016-05-03,56
2016-05-04,28
2016-05-05,30
2016-05-06,15
2016-05-07,17
2016-05-08,17
2016-05-09,14
2016-05-10,14
2016-05-11,14
2016-05-12,28
2016-05-13,45
2016-05-14,17
2016-05-15,33
2016-05-16,35
2016-05-17,42
2016-05-18,21
2016-05-19,36
2016-05-20,15
2016-05-21,34
2016-05-22,0
2016-05-23,14
2016-05-24,50
2016-05-25,43
2016-05-26,30
2016-05-27,15
2016-05-28,51
2016-05-29,25
2016-05-30,15
2016-05-31,43
2016-06-01,14
2016-06-02,0
2016-06-03,15
2016-06-04,0
2016-06-05,17
2016-06-06,14
2016-06-07,14
2016-06-08,14
2016-06-09,29
2016-06-10,15
2016-06-11,34
2016-06-12,17
2016-06-13,28
2016-06-14,14
2016-06-15,21
2016-06-16,43
2016-06-17,22
2016-06-18,17
2016-06-19,0
2016-06-20,36
2016-06-21,100
2016-06-22,29
2016-06-23,51
2016-06-24,68
2016-06-25,17
2016-06-26,0
2016-06-27,14
2016-06-28,43
2016-06-29,29
2016-06-30,95
2016-07-01,76
2016-07-02,35
2016-07-03,35
2016-07-04,30
2016-07-05,37
2016-07-06,23
2016-07-07,60
2016-07-08,77
2016-07-09,17
2016-07-10,34
2016-07-11,44
2016-07-12,43
2016-07-13,37
2016-07-14,52
2016-07-15,30
2016-07-16,0
2016-07-17,18
2016-07-18,29
2016-07-19,37
2016-07-20,81
2016-07-21,75
2016-07-22,90
2016-07-23,17
2016-07-24,17
2016-07-25,29
2016-07-26,29
2016-07-27,51
2016-07-28,81
2016-07-29,23
2016-07-30,0
2016-07-31,0
2016-08-01,36
2016-08-02,29
2016-08-03,58
2016-08-04,15
2016-08-05,46
2016-08-06,0
2016-08-07,17
2016-08-08,43
2016-08-09,43
2016-08-10,22
2016-08-11,30
2016-08-12,61
2016-08-13,0
2016-08-14,17
2016-08-15,61
2016-08-16,29
2016-08-17,58
2016-08-18,51
2016-08-19,30
2016-08-20,25
2016-08-21,25
2016-08-22,29
2016-08-23,29
2016-08-24,29
2016-08-25,15
2016-08-26,45
2016-08-27,17
2016-08-28,50
2016-08-29,28
2016-08-30,14
2016-08-31,21
2016-09-01,36
2016-09-02,29
2016-09-03,17
2016-09-04,33
2016-09-05,14
2016-09-06,42
2016-09-07,50
2016-09-08,50
2016-09-09,36
2016-09-10,16
2016-09-11,24
