date,ROST
2013-06-29,73
2013-06-30,60
2013-07-01,60
2013-07-02,66
2013-07-03,66
2013-07-04,65
2013-07-05,53
2013-07-06,62
2013-07-07,68
2013-07-08,67
2013-07-09,57
2013-07-10,62
2013-07-11,71
2013-07-12,57
2013-07-13,59
2013-07-14,75
2013-07-15,72
2013-07-16,66
2013-07-17,60
2013-07-18,64
2013-07-19,53
2013-07-20,59
2013-07-21,62
2013-07-22,64
2013-07-23,63
2013-07-24,59
2013-07-25,62
2013-07-26,69
2013-07-27,75
2013-07-28,76
2013-07-29,77
2013-07-30,66
2013-07-31,63
2013-08-01,61
2013-08-02,58
2013-08-03,61
2013-08-04,63
2013-08-05,69
2013-08-06,63
2013-08-07,67
2013-08-08,65
2013-08-09,58
2013-08-10,70
2013-08-11,64
2013-08-12,70
2013-08-13,100
2013-08-14,69
2013-08-15,61
2013-08-16,66
2013-08-17,52
2013-08-18,74
2013-08-19,60
2013-08-20,65
2013-08-21,59
2013-08-22,69
2013-08-23,53
2013-08-24,64
2013-08-25,76
2013-08-26,64
2013-08-27,58
2013-08-28,54
2013-08-29,56
2013-08-30,57
2013-08-31,77
2013-09-01,71
2013-09-02,72
2013-09-03,71
2013-09-04,55
2013-09-05,45
2013-09-06,59
2013-09-07,61
2013-09-08,68
2013-09-09,54
2013-09-10,61
2013-09-11,55
2013-09-12,67
2013-09-13,51
2013-09-14,69
2013-09-15,65
2013-09-16,60
2013-09-17,57
2013-09-18,58
2013-09-19,59
2013-09-20,61
2013-09-21,67
2013-09-22,62
2013-09-23,50
2013-09-24,54
2013-09-25,54
2013-09-26,52
2013-09-27,52
2013-09-28,63
2013-09-29,59
2013-09-30,60
2013-10-01,69
2013-10-02,58
2013-10-03,48
2013-10-04,61
2013-10-05,55
2013-10-06,64
2013-10-07,53
2013-10-08,61
2013-10-09,69
2013-10-10,50
2013-10-11,54
2013-10-12,64
2013-10-13,64
2013-10-14,64
2013-10-15,57
2013-10-16,53
2013-10-17,60
2013-10-18,58
2013-10-19,64
2013-10-20,62
2013-10-21,56
2013-10-22,49
2013-10-23,63
2013-10-24,53
2013-10-25,53
2013-10-26,54
2013-10-27,73
2013-10-28,57
2013-10-29,65
2013-10-30,55
2013-10-31,57
2013-11-01,63
2013-11-02,54
2013-11-03,63
2013-11-04,62
2013-11-05,54
2013-11-06,59
2013-11-07,60
2013-11-08,58
2013-11-09,66
2013-11-10,77
2013-11-11,65
2013-11-12,57
2013-11-13,54
2013-11-14,58
2013-11-15,57
2013-11-16,61
2013-11-17,67
2013-11-18,54
2013-11-19,61
2013-11-20,57
2013-11-21,62
2013-11-22,60
2013-11-23,59
2013-11-24,79
2013-11-25,70
2013-11-26,66
2013-11-27,66
2013-11-28,65
2013-11-29,61
2013-11-30,52
2013-12-01,56
2013-12-02,59
2013-12-03,52
2013-12-04,51
2013-12-05,54
2013-12-06,50
2013-12-07,60
2013-12-08,67
2013-12-09,66
2013-12-10,56
2013-12-11,60
2013-12-12,51
2013-12-13,51
2013-12-14,52
2013-12-15,62
2013-12-16,43
2013-12-17,50
2013-12-18,49
2013-12-19,54
2013-12-20,49
2013-12-21,45
2013-12-22,76
2013-12-23,61
2013-12-24,68
2013-12-25,70
2013-12-26,58
2013-12-27,50
2013-12-28,57
2013-12-29,58
2013-12-30,54
2013-12-31,44
2014-01-01,53
2014-01-02,63
2014-01-03,42
2014-01-04,66
2014-01-05,69
2014-01-06,59
2014-01-07,66
2014-01-08,55
2014-01-09,50
2014-01-10,66
2014-01-11,59
2014-01-12,72
2014-01-13,66
2014-01-14,61
2014-01-15,48
2014-01-16,59
2014-01-17,59
2014-01-18,62
2014-01-19,68
2014-01-20,64
2014-01-21,56
2014-01-22,42
2014-01-23,46
2014-01-24,53
2014-01-25,55
2014-01-26,62
2014-01-27,50
2014-01-28,53
2014-01-29,57
2014-01-30,63
2014-01-31,68
2014-02-01,60
2014-02-02,62
2014-02-03,56
2014-02-04,57
2014-02-05,60
2014-02-06,66
2014-02-07,61
2014-02-08,62
2014-02-09,65
2014-02-10,58
2014-02-11,64
2014-02-12,56
2014-02-13,55
2014-02-14,51
2014-02-15,55
2014-02-16,67
2014-02-17,54
2014-02-18,56
2014-02-19,51
2014-02-20,57
2014-02-21,50
2014-02-22,62
2014-02-23,55
2014-02-24,57
2014-02-25,50
2014-02-26,46
2014-02-27,61
2014-02-28,55
2014-03-01,60
2014-03-02,62
2014-03-03,60
2014-03-04,52
2014-03-05,53
2014-03-06,65
2014-03-07,49
2014-03-08,61
2014-03-09,74
2014-03-10,56
2014-03-11,60
2014-03-12,60
2014-03-13,70
2014-03-14,64
2014-03-15,64
2014-03-16,84
