date,ROST
2017-01-19,65
2017-01-20,72
2017-01-21,78
2017-01-22,74
2017-01-23,68
2017-01-24,64
2017-01-25,61
2017-01-26,68
2017-01-27,70
2017-01-28,69
2017-01-29,81
2017-01-30,70
2017-01-31,67
2017-02-01,64
2017-02-02,62
2017-02-03,64
2017-02-04,71
2017-02-05,76
2017-02-06,66
2017-02-07,73
2017-02-08,66
2017-02-09,63
2017-02-10,68
2017-02-11,71
2017-02-12,72
2017-02-13,67
2017-02-14,66
2017-02-15,63
2017-02-16,67
2017-02-17,65
2017-02-18,72
2017-02-19,87
2017-02-20,69
2017-02-21,70
2017-02-22,75
2017-02-23,67
2017-02-24,66
2017-02-25,66
2017-02-26,80
2017-02-27,71
2017-02-28,84
2017-03-01,93
2017-03-02,84
2017-03-03,89
2017-03-04,90
2017-03-05,93
2017-03-06,90
2017-03-07,80
2017-03-08,78
2017-03-09,79
2017-03-10,78
2017-03-11,89
2017-03-12,100
2017-03-13,91
2017-03-14,79
2017-03-15,79
2017-03-16,86
2017-03-17,84
2017-03-18,89
2017-03-19,92
2017-03-20,89
2017-03-21,89
2017-03-22,74
2017-03-23,78
2017-03-24,94
2017-03-25,90
2017-03-26,98
2017-03-27,85
2017-03-28,84
2017-03-29,78
2017-03-30,74
2017-03-31,83
2017-04-01,72
