date,ROST
2014-07-24,55
2014-07-25,53
2014-07-26,57
2014-07-27,68
2014-07-28,52
2014-07-29,47
2014-07-30,59
2014-07-31,53
2014-08-01,62
2014-08-02,56
2014-08-03,54
2014-08-04,56
2014-08-05,66
2014-08-06,55
2014-08-07,56
2014-08-08,58
2014-08-09,65
2014-08-10,59
2014-08-11,65
2014-08-12,56
2014-08-13,56
2014-08-14,52
2014-08-15,56
2014-08-16,56
2014-08-17,55
2014-08-18,64
2014-08-19,58
2014-08-20,61
2014-08-21,50
2014-08-22,57
2014-08-23,49
2014-08-24,63
2014-08-25,65
2014-08-26,51
2014-08-27,50
2014-08-28,54
2014-08-29,59
2014-08-30,51
2014-08-31,59
2014-09-01,52
2014-09-02,53
2014-09-03,49
2014-09-04,54
2014-09-05,51
2014-09-06,54
2014-09-07,65
2014-09-08,54
2014-09-09,47
2014-09-10,54
2014-09-11,56
2014-09-12,58
2014-09-13,54
2014-09-14,55
2014-09-15,54
2014-09-16,55
2014-09-17,47
2014-09-18,47
2014-09-19,49
2014-09-20,53
2014-09-21,71
2014-09-22,59
2014-09-23,60
2014-09-24,57
2014-09-25,60
2014-09-26,49
2014-09-27,49
2014-09-28,59
2014-09-29,49
2014-09-30,50
2014-10-01,47
2014-10-02,58
2014-10-03,50
2014-10-04,58
2014-10-05,55
2014-10-06,62
2014-10-07,53
2014-10-08,59
2014-10-09,57
2014-10-10,46
2014-10-11,56
2014-10-12,65
2014-10-13,58
2014-10-14,54
2014-10-15,55
2014-10-16,52
2014-10-17,56
2014-10-18,55
2014-10-19,56
2014-10-20,56
2014-10-21,52
2014-10-22,51
2014-10-23,55
2014-10-24,45
2014-10-25,54
2014-10-26,67
2014-10-27,43
2014-10-28,53
2014-10-29,51
2014-10-30,49
2014-10-31,54
2014-11-01,50
2014-11-02,55
2014-11-03,59
2014-11-04,54
2014-11-05,54
2014-11-06,58
2014-11-07,53
2014-11-08,60
2014-11-09,65
2014-11-10,55
2014-11-11,55
2014-11-12,55
2014-11-13,63
2014-11-14,59
2014-11-15,50
2014-11-16,59
2014-11-17,54
2014-11-18,49
2014-11-19,57
2014-11-20,51
2014-11-21,55
2014-11-22,44
2014-11-23,61
2014-11-24,63
2014-11-25,61
2014-11-26,51
2014-11-27,59
2014-11-28,50
2014-11-29,41
2014-11-30,57
2014-12-01,45
2014-12-02,50
2014-12-03,48
2014-12-04,48
2014-12-05,44
2014-12-06,48
2014-12-07,65
2014-12-08,57
2014-12-09,59
2014-12-10,48
2014-12-11,50
2014-12-12,50
2014-12-13,54
2014-12-14,56
2014-12-15,53
2014-12-16,51
2014-12-17,43
2014-12-18,45
2014-12-19,48
2014-12-20,42
2014-12-21,58
2014-12-22,47
2014-12-23,51
2014-12-24,49
2014-12-25,62
2014-12-26,43
2014-12-27,40
2014-12-28,51
2014-12-29,43
2014-12-30,47
2014-12-31,41
2015-01-01,43
2015-01-02,49
2015-01-03,59
2015-01-04,56
2015-01-05,50
2015-01-06,50
2015-01-07,49
2015-01-08,53
2015-01-09,56
2015-01-10,52
2015-01-11,69
2015-01-12,67
2015-01-13,57
2015-01-14,52
2015-01-15,58
2015-01-16,48
2015-01-17,53
2015-01-18,62
2015-01-19,54
2015-01-20,51
2015-01-21,58
2015-01-22,51
2015-01-23,50
2015-01-24,48
2015-01-25,60
2015-01-26,54
2015-01-27,55
2015-01-28,45
2015-01-29,50
2015-01-30,48
2015-01-31,59
2015-02-01,60
2015-02-02,40
2015-02-03,47
2015-02-04,57
2015-02-05,49
2015-02-06,59
2015-02-07,57
2015-02-08,72
2015-02-09,53
2015-02-10,58
2015-02-11,55
2015-02-12,55
2015-02-13,60
2015-02-14,65
2015-02-15,77
2015-02-16,54
2015-02-17,51
2015-02-18,53
2015-02-19,58
2015-02-20,53
2015-02-21,65
2015-02-22,82
2015-02-23,56
2015-02-24,63
2015-02-25,55
2015-02-26,52
2015-02-27,63
2015-02-28,54
2015-03-01,65
2015-03-02,58
2015-03-03,52
2015-03-04,46
2015-03-05,51
2015-03-06,52
2015-03-07,55
2015-03-08,74
2015-03-09,55
2015-03-10,58
2015-03-11,59
2015-03-12,58
2015-03-13,54
2015-03-14,59
2015-03-15,80
2015-03-16,58
2015-03-17,66
2015-03-18,61
2015-03-19,61
2015-03-20,54
2015-03-21,61
2015-03-22,67
2015-03-23,63
2015-03-24,58
2015-03-25,61
2015-03-26,64
2015-03-27,57
2015-03-28,68
2015-03-29,77
2015-03-30,69
2015-03-31,100
2015-04-01,76
2015-04-02,71
2015-04-03,61
2015-04-04,76
2015-04-05,75
2015-04-06,60
2015-04-07,64
2015-04-08,73
2015-04-09,62
2015-04-10,72
