date,ROST
2011-01-01,37
2011-01-02,46
2011-01-03,40
2011-01-04,38
2011-01-05,38
2011-01-06,40
2011-01-07,36
2011-01-08,44
2011-01-09,35
2011-01-10,36
2011-01-11,37
2011-01-12,39
2011-01-13,33
2011-01-14,35
2011-01-15,43
2011-01-16,39
2011-01-17,36
2011-01-18,42
2011-01-19,41
2011-01-20,40
2011-01-21,38
2011-01-22,41
2011-01-23,45
2011-01-24,36
2011-01-25,39
2011-01-26,44
2011-01-27,36
2011-01-28,41
2011-01-29,33
2011-01-30,54
2011-01-31,41
2011-02-01,30
2011-02-02,35
2011-02-03,37
2011-02-04,38
2011-02-05,39
2011-02-06,38
2011-02-07,46
2011-02-08,41
2011-02-09,51
2011-02-10,36
2011-02-11,36
2011-02-12,39
2011-02-13,44
2011-02-14,41
2011-02-15,41
2011-02-16,41
2011-02-17,40
2011-02-18,37
2011-02-19,29
2011-02-20,50
2011-02-21,45
2011-02-22,44
2011-02-23,43
2011-02-24,41
2011-02-25,38
2011-02-26,47
2011-02-27,47
2011-02-28,35
2011-03-01,38
2011-03-02,40
2011-03-03,38
2011-03-04,39
2011-03-05,37
2011-03-06,46
2011-03-07,40
2011-03-08,44
2011-03-09,42
2011-03-10,36
2011-03-11,35
2011-03-12,68
2011-03-13,100
2011-03-14,90
2011-03-15,54
2011-03-16,56
2011-03-17,46
2011-03-18,45
2011-03-19,44
2011-03-20,49
2011-03-21,47
2011-03-22,49
2011-03-23,45
2011-03-24,35
2011-03-25,41
2011-03-26,31
2011-03-27,49
2011-03-28,36
2011-03-29,52
2011-03-30,46
2011-03-31,47
2011-04-01,37
2011-04-02,38
2011-04-03,43
2011-04-04,54
2011-04-05,60
2011-04-06,51
2011-04-07,46
2011-04-08,35
2011-04-09,45
2011-04-10,44
2011-04-11,49
2011-04-12,48
2011-04-13,40
2011-04-14,42
2011-04-15,44
2011-04-16,37
2011-04-17,43
2011-04-18,45
2011-04-19,51
2011-04-20,39
2011-04-21,45
2011-04-22,41
2011-04-23,34
2011-04-24,45
2011-04-25,38
2011-04-26,43
2011-04-27,63
2011-04-28,45
2011-04-29,39
2011-04-30,38
2011-05-01,41
2011-05-02,51
2011-05-03,46
2011-05-04,53
2011-05-05,54
2011-05-06,43
2011-05-07,42
2011-05-08,41
2011-05-09,45
2011-05-10,41
2011-05-11,43
2011-05-12,47
2011-05-13,36
2011-05-14,38
2011-05-15,48
2011-05-16,50
2011-05-17,45
2011-05-18,39
2011-05-19,38
2011-05-20,28
2011-05-21,37
2011-05-22,37
2011-05-23,46
2011-05-24,48
2011-05-25,34
2011-05-26,39
2011-05-27,35
2011-05-28,44
2011-05-29,53
2011-05-30,41
2011-05-31,42
2011-06-01,27
2011-06-02,31
2011-06-03,41
2011-06-04,35
2011-06-05,43
2011-06-06,35
2011-06-07,40
2011-06-08,33
2011-06-09,37
2011-06-10,34
2011-06-11,39
2011-06-12,36
2011-06-13,39
2011-06-14,45
2011-06-15,42
2011-06-16,38
2011-06-17,39
2011-06-18,46
2011-06-19,46
2011-06-20,44
2011-06-21,38
2011-06-22,36
2011-06-23,39
2011-06-24,46
2011-06-25,36
2011-06-26,51
2011-06-27,38
2011-06-28,39
2011-06-29,43
2011-06-30,41
2011-07-01,33
2011-07-02,38
2011-07-03,58
2011-07-04,39
2011-07-05,38
2011-07-06,37
2011-07-07,33
2011-07-08,44
2011-07-09,40
2011-07-10,37
2011-07-11,35
2011-07-12,41
2011-07-13,52
2011-07-14,39
2011-07-15,29
2011-07-16,42
2011-07-17,53
2011-07-18,46
2011-07-19,39
2011-07-20,43
2011-07-21,37
2011-07-22,42
2011-07-23,39
2011-07-24,51
2011-07-25,44
2011-07-26,42
2011-07-27,40
2011-07-28,37
2011-07-29,39
2011-07-30,37
2011-07-31,61
2011-08-01,39
2011-08-02,41
2011-08-03,44
2011-08-04,44
2011-08-05,33
2011-08-06,41
2011-08-07,46
2011-08-08,50
2011-08-09,39
2011-08-10,38
2011-08-11,48
2011-08-12,50
2011-08-13,43
2011-08-14,47
2011-08-15,43
2011-08-16,50
2011-08-17,36
2011-08-18,46
2011-08-19,37
2011-08-20,35
2011-08-21,41
2011-08-22,44
2011-08-23,38
2011-08-24,33
2011-08-25,38
2011-08-26,40
2011-08-27,38
2011-08-28,34
2011-08-29,51
2011-08-30,42
2011-08-31,44
2011-09-01,34
2011-09-02,32
2011-09-03,33
2011-09-04,42
2011-09-05,45
2011-09-06,38
2011-09-07,43
2011-09-08,39
2011-09-09,45
2011-09-10,37
2011-09-11,47
2011-09-12,42
2011-09-13,34
2011-09-14,40
2011-09-15,35
2011-09-16,37
2011-09-17,45
2011-09-18,50
