date,ROST
2010-08-24,33
2010-08-25,40
2010-08-26,33
2010-08-27,31
2010-08-28,29
2010-08-29,40
2010-08-30,31
2010-08-31,38
2010-09-01,38
2010-09-02,39
2010-09-03,44
2010-09-04,28
2010-09-05,36
2010-09-06,35
2010-09-07,38
2010-09-08,33
2010-09-09,49
2010-09-10,32
2010-09-11,34
2010-09-12,36
2010-09-13,41
2010-09-14,40
2010-09-15,36
2010-09-16,32
2010-09-17,35
2010-09-18,35
2010-09-19,37
2010-09-20,44
2010-09-21,35
2010-09-22,37
2010-09-23,37
2010-09-24,34
2010-09-25,37
2010-09-26,41
2010-09-27,47
2010-09-28,37
2010-09-29,34
2010-09-30,36
2010-10-01,39
2010-10-02,36
2010-10-03,28
2010-10-04,36
2010-10-05,41
2010-10-06,34
2010-10-07,34
2010-10-08,36
2010-10-09,34
2010-10-10,43
2010-10-11,42
2010-10-12,41
2010-10-13,31
2010-10-14,38
2010-10-15,40
2010-10-16,39
2010-10-17,36
2010-10-18,41
2010-10-19,28
2010-10-20,33
2010-10-21,32
2010-10-22,35
2010-10-23,38
2010-10-24,47
2010-10-25,40
2010-10-26,33
2010-10-27,40
2010-10-28,30
2010-10-29,40
2010-10-30,35
2010-10-31,38
2010-11-01,36
2010-11-02,39
2010-11-03,34
2010-11-04,35
2010-11-05,30
2010-11-06,40
2010-11-07,40
2010-11-08,35
2010-11-09,35
2010-11-10,34
2010-11-11,39
2010-11-12,34
2010-11-13,29
2010-11-14,43
2010-11-15,35
2010-11-16,35
2010-11-17,35
2010-11-18,35
2010-11-19,36
2010-11-20,40
2010-11-21,48
2010-11-22,29
2010-11-23,38
2010-11-24,35
2010-11-25,38
2010-11-26,40
2010-11-27,38
2010-11-28,31
2010-11-29,32
2010-11-30,29
2010-12-01,32
2010-12-02,29
2010-12-03,25
2010-12-04,32
2010-12-05,42
2010-12-06,29
2010-12-07,36
2010-12-08,31
2010-12-09,28
2010-12-10,24
2010-12-11,39
2010-12-12,37
2010-12-13,33
2010-12-14,27
2010-12-15,37
2010-12-16,29
2010-12-17,35
2010-12-18,40
2010-12-19,24
2010-12-20,33
2010-12-21,39
2010-12-22,27
2010-12-23,29
2010-12-24,35
2010-12-25,50
2010-12-26,32
2010-12-27,44
2010-12-28,30
2010-12-29,41
2010-12-30,32
2010-12-31,25
2011-01-01,38
2011-01-02,42
2011-01-03,30
2011-01-04,35
2011-01-05,35
2011-01-06,28
2011-01-07,35
2011-01-08,35
2011-01-09,37
2011-01-10,33
2011-01-11,33
2011-01-12,36
2011-01-13,27
2011-01-14,34
2011-01-15,48
2011-01-16,45
2011-01-17,36
2011-01-18,35
2011-01-19,44
2011-01-20,31
2011-01-21,33
2011-01-22,43
2011-01-23,47
2011-01-24,31
2011-01-25,40
2011-01-26,33
2011-01-27,30
2011-01-28,35
2011-01-29,29
2011-01-30,42
2011-01-31,41
2011-02-01,34
2011-02-02,34
2011-02-03,35
2011-02-04,36
2011-02-05,38
2011-02-06,43
2011-02-07,39
2011-02-08,39
2011-02-09,43
2011-02-10,36
2011-02-11,44
2011-02-12,37
2011-02-13,38
2011-02-14,38
2011-02-15,40
2011-02-16,34
2011-02-17,31
2011-02-18,38
2011-02-19,26
2011-02-20,39
2011-02-21,33
2011-02-22,36
2011-02-23,41
2011-02-24,31
2011-02-25,30
2011-02-26,40
2011-02-27,36
2011-02-28,30
2011-03-01,35
2011-03-02,39
2011-03-03,38
2011-03-04,31
2011-03-05,37
2011-03-06,37
2011-03-07,37
2011-03-08,37
2011-03-09,33
2011-03-10,33
2011-03-11,30
2011-03-12,55
2011-03-13,100
2011-03-14,68
2011-03-15,42
2011-03-16,45
2011-03-17,43
2011-03-18,37
2011-03-19,35
2011-03-20,39
2011-03-21,40
2011-03-22,42
2011-03-23,41
2011-03-24,40
2011-03-25,37
2011-03-26,35
2011-03-27,43
2011-03-28,34
2011-03-29,36
2011-03-30,36
2011-03-31,41
2011-04-01,39
2011-04-02,36
2011-04-03,40
2011-04-04,46
2011-04-05,43
2011-04-06,42
2011-04-07,43
2011-04-08,27
2011-04-09,38
2011-04-10,41
2011-04-11,42
2011-04-12,45
2011-04-13,42
2011-04-14,40
2011-04-15,41
2011-04-16,36
2011-04-17,44
2011-04-18,44
2011-04-19,42
2011-04-20,33
2011-04-21,43
2011-04-22,35
2011-04-23,32
2011-04-24,32
2011-04-25,33
2011-04-26,40
2011-04-27,61
2011-04-28,39
2011-04-29,39
2011-04-30,42
2011-05-01,44
2011-05-02,46
2011-05-03,41
2011-05-04,40
2011-05-05,49
2011-05-06,41
2011-05-07,38
2011-05-08,35
2011-05-09,46
2011-05-10,35
2011-05-11,39
