date,ROST
2015-08-18,51
2015-08-19,49
2015-08-20,52
2015-08-21,42
2015-08-22,43
2015-08-23,56
2015-08-24,52
2015-08-25,47
2015-08-26,51
2015-08-27,49
2015-08-28,44
2015-08-29,45
2015-08-30,54
2015-08-31,49
2015-09-01,47
2015-09-02,53
2015-09-03,48
2015-09-04,48
2015-09-05,47
2015-09-06,51
2015-09-07,47
2015-09-08,43
2015-09-09,44
2015-09-10,47
2015-09-11,41
2015-09-12,43
2015-09-13,50
2015-09-14,45
2015-09-15,47
2015-09-16,44
2015-09-17,46
2015-09-18,42
2015-09-19,40
2015-09-20,51
2015-09-21,50
2015-09-22,50
2015-09-23,47
2015-09-24,44
2015-09-25,50
2015-09-26,48
2015-09-27,50
2015-09-28,45
2015-09-29,48
2015-09-30,44
2015-10-01,43
2015-10-02,43
2015-10-03,43
2015-10-04,51
2015-10-05,46
2015-10-06,46
2015-10-07,48
2015-10-08,40
2015-10-09,43
2015-10-10,43
2015-10-11,50
2015-10-12,50
2015-10-13,47
2015-10-14,47
2015-10-15,45
2015-10-16,38
2015-10-17,46
2015-10-18,50
2015-10-19,42
2015-10-20,44
2015-10-21,38
2015-10-22,47
2015-10-23,44
2015-10-24,46
2015-10-25,59
2015-10-26,51
2015-10-27,49
2015-10-28,40
2015-10-29,42
2015-10-30,52
2015-10-31,44
2015-11-01,53
2015-11-02,48
2015-11-03,50
2015-11-04,44
2015-11-05,51
2015-11-06,41
2015-11-07,48
2015-11-08,46
2015-11-09,45
2015-11-10,45
2015-11-11,39
2015-11-12,57
2015-11-13,48
2015-11-14,47
2015-11-15,58
2015-11-16,47
2015-11-17,51
2015-11-18,46
2015-11-19,48
2015-11-20,47
2015-11-21,52
2015-11-22,58
2015-11-23,47
2015-11-24,45
2015-11-25,50
2015-11-26,46
2015-11-27,41
2015-11-28,47
2015-11-29,50
2015-11-30,43
2015-12-01,44
2015-12-02,45
2015-12-03,42
2015-12-04,44
2015-12-05,44
2015-12-06,52
2015-12-07,48
2015-12-08,52
2015-12-09,62
2015-12-10,42
2015-12-11,42
2015-12-12,48
2015-12-13,47
2015-12-14,52
2015-12-15,51
2015-12-16,43
2015-12-17,44
2015-12-18,48
2015-12-19,46
2015-12-20,51
2015-12-21,39
2015-12-22,43
2015-12-23,47
2015-12-24,52
2015-12-25,63
2015-12-26,42
2015-12-27,48
2015-12-28,42
2015-12-29,44
2015-12-30,41
2015-12-31,43
2016-01-01,45
2016-01-02,46
2016-01-03,50
2016-01-04,45
2016-01-05,43
2016-01-06,41
2016-01-07,42
2016-01-08,48
2016-01-09,53
2016-01-10,51
2016-01-11,44
2016-01-12,48
2016-01-13,50
2016-01-14,46
2016-01-15,41
2016-01-16,44
2016-01-17,49
2016-01-18,93
2016-01-19,55
2016-01-20,56
2016-01-21,45
2016-01-22,43
2016-01-23,48
2016-01-24,62
2016-01-25,75
2016-01-26,63
2016-01-27,54
2016-01-28,53
2016-01-29,49
2016-01-30,52
2016-01-31,66
2016-02-01,94
2016-02-02,67
2016-02-03,59
2016-02-04,48
2016-02-05,51
2016-02-06,59
2016-02-07,65
2016-02-08,57
2016-02-09,58
2016-02-10,54
2016-02-11,49
2016-02-12,46
2016-02-13,46
2016-02-14,60
2016-02-15,81
2016-02-16,61
2016-02-17,61
2016-02-18,61
2016-02-19,57
2016-02-20,54
2016-02-21,75
2016-02-22,71
2016-02-23,59
2016-02-24,55
2016-02-25,50
2016-02-26,52
2016-02-27,48
2016-02-28,78
2016-02-29,52
2016-03-01,54
2016-03-02,49
2016-03-03,46
2016-03-04,48
2016-03-05,50
2016-03-06,80
2016-03-07,94
2016-03-08,63
2016-03-09,54
2016-03-10,58
2016-03-11,56
2016-03-12,86
2016-03-13,65
2016-03-14,72
2016-03-15,55
2016-03-16,55
2016-03-17,56
2016-03-18,52
2016-03-19,65
2016-03-20,68
2016-03-21,84
2016-03-22,59
2016-03-23,62
2016-03-24,50
2016-03-25,60
2016-03-26,62
2016-03-27,62
2016-03-28,68
2016-03-29,58
2016-03-30,55
2016-03-31,60
2016-04-01,61
2016-04-02,60
2016-04-03,75
2016-04-04,100
2016-04-05,66
2016-04-06,64
2016-04-07,60
2016-04-08,61
2016-04-09,62
2016-04-10,79
2016-04-11,80
2016-04-12,68
2016-04-13,68
2016-04-14,60
2016-04-15,55
2016-04-16,57
2016-04-17,79
2016-04-18,79
2016-04-19,59
2016-04-20,51
2016-04-21,51
2016-04-22,63
2016-04-23,53
2016-04-24,66
2016-04-25,51
2016-04-26,55
2016-04-27,52
2016-04-28,50
2016-04-29,51
2016-04-30,49
2016-05-01,67
2016-05-02,55
2016-05-03,56
2016-05-04,53
