date,ROST
2013-02-19,71
2013-02-20,69
2013-02-21,74
2013-02-22,67
2013-02-23,75
2013-02-24,81
2013-02-25,66
2013-02-26,71
2013-02-27,65
2013-02-28,69
2013-03-01,80
2013-03-02,78
2013-03-03,81
2013-03-04,72
2013-03-05,57
2013-03-06,71
2013-03-07,79
2013-03-08,74
2013-03-09,78
2013-03-10,90
2013-03-11,62
2013-03-12,78
2013-03-13,74
2013-03-14,65
2013-03-15,63
2013-03-16,75
2013-03-17,82
2013-03-18,70
2013-03-19,69
2013-03-20,65
2013-03-21,67
2013-03-22,61
2013-03-23,68
2013-03-24,81
2013-03-25,69
2013-03-26,73
2013-03-27,65
2013-03-28,65
2013-03-29,71
2013-03-30,60
2013-03-31,76
2013-04-01,75
2013-04-02,63
2013-04-03,68
2013-04-04,72
2013-04-05,62
2013-04-06,64
2013-04-07,74
2013-04-08,70
2013-04-09,64
2013-04-10,68
2013-04-11,87
2013-04-12,64
2013-04-13,78
2013-04-14,82
2013-04-15,85
2013-04-16,74
2013-04-17,74
2013-04-18,61
2013-04-19,71
2013-04-20,79
2013-04-21,77
2013-04-22,76
2013-04-23,74
2013-04-24,62
2013-04-25,60
2013-04-26,67
2013-04-27,67
2013-04-28,81
2013-04-29,73
2013-04-30,65
2013-05-01,71
2013-05-02,70
2013-05-03,67
2013-05-04,56
2013-05-05,76
2013-05-06,74
2013-05-07,75
2013-05-08,67
2013-05-09,72
2013-05-10,72
2013-05-11,71
2013-05-12,92
2013-05-13,73
2013-05-14,73
2013-05-15,73
2013-05-16,62
2013-05-17,60
2013-05-18,64
2013-05-19,74
2013-05-20,61
2013-05-21,68
2013-05-22,66
2013-05-23,67
2013-05-24,72
2013-05-25,65
2013-05-26,76
2013-05-27,61
2013-05-28,57
2013-05-29,64
2013-05-30,62
2013-05-31,63
2013-06-01,62
2013-06-02,76
2013-06-03,66
2013-06-04,70
2013-06-05,55
2013-06-06,59
2013-06-07,64
2013-06-08,59
2013-06-09,73
2013-06-10,69
2013-06-11,66
2013-06-12,75
2013-06-13,64
2013-06-14,63
2013-06-15,65
2013-06-16,67
2013-06-17,74
2013-06-18,56
2013-06-19,60
2013-06-20,66
2013-06-21,67
2013-06-22,78
2013-06-23,88
2013-06-24,70
2013-06-25,59
2013-06-26,65
2013-06-27,68
2013-06-28,67
2013-06-29,69
2013-06-30,67
2013-07-01,71
2013-07-02,65
2013-07-03,67
2013-07-04,62
2013-07-05,56
2013-07-06,61
2013-07-07,71
2013-07-08,72
2013-07-09,63
2013-07-10,68
2013-07-11,67
2013-07-12,59
2013-07-13,60
2013-07-14,75
2013-07-15,79
2013-07-16,69
2013-07-17,67
2013-07-18,65
2013-07-19,61
2013-07-20,62
2013-07-21,78
2013-07-22,67
2013-07-23,72
2013-07-24,65
2013-07-25,68
2013-07-26,70
2013-07-27,71
2013-07-28,68
2013-07-29,70
2013-07-30,81
2013-07-31,68
2013-08-01,60
2013-08-02,51
2013-08-03,64
2013-08-04,74
2013-08-05,70
2013-08-06,66
2013-08-07,68
2013-08-08,69
2013-08-09,63
2013-08-10,62
2013-08-11,74
2013-08-12,73
2013-08-13,100
2013-08-14,76
2013-08-15,61
2013-08-16,69
2013-08-17,56
2013-08-18,74
2013-08-19,65
2013-08-20,73
2013-08-21,63
2013-08-22,72
2013-08-23,53
2013-08-24,65
2013-08-25,74
2013-08-26,70
2013-08-27,62
2013-08-28,57
2013-08-29,64
2013-08-30,64
2013-08-31,69
2013-09-01,63
2013-09-02,68
2013-09-03,70
2013-09-04,63
2013-09-05,56
2013-09-06,62
2013-09-07,65
2013-09-08,72
2013-09-09,66
2013-09-10,64
2013-09-11,69
2013-09-12,77
2013-09-13,65
2013-09-14,59
2013-09-15,71
2013-09-16,68
2013-09-17,60
2013-09-18,63
2013-09-19,58
2013-09-20,58
2013-09-21,63
2013-09-22,68
2013-09-23,59
2013-09-24,59
2013-09-25,58
2013-09-26,63
2013-09-27,61
2013-09-28,59
2013-09-29,61
2013-09-30,63
2013-10-01,67
2013-10-02,50
2013-10-03,57
2013-10-04,66
2013-10-05,61
2013-10-06,82
2013-10-07,61
2013-10-08,60
2013-10-09,62
2013-10-10,63
2013-10-11,60
2013-10-12,67
2013-10-13,65
2013-10-14,64
2013-10-15,59
2013-10-16,56
2013-10-17,70
2013-10-18,58
2013-10-19,63
2013-10-20,61
2013-10-21,61
2013-10-22,57
2013-10-23,64
2013-10-24,53
2013-10-25,61
2013-10-26,53
2013-10-27,65
2013-10-28,57
2013-10-29,60
2013-10-30,59
2013-10-31,61
2013-11-01,58
2013-11-02,53
2013-11-03,65
2013-11-04,62
2013-11-05,61
2013-11-06,57
