date,ROST
2011-05-11,79
2011-05-12,79
2011-05-13,69
2011-05-14,76
2011-05-15,88
2011-05-16,80
2011-05-17,78
2011-05-18,65
2011-05-19,74
2011-05-20,52
2011-05-21,56
2011-05-22,71
2011-05-23,74
2011-05-24,78
2011-05-25,59
2011-05-26,58
2011-05-27,59
2011-05-28,67
2011-05-29,80
2011-05-30,88
2011-05-31,66
2011-06-01,54
2011-06-02,53
2011-06-03,78
2011-06-04,59
2011-06-05,65
2011-06-06,59
2011-06-07,69
2011-06-08,61
2011-06-09,67
2011-06-10,60
2011-06-11,63
2011-06-12,65
2011-06-13,67
2011-06-14,73
2011-06-15,85
2011-06-16,59
2011-06-17,64
2011-06-18,67
2011-06-19,83
2011-06-20,74
2011-06-21,68
2011-06-22,52
2011-06-23,72
2011-06-24,81
2011-06-25,65
2011-06-26,83
2011-06-27,73
2011-06-28,79
2011-06-29,68
2011-06-30,59
2011-07-01,66
2011-07-02,65
2011-07-03,74
2011-07-04,76
2011-07-05,66
2011-07-06,61
2011-07-07,57
2011-07-08,70
2011-07-09,59
2011-07-10,69
2011-07-11,80
2011-07-12,57
2011-07-13,82
2011-07-14,80
2011-07-15,63
2011-07-16,74
2011-07-17,100
2011-07-18,84
2011-07-19,70
2011-07-20,74
2011-07-21,60
2011-07-22,68
2011-07-23,69
2011-07-24,65
2011-07-25,71
2011-07-26,68
2011-07-27,73
2011-07-28,70
2011-07-29,64
2011-07-30,59
2011-07-31,90
2011-08-01,78
2011-08-02,81
2011-08-03,87
2011-08-04,74
2011-08-05,63
2011-08-06,61
2011-08-07,84
2011-08-08,68
2011-08-09,56
2011-08-10,58
2011-08-11,76
2011-08-12,74
2011-08-13,64
2011-08-14,86
2011-08-15,78
2011-08-16,88
2011-08-17,65
2011-08-18,87
2011-08-19,68
2011-08-20,66
2011-08-21,64
2011-08-22,79
2011-08-23,66
2011-08-24,56
2011-08-25,76
2011-08-26,72
2011-08-27,69
2011-08-28,64
2011-08-29,91
2011-08-30,68
2011-08-31,77
2011-09-01,63
2011-09-02,65
2011-09-03,73
2011-09-04,77
2011-09-05,81
2011-09-06,71
2011-09-07,61
2011-09-08,66
2011-09-09,74
2011-09-10,54
2011-09-11,71
2011-09-12,63
2011-09-13,66
2011-09-14,64
2011-09-15,60
2011-09-16,62
2011-09-17,71
2011-09-18,79
2011-09-19,87
2011-09-20,93
2011-09-21,73
2011-09-22,74
2011-09-23,57
2011-09-24,69
2011-09-25,74
2011-09-26,77
2011-09-27,61
2011-09-28,65
2011-09-29,68
2011-09-30,63
2011-10-01,51
2011-10-02,74
2011-10-03,59
2011-10-04,73
2011-10-05,73
2011-10-06,60
2011-10-07,78
2011-10-08,61
2011-10-09,87
2011-10-10,84
2011-10-11,54
2011-10-12,69
2011-10-13,64
2011-10-14,58
2011-10-15,70
2011-10-16,72
2011-10-17,81
2011-10-18,58
2011-10-19,68
2011-10-20,62
2011-10-21,55
2011-10-22,70
2011-10-23,80
2011-10-24,77
2011-10-25,86
2011-10-26,74
2011-10-27,76
2011-10-28,55
2011-10-29,67
2011-10-30,74
2011-10-31,79
2011-11-01,58
2011-11-02,64
2011-11-03,54
2011-11-04,53
2011-11-05,73
2011-11-06,68
2011-11-07,65
2011-11-08,80
2011-11-09,49
2011-11-10,69
2011-11-11,56
2011-11-12,61
2011-11-13,74
2011-11-14,70
2011-11-15,61
2011-11-16,56
2011-11-17,59
2011-11-18,68
2011-11-19,74
2011-11-20,79
2011-11-21,71
2011-11-22,65
2011-11-23,64
2011-11-24,67
2011-11-25,56
2011-11-26,62
2011-11-27,60
2011-11-28,65
2011-11-29,61
2011-11-30,54
2011-12-01,59
2011-12-02,54
2011-12-03,61
2011-12-04,81
2011-12-05,68
2011-12-06,57
2011-12-07,59
2011-12-08,59
2011-12-09,59
2011-12-10,53
2011-12-11,67
2011-12-12,70
2011-12-13,64
2011-12-14,53
2011-12-15,69
2011-12-16,62
2011-12-17,64
2011-12-18,78
2011-12-19,72
2011-12-20,66
2011-12-21,70
2011-12-22,61
2011-12-23,43
2011-12-24,71
2011-12-25,78
2011-12-26,58
2011-12-27,55
2011-12-28,62
2011-12-29,52
2011-12-30,71
2011-12-31,53
2012-01-01,54
2012-01-02,71
2012-01-03,77
2012-01-04,59
2012-01-05,61
2012-01-06,60
2012-01-07,62
2012-01-08,65
2012-01-09,65
2012-01-10,56
2012-01-11,65
2012-01-12,54
2012-01-13,60
2012-01-14,62
2012-01-15,69
2012-01-16,62
2012-01-17,64
2012-01-18,54
2012-01-19,49
2012-01-20,55
2012-01-21,55
2012-01-22,64
2012-01-23,65
2012-01-24,63
2012-01-25,67
2012-01-26,67
