date,ROST
2011-09-18,84
2011-09-19,81
2011-09-20,84
2011-09-21,67
2011-09-22,65
2011-09-23,64
2011-09-24,66
2011-09-25,66
2011-09-26,68
2011-09-27,70
2011-09-28,74
2011-09-29,78
2011-09-30,66
2011-10-01,62
2011-10-02,63
2011-10-03,69
2011-10-04,74
2011-10-05,70
2011-10-06,61
2011-10-07,68
2011-10-08,57
2011-10-09,87
2011-10-10,79
2011-10-11,60
2011-10-12,74
2011-10-13,62
2011-10-14,69
2011-10-15,49
2011-10-16,76
2011-10-17,86
2011-10-18,59
2011-10-19,57
2011-10-20,67
2011-10-21,63
2011-10-22,69
2011-10-23,79
2011-10-24,86
2011-10-25,82
2011-10-26,73
2011-10-27,79
2011-10-28,61
2011-10-29,65
2011-10-30,69
2011-10-31,62
2011-11-01,77
2011-11-02,59
2011-11-03,73
2011-11-04,65
2011-11-05,65
2011-11-06,57
2011-11-07,80
2011-11-08,89
2011-11-09,55
2011-11-10,67
2011-11-11,56
2011-11-12,69
2011-11-13,68
2011-11-14,64
2011-11-15,67
2011-11-16,57
2011-11-17,70
2011-11-18,61
2011-11-19,70
2011-11-20,68
2011-11-21,69
2011-11-22,69
2011-11-23,62
2011-11-24,63
2011-11-25,54
2011-11-26,59
2011-11-27,51
2011-11-28,56
2011-11-29,59
2011-11-30,58
2011-12-01,56
2011-12-02,57
2011-12-03,60
2011-12-04,73
2011-12-05,69
2011-12-06,54
2011-12-07,61
2011-12-08,61
2011-12-09,70
2011-12-10,53
2011-12-11,74
2011-12-12,64
2011-12-13,66
2011-12-14,66
2011-12-15,64
2011-12-16,60
2011-12-17,60
2011-12-18,70
2011-12-19,80
2011-12-20,57
2011-12-21,61
2011-12-22,59
2011-12-23,52
2011-12-24,76
2011-12-25,75
2011-12-26,54
2011-12-27,57
2011-12-28,45
2011-12-29,50
2011-12-30,73
2011-12-31,53
2012-01-01,64
2012-01-02,69
2012-01-03,70
2012-01-04,56
2012-01-05,57
2012-01-06,48
2012-01-07,62
2012-01-08,75
2012-01-09,54
2012-01-10,59
2012-01-11,62
2012-01-12,54
2012-01-13,61
2012-01-14,61
2012-01-15,78
2012-01-16,59
2012-01-17,57
2012-01-18,63
2012-01-19,55
2012-01-20,67
2012-01-21,58
2012-01-22,59
2012-01-23,65
2012-01-24,61
2012-01-25,66
2012-01-26,52
2012-01-27,73
2012-01-28,63
2012-01-29,64
2012-01-30,53
2012-01-31,59
2012-02-01,67
2012-02-02,49
2012-02-03,55
2012-02-04,51
2012-02-05,68
2012-02-06,57
2012-02-07,61
2012-02-08,52
2012-02-09,52
2012-02-10,59
2012-02-11,61
2012-02-12,60
2012-02-13,67
2012-02-14,60
2012-02-15,54
2012-02-16,59
2012-02-17,64
2012-02-18,50
2012-02-19,80
2012-02-20,70
2012-02-21,64
2012-02-22,65
2012-02-23,68
2012-02-24,63
2012-02-25,60
2012-02-26,82
2012-02-27,63
2012-02-28,63
2012-02-29,59
2012-03-01,64
2012-03-02,64
2012-03-03,61
2012-03-04,62
2012-03-05,78
2012-03-06,78
2012-03-07,83
2012-03-08,75
2012-03-09,53
2012-03-10,64
2012-03-11,81
2012-03-12,71
2012-03-13,70
2012-03-14,70
2012-03-15,80
2012-03-16,71
2012-03-17,64
2012-03-18,65
2012-03-19,80
2012-03-20,64
2012-03-21,61
2012-03-22,58
2012-03-23,62
2012-03-24,80
2012-03-25,74
2012-03-26,61
2012-03-27,63
2012-03-28,70
2012-03-29,71
2012-03-30,66
2012-03-31,62
2012-04-01,60
2012-04-02,62
2012-04-03,75
2012-04-04,72
2012-04-05,63
2012-04-06,55
2012-04-07,56
2012-04-08,58
2012-04-09,69
2012-04-10,56
2012-04-11,73
2012-04-12,75
2012-04-13,53
2012-04-14,70
2012-04-15,100
2012-04-16,68
2012-04-17,67
2012-04-18,63
2012-04-19,64
2012-04-20,56
2012-04-21,65
2012-04-22,81
2012-04-23,69
2012-04-24,67
2012-04-25,78
2012-04-26,60
2012-04-27,60
2012-04-28,66
2012-04-29,68
2012-04-30,62
2012-05-01,70
2012-05-02,74
2012-05-03,81
2012-05-04,64
2012-05-05,73
2012-05-06,75
2012-05-07,76
2012-05-08,68
2012-05-09,69
2012-05-10,61
2012-05-11,56
2012-05-12,52
2012-05-13,62
2012-05-14,72
2012-05-15,63
2012-05-16,61
2012-05-17,61
2012-05-18,62
2012-05-19,55
2012-05-20,66
2012-05-21,74
2012-05-22,70
2012-05-23,58
2012-05-24,65
2012-05-25,75
2012-05-26,68
2012-05-27,77
2012-05-28,59
2012-05-29,72
2012-05-30,61
2012-05-31,61
2012-06-01,72
2012-06-02,63
2012-06-03,61
2012-06-04,69
