date,ROST
2015-04-10,80
2015-04-11,96
2015-04-12,100
2015-04-13,70
2015-04-14,77
2015-04-15,72
2015-04-16,72
2015-04-17,75
2015-04-18,80
2015-04-19,89
2015-04-20,75
2015-04-21,80
2015-04-22,67
2015-04-23,59
2015-04-24,68
2015-04-25,69
2015-04-26,77
2015-04-27,75
2015-04-28,71
2015-04-29,78
2015-04-30,66
2015-05-01,69
2015-05-02,75
2015-05-03,84
2015-05-04,76
2015-05-05,69
2015-05-06,74
2015-05-07,67
2015-05-08,63
2015-05-09,77
2015-05-10,83
2015-05-11,69
2015-05-12,59
2015-05-13,64
2015-05-14,73
2015-05-15,73
2015-05-16,64
2015-05-17,81
2015-05-18,75
2015-05-19,72
2015-05-20,69
2015-05-21,64
2015-05-22,67
2015-05-23,66
2015-05-24,65
2015-05-25,72
2015-05-26,77
2015-05-27,64
2015-05-28,64
2015-05-29,71
2015-05-30,74
2015-05-31,76
2015-06-01,70
2015-06-02,66
2015-06-03,65
2015-06-04,68
2015-06-05,60
2015-06-06,66
2015-06-07,72
2015-06-08,74
2015-06-09,66
2015-06-10,68
2015-06-11,65
2015-06-12,66
2015-06-13,64
2015-06-14,73
2015-06-15,69
2015-06-16,66
2015-06-17,67
2015-06-18,71
2015-06-19,62
2015-06-20,61
2015-06-21,83
2015-06-22,72
2015-06-23,69
2015-06-24,72
2015-06-25,65
2015-06-26,65
2015-06-27,67
2015-06-28,63
2015-06-29,58
2015-06-30,66
2015-07-01,63
2015-07-02,62
2015-07-03,52
2015-07-04,54
2015-07-05,59
2015-07-06,71
2015-07-07,66
2015-07-08,68
2015-07-09,64
2015-07-10,66
2015-07-11,66
2015-07-12,70
2015-07-13,78
2015-07-14,65
2015-07-15,62
2015-07-16,60
2015-07-17,55
2015-07-18,60
2015-07-19,86
2015-07-20,69
2015-07-21,69
2015-07-22,66
2015-07-23,67
2015-07-24,69
2015-07-25,58
2015-07-26,76
2015-07-27,67
2015-07-28,62
2015-07-29,61
2015-07-30,64
2015-07-31,60
2015-08-01,64
2015-08-02,72
2015-08-03,73
2015-08-04,70
2015-08-05,66
2015-08-06,64
2015-08-07,64
2015-08-08,62
2015-08-09,66
2015-08-10,71
2015-08-11,76
2015-08-12,73
2015-08-13,64
2015-08-14,66
2015-08-15,68
2015-08-16,78
2015-08-17,67
2015-08-18,68
2015-08-19,69
2015-08-20,69
2015-08-21,60
2015-08-22,62
2015-08-23,75
2015-08-24,68
2015-08-25,66
2015-08-26,65
2015-08-27,68
2015-08-28,64
2015-08-29,59
2015-08-30,70
2015-08-31,62
2015-09-01,61
2015-09-02,65
2015-09-03,64
2015-09-04,58
2015-09-05,64
2015-09-06,61
2015-09-07,61
2015-09-08,58
2015-09-09,57
2015-09-10,61
2015-09-11,52
2015-09-12,53
2015-09-13,62
2015-09-14,58
2015-09-15,63
2015-09-16,57
2015-09-17,63
2015-09-18,61
2015-09-19,56
2015-09-20,64
2015-09-21,64
2015-09-22,63
2015-09-23,62
2015-09-24,54
2015-09-25,58
2015-09-26,67
2015-09-27,68
2015-09-28,61
2015-09-29,63
2015-09-30,57
2015-10-01,55
2015-10-02,57
2015-10-03,55
2015-10-04,66
2015-10-05,62
2015-10-06,58
2015-10-07,61
2015-10-08,54
2015-10-09,59
2015-10-10,55
2015-10-11,60
2015-10-12,61
2015-10-13,59
2015-10-14,55
2015-10-15,58
2015-10-16,54
2015-10-17,59
2015-10-18,72
2015-10-19,55
2015-10-20,60
2015-10-21,56
2015-10-22,53
2015-10-23,56
2015-10-24,61
2015-10-25,72
2015-10-26,59
2015-10-27,63
2015-10-28,49
2015-10-29,55
2015-10-30,70
2015-10-31,57
2015-11-01,71
2015-11-02,61
2015-11-03,66
2015-11-04,60
2015-11-05,58
2015-11-06,56
2015-11-07,61
2015-11-08,67
2015-11-09,69
2015-11-10,59
2015-11-11,60
2015-11-12,76
2015-11-13,60
2015-11-14,59
2015-11-15,72
2015-11-16,64
2015-11-17,65
2015-11-18,60
2015-11-19,61
2015-11-20,59
2015-11-21,67
2015-11-22,74
2015-11-23,63
2015-11-24,56
2015-11-25,56
2015-11-26,63
2015-11-27,58
2015-11-28,59
2015-11-29,62
2015-11-30,55
2015-12-01,60
2015-12-02,54
2015-12-03,56
2015-12-04,54
2015-12-05,56
2015-12-06,62
2015-12-07,63
2015-12-08,60
2015-12-09,71
2015-12-10,56
2015-12-11,53
2015-12-12,63
2015-12-13,60
2015-12-14,62
2015-12-15,65
2015-12-16,53
2015-12-17,59
2015-12-18,56
2015-12-19,57
2015-12-20,66
2015-12-21,57
2015-12-22,62
2015-12-23,70
2015-12-24,64
2015-12-25,74
2015-12-26,53
