date,ROST
2012-06-04,48
2012-06-05,37
2012-06-06,32
2012-06-07,40
2012-06-08,45
2012-06-09,34
2012-06-10,46
2012-06-11,48
2012-06-12,41
2012-06-13,42
2012-06-14,43
2012-06-15,41
2012-06-16,37
2012-06-17,41
2012-06-18,43
2012-06-19,39
2012-06-20,47
2012-06-21,41
2012-06-22,33
2012-06-23,39
2012-06-24,38
2012-06-25,48
2012-06-26,38
2012-06-27,42
2012-06-28,38
2012-06-29,37
2012-06-30,34
2012-07-01,36
2012-07-02,54
2012-07-03,39
2012-07-04,42
2012-07-05,41
2012-07-06,40
2012-07-07,35
2012-07-08,43
2012-07-09,40
2012-07-10,49
2012-07-11,47
2012-07-12,46
2012-07-13,33
2012-07-14,39
2012-07-15,48
2012-07-16,43
2012-07-17,36
2012-07-18,44
2012-07-19,41
2012-07-20,37
2012-07-21,36
2012-07-22,40
2012-07-23,43
2012-07-24,50
2012-07-25,48
2012-07-26,31
2012-07-27,33
2012-07-28,53
2012-07-29,43
2012-07-30,45
2012-07-31,39
2012-08-01,37
2012-08-02,41
2012-08-03,43
2012-08-04,48
2012-08-05,43
2012-08-06,46
2012-08-07,44
2012-08-08,42
2012-08-09,42
2012-08-10,39
2012-08-11,42
2012-08-12,40
2012-08-13,46
2012-08-14,49
2012-08-15,46
2012-08-16,38
2012-08-17,37
2012-08-18,35
2012-08-19,50
2012-08-20,45
2012-08-21,48
2012-08-22,43
2012-08-23,46
2012-08-24,40
2012-08-25,40
2012-08-26,64
2012-08-27,47
2012-08-28,42
2012-08-29,45
2012-08-30,43
2012-08-31,41
2012-09-01,45
2012-09-02,42
2012-09-03,54
2012-09-04,49
2012-09-05,45
2012-09-06,38
2012-09-07,45
2012-09-08,34
2012-09-09,45
2012-09-10,38
2012-09-11,43
2012-09-12,43
2012-09-13,32
2012-09-14,34
2012-09-15,39
2012-09-16,48
2012-09-17,38
2012-09-18,39
2012-09-19,45
2012-09-20,38
2012-09-21,34
2012-09-22,46
2012-09-23,42
2012-09-24,48
2012-09-25,47
2012-09-26,38
2012-09-27,51
2012-09-28,44
2012-09-29,37
2012-09-30,42
2012-10-01,52
2012-10-02,45
2012-10-03,50
2012-10-04,44
2012-10-05,39
2012-10-06,37
2012-10-07,41
2012-10-08,40
2012-10-09,50
2012-10-10,45
2012-10-11,39
2012-10-12,48
2012-10-13,39
2012-10-14,47
2012-10-15,44
2012-10-16,36
2012-10-17,39
2012-10-18,34
2012-10-19,35
2012-10-20,34
2012-10-21,47
2012-10-22,40
2012-10-23,45
2012-10-24,39
2012-10-25,36
2012-10-26,36
2012-10-27,29
2012-10-28,36
2012-10-29,41
2012-10-30,41
2012-10-31,34
2012-11-01,39
2012-11-02,40
2012-11-03,41
2012-11-04,50
2012-11-05,41
2012-11-06,37
2012-11-07,39
2012-11-08,44
2012-11-09,37
2012-11-10,33
2012-11-11,43
2012-11-12,40
2012-11-13,43
2012-11-14,39
2012-11-15,45
2012-11-16,35
2012-11-17,37
2012-11-18,51
2012-11-19,45
2012-11-20,49
2012-11-21,41
2012-11-22,43
2012-11-23,41
2012-11-24,29
2012-11-25,40
2012-11-26,40
2012-11-27,39
2012-11-28,39
2012-11-29,39
2012-11-30,30
2012-12-01,35
2012-12-02,38
2012-12-03,42
2012-12-04,48
2012-12-05,36
2012-12-06,36
2012-12-07,27
2012-12-08,37
2012-12-09,45
2012-12-10,41
2012-12-11,34
2012-12-12,35
2012-12-13,32
2012-12-14,33
2012-12-15,40
2012-12-16,44
2012-12-17,42
2012-12-18,37
2012-12-19,35
2012-12-20,38
2012-12-21,30
2012-12-22,35
2012-12-23,47
2012-12-24,41
2012-12-25,53
2012-12-26,40
2012-12-27,43
2012-12-28,37
2012-12-29,49
2012-12-30,53
2012-12-31,32
2013-01-01,49
2013-01-02,52
2013-01-03,54
2013-01-04,47
2013-01-05,49
2013-01-06,55
2013-01-07,54
2013-01-08,58
2013-01-09,68
2013-01-10,100
2013-01-11,82
2013-01-12,86
2013-01-13,90
2013-01-14,71
2013-01-15,61
2013-01-16,56
2013-01-17,63
2013-01-18,65
2013-01-19,69
2013-01-20,85
2013-01-21,53
2013-01-22,54
2013-01-23,55
2013-01-24,50
2013-01-25,60
2013-01-26,76
2013-01-27,77
2013-01-28,54
2013-01-29,52
2013-01-30,46
2013-01-31,55
2013-02-01,52
2013-02-02,75
2013-02-03,76
2013-02-04,45
2013-02-05,51
2013-02-06,54
2013-02-07,48
2013-02-08,59
2013-02-09,53
2013-02-10,59
2013-02-11,43
2013-02-12,57
2013-02-13,46
2013-02-14,50
2013-02-15,50
2013-02-16,52
2013-02-17,59
2013-02-18,47
2013-02-19,42
