date,ROST
2016-05-04,73
2016-05-05,77
2016-05-06,77
2016-05-07,79
2016-05-08,100
2016-05-09,89
2016-05-10,91
2016-05-11,79
2016-05-12,79
2016-05-13,79
2016-05-14,80
2016-05-15,87
2016-05-16,84
2016-05-17,91
2016-05-18,75
2016-05-19,88
2016-05-20,87
2016-05-21,86
2016-05-22,78
2016-05-23,87
2016-05-24,77
2016-05-25,80
2016-05-26,77
2016-05-27,80
2016-05-28,80
2016-05-29,93
2016-05-30,87
2016-05-31,73
2016-06-01,83
2016-06-02,76
2016-06-03,80
2016-06-04,91
2016-06-05,89
2016-06-06,78
2016-06-07,83
2016-06-08,89
2016-06-09,72
2016-06-10,78
2016-06-11,93
2016-06-12,97
2016-06-13,74
2016-06-14,70
2016-06-15,73
2016-06-16,76
2016-06-17,69
2016-06-18,87
2016-06-19,100
2016-06-20,81
2016-06-21,86
2016-06-22,74
2016-06-23,73
2016-06-24,57
2016-06-25,74
2016-06-26,95
2016-06-27,71
2016-06-28,88
2016-06-29,73
2016-06-30,96
2016-07-01,78
2016-07-02,76
2016-07-03,100
2016-07-04,81
2016-07-05,73
2016-07-06,86
2016-07-07,80
2016-07-08,74
2016-07-09,85
2016-07-10,84
2016-07-11,71
2016-07-12,74
2016-07-13,77
2016-07-14,68
2016-07-15,69
2016-07-16,78
2016-07-17,78
2016-07-18,85
2016-07-19,77
2016-07-20,73
2016-07-21,84
2016-07-22,79
2016-07-23,68
2016-07-24,86
2016-07-25,80
2016-07-26,72
2016-07-27,71
2016-07-28,86
2016-07-29,75
2016-07-30,81
2016-07-31,96
2016-08-01,86
2016-08-02,75
2016-08-03,82
2016-08-04,76
2016-08-05,65
2016-08-06,74
2016-08-07,84
2016-08-08,81
2016-08-09,78
2016-08-10,68
2016-08-11,81
2016-08-12,74
2016-08-13,80
2016-08-14,85
2016-08-15,71
2016-08-16,78
2016-08-17,75
2016-08-18,74
2016-08-19,77
2016-08-20,85
2016-08-21,81
2016-08-22,85
2016-08-23,72
2016-08-24,78
2016-08-25,71
2016-08-26,75
2016-08-27,67
2016-08-28,88
2016-08-29,82
2016-08-30,79
2016-08-31,73
2016-09-01,73
2016-09-02,82
2016-09-03,79
2016-09-04,84
2016-09-05,83
2016-09-06,85
2016-09-07,72
2016-09-08,76
2016-09-09,74
2016-09-10,83
2016-09-11,77
2016-09-12,85
2016-09-13,85
2016-09-14,79
2016-09-15,78
2016-09-16,76
2016-09-17,69
2016-09-18,96
2016-09-19,72
2016-09-20,73
2016-09-21,74
2016-09-22,74
2016-09-23,74
2016-09-24,76
2016-09-25,84
2016-09-26,81
2016-09-27,76
2016-09-28,78
2016-09-29,77
2016-09-30,77
2016-10-01,75
2016-10-02,74
2016-10-03,69
2016-10-04,74
2016-10-05,68
2016-10-06,68
2016-10-07,68
2016-10-08,61
2016-10-09,73
2016-10-10,67
2016-10-11,68
2016-10-12,71
2016-10-13,80
2016-10-14,66
2016-10-15,78
2016-10-16,96
2016-10-17,82
2016-10-18,76
2016-10-19,82
2016-10-20,69
2016-10-21,68
2016-10-22,81
2016-10-23,89
2016-10-24,77
2016-10-25,77
2016-10-26,72
2016-10-27,73
2016-10-28,65
2016-10-29,91
2016-10-30,81
2016-10-31,66
2016-11-01,75
2016-11-02,75
2016-11-03,65
2016-11-04,77
2016-11-05,76
2016-11-06,88
2016-11-07,67
2016-11-08,71
2016-11-09,53
2016-11-10,72
2016-11-11,63
2016-11-12,67
2016-11-13,80
2016-11-14,69
2016-11-15,63
2016-11-16,71
2016-11-17,74
2016-11-18,74
2016-11-19,86
2016-11-20,93
2016-11-21,69
2016-11-22,75
2016-11-23,73
2016-11-24,82
2016-11-25,68
2016-11-26,64
2016-11-27,73
2016-11-28,75
2016-11-29,69
2016-11-30,73
2016-12-01,66
2016-12-02,66
2016-12-03,53
2016-12-04,66
2016-12-05,73
2016-12-06,72
2016-12-07,72
2016-12-08,68
2016-12-09,74
2016-12-10,63
2016-12-11,80
2016-12-12,80
2016-12-13,67
2016-12-14,72
2016-12-15,73
2016-12-16,66
2016-12-17,70
2016-12-18,74
2016-12-19,73
2016-12-20,65
2016-12-21,68
2016-12-22,71
2016-12-23,67
2016-12-24,73
2016-12-25,91
2016-12-26,53
2016-12-27,72
2016-12-28,75
2016-12-29,74
2016-12-30,66
2016-12-31,61
2017-01-01,72
2017-01-02,74
2017-01-03,75
2017-01-04,72
2017-01-05,73
2017-01-06,67
2017-01-07,75
2017-01-08,85
2017-01-09,81
2017-01-10,74
2017-01-11,70
2017-01-12,75
2017-01-13,74
2017-01-14,76
2017-01-15,93
2017-01-16,77
2017-01-17,66
2017-01-18,83
2017-01-19,76
