date,FOXA,isPartial
2012-06-04,37,False
2012-06-05,52,False
2012-06-06,30,False
2012-06-07,31,False
2012-06-08,32,False
2012-06-09,0,False
2012-06-10,19,False
2012-06-11,22,False
2012-06-12,29,False
2012-06-13,30,False
2012-06-14,38,False
2012-06-15,32,False
2012-06-16,37,False
2012-06-17,37,False
2012-06-18,22,False
2012-06-19,37,False
2012-06-20,30,False
2012-06-21,8,False
2012-06-22,32,False
2012-06-23,19,False
2012-06-24,28,False
2012-06-25,59,False
2012-06-26,45,False
2012-06-27,31,False
2012-06-28,61,False
2012-06-29,16,False
2012-06-30,19,False
2012-07-01,19,False
2012-07-02,30,False
2012-07-03,100,False
2012-07-04,32,False
2012-07-05,31,False
2012-07-06,40,False
2012-07-07,29,False
2012-07-08,38,False
2012-07-09,60,False
2012-07-10,15,False
2012-07-11,31,False
2012-07-12,15,False
2012-07-13,8,False
2012-07-14,48,False
2012-07-15,56,False
2012-07-16,69,False
2012-07-17,45,False
2012-07-18,23,False
2012-07-19,23,False
2012-07-20,32,False
2012-07-21,19,False
2012-07-22,0,False
2012-07-23,31,False
2012-07-24,46,False
2012-07-25,15,False
2012-07-26,23,False
2012-07-27,49,False
2012-07-28,9,False
2012-07-29,19,False
2012-07-30,30,False
2012-07-31,31,False
2012-08-01,0,False
2012-08-02,47,False
2012-08-03,24,False
2012-08-04,19,False
2012-08-05,19,False
2012-08-06,46,False
2012-08-07,61,False
2012-08-08,8,False
2012-08-09,23,False
2012-08-10,8,False
2012-08-11,28,False
2012-08-12,10,False
2012-08-13,15,False
2012-08-14,46,False
2012-08-15,24,False
2012-08-16,23,False
2012-08-17,25,False
2012-08-18,0,False
2012-08-19,29,False
2012-08-20,8,False
2012-08-21,46,False
2012-08-22,46,False
2012-08-23,54,False
2012-08-24,16,False
2012-08-25,37,False
2012-08-26,37,False
2012-08-27,52,False
2012-08-28,29,False
2012-08-29,37,False
2012-08-30,45,False
2012-08-31,16,False
2012-09-01,27,False
2012-09-02,18,False
2012-09-03,54,False
2012-09-04,51,False
2012-09-05,22,False
2012-09-06,45,False
2012-09-07,63,False
2012-09-08,37,False
2012-09-09,18,False
2012-09-10,58,False
2012-09-11,14,False
2012-09-12,58,False
2012-09-13,7,False
2012-09-14,31,False
2012-09-15,27,False
2012-09-16,18,False
2012-09-17,51,False
2012-09-18,44,False
2012-09-19,58,False
2012-09-20,37,False
2012-09-21,46,False
2012-09-22,35,False
2012-09-23,34,False
2012-09-24,94,False
2012-09-25,29,False
2012-09-26,58,False
2012-09-27,15,False
2012-09-28,8,False
2012-09-29,17,False
2012-09-30,9,False
2012-10-01,50,False
2012-10-02,22,False
2012-10-03,22,False
2012-10-04,7,False
2012-10-05,37,False
2012-10-06,17,False
