date,FOXA,isPartial
2012-10-12,18,False
2012-10-13,21,False
2012-10-14,50,False
2012-10-15,92,False
2012-10-16,41,False
2012-10-17,17,False
2012-10-18,42,False
2012-10-19,44,False
2012-10-20,41,False
2012-10-21,50,False
2012-10-22,67,False
2012-10-23,33,False
2012-10-24,67,False
2012-10-25,60,False
2012-10-26,18,False
2012-10-27,42,False
2012-10-28,49,False
2012-10-29,66,False
2012-10-30,57,False
2012-10-31,17,False
2012-11-01,71,False
2012-11-02,27,False
2012-11-03,20,False
2012-11-04,29,False
2012-11-05,49,False
2012-11-06,8,False
2012-11-07,40,False
2012-11-08,34,False
2012-11-09,18,False
2012-11-10,20,False
2012-11-11,69,False
2012-11-12,42,False
2012-11-13,50,False
2012-11-14,67,False
2012-11-15,34,False
2012-11-16,69,False
2012-11-17,20,False
2012-11-18,58,False
2012-11-19,41,False
2012-11-20,24,False
2012-11-21,50,False
2012-11-22,52,False
2012-11-23,26,False
2012-11-24,29,False
2012-11-25,29,False
2012-11-26,64,False
2012-11-27,48,False
2012-11-28,16,False
2012-11-29,33,False
2012-11-30,17,False
2012-12-01,39,False
2012-12-02,19,False
2012-12-03,48,False
2012-12-04,64,False
2012-12-05,57,False
2012-12-06,41,False
2012-12-07,34,False
2012-12-08,10,False
2012-12-09,9,False
2012-12-10,24,False
2012-12-11,40,False
2012-12-12,49,False
2012-12-13,49,False
2012-12-14,51,False
2012-12-15,19,False
2012-12-16,29,False
2012-12-17,41,False
2012-12-18,65,False
2012-12-19,17,False
2012-12-20,42,False
2012-12-21,36,False
2012-12-22,30,False
2012-12-23,31,False
2012-12-24,21,False
2012-12-25,65,False
2012-12-26,37,False
2012-12-27,26,False
2012-12-28,44,False
2012-12-29,0,False
2012-12-30,40,False
2012-12-31,50,False
2013-01-01,0,False
2013-01-02,25,False
2013-01-03,32,False
2013-01-04,33,False
2013-01-05,28,False
2013-01-06,0,False
2013-01-07,48,False
2013-01-08,24,False
2013-01-09,39,False
2013-01-10,16,False
2013-01-11,8,False
2013-01-12,9,False
2013-01-13,54,False
2013-01-14,31,False
2013-01-15,54,False
2013-01-16,39,False
2013-01-17,39,False
2013-01-18,40,False
2013-01-19,18,False
2013-01-20,36,False
2013-01-21,68,False
2013-01-22,46,False
2013-01-23,31,False
2013-01-24,8,False
2013-01-25,48,False
2013-01-26,18,False
2013-01-27,45,False
2013-01-28,23,False
2013-01-29,38,False
2013-01-30,0,False
2013-01-31,54,False
2013-02-01,40,False
2013-02-02,27,False
2013-02-03,18,False
2013-02-04,100,False
2013-02-05,23,False
2013-02-06,15,False
2013-02-07,47,False
2013-02-08,32,False
2013-02-09,9,False
2013-02-10,9,False
2013-02-11,39,False
2013-02-12,63,False
2013-02-13,78,False
2013-02-14,55,False
2013-02-15,65,False
2013-02-16,9,False
2013-02-17,18,False
2013-02-18,30,False
2013-02-19,53,False
2013-02-20,38,False
2013-02-21,46,False
2013-02-22,47,False
2013-02-23,27,False
2013-02-24,27,False
2013-02-25,22,False
2013-02-26,68,False
2013-02-27,38,False
2013-02-28,53,False
2013-03-01,40,False
2013-03-02,36,False
2013-03-03,18,False
2013-03-04,30,False
2013-03-05,99,False
2013-03-06,45,False
2013-03-07,53,False
2013-03-08,31,False
2013-03-09,71,False
2013-03-10,35,False
2013-03-11,52,False
2013-03-12,37,False
2013-03-13,29,False
2013-03-14,37,False
2013-03-15,16,False
2013-03-16,26,False
2013-03-17,43,False
2013-03-18,15,False
2013-03-19,30,False
2013-03-20,30,False
2013-03-21,45,False
2013-03-22,54,False
2013-03-23,44,False
2013-03-24,35,False
2013-03-25,52,False
2013-03-26,52,False
2013-03-27,38,False
2013-03-28,24,False
2013-03-29,17,False
2013-03-30,46,False
2013-03-31,56,False
2013-04-01,23,False
2013-04-02,67,False
2013-04-03,45,False
2013-04-04,75,False
2013-04-05,23,False
2013-04-06,71,False
2013-04-07,26,False
2013-04-08,66,False
2013-04-09,44,False
2013-04-10,15,False
2013-04-11,23,False
2013-04-12,62,False
2013-04-13,27,False
2013-04-14,27,False
2013-04-15,45,False
2013-04-16,37,False
2013-04-17,45,False
2013-04-18,60,False
2013-04-19,70,False
2013-04-20,9,False
2013-04-21,36,False
2013-04-22,22,False
2013-04-23,7,False
2013-04-24,90,False
2013-04-25,15,False
2013-04-26,39,False
2013-04-27,71,False
2013-04-28,80,False
2013-04-29,37,False
2013-04-30,22,False
2013-05-01,57,False
2013-05-02,15,False
2013-05-03,16,False
2013-05-04,18,False
2013-05-05,0,False
2013-05-06,23,False
2013-05-07,37,False
2013-05-08,38,False
2013-05-09,15,False
2013-05-10,40,False
2013-05-11,18,False
2013-05-12,0,False
2013-05-13,29,False
2013-05-14,44,False
2013-05-15,44,False
2013-05-16,30,False
2013-05-17,31,False
2013-05-18,36,False
2013-05-19,9,False
2013-05-20,15,False
2013-05-21,66,False
2013-05-22,44,False
2013-05-23,44,False
2013-05-24,39,False
2013-05-25,9,False
2013-05-26,27,False
2013-05-27,45,False
2013-05-28,36,False
2013-05-29,44,False
2013-05-30,45,False
2013-05-31,31,False
2013-06-01,9,False
2013-06-02,35,False
2013-06-03,22,False
2013-06-04,29,False
2013-06-05,37,False
2013-06-06,44,False
2013-06-07,46,False
2013-06-08,9,False
2013-06-09,9,False
2013-06-10,36,False
2013-06-11,36,False
2013-06-12,36,False
2013-06-13,30,False
2013-06-14,39,False
2013-06-15,9,False
2013-06-16,9,False
2013-06-17,36,False
2013-06-18,37,False
2013-06-19,37,False
2013-06-20,60,False
2013-06-21,39,False
2013-06-22,37,False
2013-06-23,18,False
2013-06-24,15,False
2013-06-25,15,False
2013-06-26,52,False
2013-06-27,37,False
2013-06-28,47,False
2013-06-29,19,False
