date,FOXA,isPartial
2016-05-04,56,False
2016-05-05,17,False
2016-05-06,26,False
2016-05-07,19,False
2016-05-08,28,False
2016-05-09,49,False
2016-05-10,32,False
2016-05-11,24,False
2016-05-12,24,False
2016-05-13,25,False
2016-05-14,9,False
2016-05-15,18,False
2016-05-16,24,False
2016-05-17,16,False
2016-05-18,47,False
2016-05-19,48,False
2016-05-20,42,False
2016-05-21,19,False
2016-05-22,19,False
2016-05-23,31,False
2016-05-24,8,False
2016-05-25,24,False
2016-05-26,25,False
2016-05-27,34,False
2016-05-28,38,False
2016-05-29,9,False
2016-05-30,25,False
2016-05-31,32,False
2016-06-01,49,False
2016-06-02,49,False
2016-06-03,60,False
2016-06-04,10,False
2016-06-05,28,False
2016-06-06,24,False
2016-06-07,24,False
2016-06-08,49,False
2016-06-09,8,False
2016-06-10,60,False
2016-06-11,28,False
2016-06-12,9,False
2016-06-13,40,False
2016-06-14,64,False
2016-06-15,81,False
2016-06-16,16,False
2016-06-17,84,False
2016-06-18,0,False
2016-06-19,19,False
2016-06-20,8,False
2016-06-21,48,False
2016-06-22,40,False
2016-06-23,42,False
2016-06-24,34,False
2016-06-25,19,False
2016-06-26,38,False
2016-06-27,80,False
2016-06-28,24,False
2016-06-29,33,False
2016-06-30,8,False
2016-07-01,34,False
2016-07-02,19,False
2016-07-03,29,False
2016-07-04,26,False
2016-07-05,51,False
2016-07-06,18,False
2016-07-07,79,False
2016-07-08,18,False
2016-07-09,20,False
2016-07-10,39,False
2016-07-11,43,False
2016-07-12,34,False
2016-07-13,26,False
2016-07-14,16,False
2016-07-15,18,False
2016-07-16,0,False
2016-07-17,40,False
2016-07-18,51,False
2016-07-19,17,False
2016-07-20,26,False
2016-07-21,26,False
2016-07-22,53,False
2016-07-23,20,False
2016-07-24,10,False
2016-07-25,34,False
2016-07-26,42,False
2016-07-27,26,False
2016-07-28,9,False
2016-07-29,9,False
2016-07-30,20,False
2016-07-31,30,False
2016-08-01,51,False
2016-08-02,17,False
2016-08-03,86,False
2016-08-04,35,False
2016-08-05,55,False
2016-08-06,21,False
2016-08-07,21,False
2016-08-08,18,False
2016-08-09,26,False
2016-08-10,70,False
2016-08-11,27,False
2016-08-12,37,False
2016-08-13,41,False
2016-08-14,10,False
2016-08-15,19,False
2016-08-16,71,False
2016-08-17,27,False
2016-08-18,27,False
2016-08-19,37,False
2016-08-20,21,False
2016-08-21,10,False
2016-08-22,9,False
2016-08-23,9,False
2016-08-24,69,False
2016-08-25,26,False
2016-08-26,36,False
2016-08-27,0,False
2016-08-28,29,False
2016-08-29,25,False
2016-08-30,33,False
2016-08-31,59,False
2016-09-01,42,False
2016-09-02,52,False
2016-09-03,29,False
2016-09-04,9,False
2016-09-05,17,False
2016-09-06,16,False
2016-09-07,34,False
2016-09-08,34,False
2016-09-09,78,False
2016-09-10,10,False
2016-09-11,29,False
2016-09-12,77,False
2016-09-13,58,False
2016-09-14,25,False
2016-09-15,42,False
2016-09-16,17,False
2016-09-17,28,False
2016-09-18,18,False
2016-09-19,16,False
2016-09-20,65,False
2016-09-21,33,False
2016-09-22,50,False
2016-09-23,61,False
2016-09-24,39,False
2016-09-25,28,False
2016-09-26,49,False
2016-09-27,49,False
2016-09-28,33,False
2016-09-29,41,False
2016-09-30,60,False
2016-10-01,19,False
2016-10-02,36,False
2016-10-03,33,False
2016-10-04,73,False
2016-10-05,57,False
2016-10-06,66,False
2016-10-07,42,False
2016-10-08,19,False
2016-10-09,28,False
2016-10-10,49,False
2016-10-11,57,False
2016-10-12,49,False
