date,FOXA,isPartial
2013-06-29,19,False
2013-06-30,28,False
2013-07-01,46,False
2013-07-02,100,False
2013-07-03,54,False
2013-07-04,49,False
2013-07-05,59,False
2013-07-06,10,False
2013-07-07,29,False
2013-07-08,31,False
2013-07-09,16,False
2013-07-10,39,False
2013-07-11,63,False
2013-07-12,0,False
2013-07-13,10,False
2013-07-14,9,False
2013-07-15,31,False
2013-07-16,23,False
2013-07-17,16,False
2013-07-18,24,False
2013-07-19,41,False
2013-07-20,19,False
2013-07-21,10,False
2013-07-22,15,False
2013-07-23,31,False
2013-07-24,47,False
2013-07-25,24,False
2013-07-26,8,False
2013-07-27,10,False
2013-07-28,9,False
2013-07-29,23,False
2013-07-30,23,False
2013-07-31,16,False
2013-08-01,0,False
2013-08-02,16,False
2013-08-03,29,False
2013-08-04,29,False
2013-08-05,23,False
2013-08-06,39,False
2013-08-07,8,False
2013-08-08,24,False
2013-08-09,33,False
2013-08-10,10,False
2013-08-11,9,False
2013-08-12,31,False
2013-08-13,31,False
2013-08-14,62,False
2013-08-15,17,False
2013-08-16,33,False
2013-08-17,0,False
2013-08-18,74,False
2013-08-19,15,False
2013-08-20,45,False
2013-08-21,23,False
2013-08-22,8,False
2013-08-23,16,False
2013-08-24,28,False
2013-08-25,18,False
2013-08-26,22,False
2013-08-27,22,False
2013-08-28,15,False
2013-08-29,52,False
2013-08-30,8,False
2013-08-31,18,False
2013-09-01,27,False
2013-09-02,23,False
2013-09-03,66,False
2013-09-04,7,False
2013-09-05,30,False
2013-09-06,16,False
2013-09-07,36,False
2013-09-08,26,False
2013-09-09,37,False
2013-09-10,21,False
2013-09-11,59,False
2013-09-12,37,False
2013-09-13,38,False
2013-09-14,0,False
2013-09-15,17,False
2013-09-16,51,False
2013-09-17,43,False
2013-09-18,51,False
2013-09-19,44,False
2013-09-20,54,False
2013-09-21,44,False
2013-09-22,26,False
2013-09-23,22,False
2013-09-24,29,False
2013-09-25,44,False
2013-09-26,30,False
2013-09-27,23,False
2013-09-28,44,False
2013-09-29,9,False
2013-09-30,50,False
2013-10-01,29,False
2013-10-02,15,False
2013-10-03,44,False
2013-10-04,30,False
2013-10-05,9,False
2013-10-06,34,False
2013-10-07,29,False
2013-10-08,22,False
2013-10-09,58,False
2013-10-10,0,False
2013-10-11,38,False
2013-10-12,27,False
2013-10-13,0,False
2013-10-14,15,False
2013-10-15,37,False
2013-10-16,22,False
2013-10-17,44,False
2013-10-18,31,False
2013-10-19,17,False
2013-10-20,8,False
2013-10-21,35,False
2013-10-22,21,False
2013-10-23,29,False
2013-10-24,22,False
2013-10-25,30,False
2013-10-26,9,False
2013-10-27,8,False
2013-10-28,21,False
2013-10-29,22,False
2013-10-30,36,False
2013-10-31,38,False
2013-11-01,16,False
2013-11-02,0,False
2013-11-03,8,False
2013-11-04,7,False
2013-11-05,29,False
2013-11-06,71,False
2013-11-07,15,False
2013-11-08,15,False
2013-11-09,25,False
2013-11-10,17,False
2013-11-11,14,False
2013-11-12,28,False
2013-11-13,14,False
2013-11-14,14,False
2013-11-15,23,False
2013-11-16,34,False
2013-11-17,17,False
2013-11-18,14,False
2013-11-19,21,False
2013-11-20,57,False
2013-11-21,14,False
2013-11-22,15,False
2013-11-23,17,False
2013-11-24,25,False
2013-11-25,35,False
2013-11-26,14,False
2013-11-27,42,False
2013-11-28,38,False
2013-11-29,8,False
2013-11-30,25,False
2013-12-01,8,False
2013-12-02,27,False
2013-12-03,49,False
2013-12-04,42,False
2013-12-05,14,False
2013-12-06,15,False
2013-12-07,51,False
2013-12-08,16,False
2013-12-09,21,False
2013-12-10,35,False
2013-12-11,28,False
2013-12-12,43,False
2013-12-13,23,False
2013-12-14,26,False
2013-12-15,17,False
2013-12-16,14,False
2013-12-17,15,False
2013-12-18,29,False
2013-12-19,22,False
2013-12-20,23,False
2013-12-21,26,False
2013-12-22,0,False
2013-12-23,40,False
2013-12-24,0,False
2013-12-25,38,False
2013-12-26,32,False
2013-12-27,16,False
2013-12-28,35,False
2013-12-29,26,False
2013-12-30,23,False
2013-12-31,9,False
2014-01-01,36,False
2014-01-02,7,False
2014-01-03,15,False
2014-01-04,16,False
2014-01-05,24,False
2014-01-06,21,False
2014-01-07,28,False
2014-01-08,20,False
2014-01-09,35,False
2014-01-10,29,False
2014-01-11,8,False
2014-01-12,24,False
2014-01-13,27,False
2014-01-14,7,False
