date,FOXA,isPartial
2013-02-19,49,False
2013-02-20,8,False
2013-02-21,45,False
2013-02-22,47,False
2013-02-23,29,False
2013-02-24,42,False
2013-02-25,36,False
2013-02-26,52,False
2013-02-27,36,False
2013-02-28,45,False
2013-03-01,34,False
2013-03-02,19,False
2013-03-03,19,False
2013-03-04,52,False
2013-03-05,40,False
2013-03-06,48,False
2013-03-07,61,False
2013-03-08,46,False
2013-03-09,33,False
2013-03-10,42,False
2013-03-11,40,False
2013-03-12,35,False
2013-03-13,47,False
2013-03-14,36,False
2013-03-15,21,False
2013-03-16,33,False
2013-03-17,37,False
2013-03-18,27,False
2013-03-19,39,False
2013-03-20,32,False
2013-03-21,44,False
2013-03-22,37,False
2013-03-23,37,False
2013-03-24,42,False
2013-03-25,52,False
2013-03-26,36,False
2013-03-27,37,False
2013-03-28,17,False
2013-03-29,27,False
2013-03-30,49,False
2013-03-31,55,False
2013-04-01,62,False
2013-04-02,28,False
2013-04-03,48,False
2013-04-04,64,False
2013-04-05,45,False
2013-04-06,28,False
2013-04-07,33,False
2013-04-08,55,False
2013-04-09,35,False
2013-04-10,32,False
2013-04-11,16,False
2013-04-12,54,False
2013-04-13,43,False
2013-04-14,19,False
2013-04-15,32,False
2013-04-16,43,False
2013-04-17,40,False
2013-04-18,36,False
2013-04-19,33,False
2013-04-20,24,False
2013-04-21,61,False
2013-04-22,39,False
2013-04-23,44,False
2013-04-24,100,False
2013-04-25,49,False
2013-04-26,50,False
2013-04-27,81,False
2013-04-28,72,False
2013-04-29,44,False
2013-04-30,44,False
2013-05-01,26,False
2013-05-02,20,False
2013-05-03,17,False
2013-05-04,24,False
2013-05-05,19,False
2013-05-06,32,False
2013-05-07,52,False
2013-05-08,36,False
2013-05-09,37,False
2013-05-10,46,False
2013-05-11,29,False
2013-05-12,10,False
2013-05-13,32,False
2013-05-14,39,False
2013-05-15,28,False
2013-05-16,36,False
2013-05-17,29,False
2013-05-18,24,False
2013-05-19,14,False
2013-05-20,68,False
2013-05-21,50,False
2013-05-22,47,False
2013-05-23,32,False
2013-05-24,16,False
2013-05-25,19,False
2013-05-26,29,False
2013-05-27,28,False
2013-05-28,39,False
2013-05-29,58,False
2013-05-30,28,False
2013-05-31,29,False
2013-06-01,24,False
2013-06-02,38,False
2013-06-03,27,False
2013-06-04,23,False
2013-06-05,12,False
2013-06-06,24,False
2013-06-07,49,False
2013-06-08,19,False
2013-06-09,19,False
2013-06-10,42,False
2013-06-11,31,False
2013-06-12,35,False
2013-06-13,16,False
2013-06-14,33,False
2013-06-15,10,False
2013-06-16,10,False
2013-06-17,28,False
2013-06-18,20,False
2013-06-19,39,False
2013-06-20,32,False
2013-06-21,54,False
2013-06-22,24,False
2013-06-23,14,False
2013-06-24,40,False
2013-06-25,27,False
2013-06-26,44,False
2013-06-27,36,False
2013-06-28,42,False
2013-06-29,39,False
2013-06-30,34,False
2013-07-01,44,False
2013-07-02,80,False
2013-07-03,48,False
2013-07-04,30,False
2013-07-05,39,False
2013-07-06,20,False
