date,FOXA,isPartial
2013-11-06,99,False
2013-11-07,23,False
2013-11-08,24,False
2013-11-09,53,False
2013-11-10,26,False
2013-11-11,34,False
2013-11-12,45,False
2013-11-13,78,False
2013-11-14,45,False
2013-11-15,24,False
2013-11-16,27,False
2013-11-17,13,False
2013-11-18,11,False
2013-11-19,100,False
2013-11-20,33,False
2013-11-21,22,False
2013-11-22,23,False
2013-11-23,26,False
2013-11-24,13,False
2013-11-25,44,False
2013-11-26,22,False
2013-11-27,55,False
2013-11-28,71,False
2013-11-29,36,False
2013-11-30,26,False
2013-12-01,25,False
2013-12-02,65,False
2013-12-03,55,False
2013-12-04,55,False
2013-12-05,33,False
2013-12-06,23,False
2013-12-07,94,False
2013-12-08,53,False
2013-12-09,33,False
2013-12-10,33,False
2013-12-11,44,False
2013-12-12,56,False
2013-12-13,36,False
2013-12-14,14,False
2013-12-15,40,False
2013-12-16,45,False
2013-12-17,46,False
2013-12-18,46,False
2013-12-19,35,False
2013-12-20,50,False
2013-12-21,28,False
2013-12-22,14,False
2013-12-23,25,False
2013-12-24,14,False
2013-12-25,75,False
2013-12-26,76,False
2013-12-27,25,False
2013-12-28,82,False
2013-12-29,54,False
2013-12-30,60,False
2013-12-31,14,False
2014-01-01,57,False
2014-01-02,0,False
2014-01-03,12,False
2014-01-04,38,False
2014-01-05,38,False
2014-01-06,22,False
2014-01-07,55,False
2014-01-08,54,False
2014-01-09,33,False
2014-01-10,57,False
2014-01-11,0,False
2014-01-12,25,False
2014-01-13,32,False
2014-01-14,21,False
2014-01-15,11,False
2014-01-16,33,False
2014-01-17,11,False
2014-01-18,39,False
2014-01-19,0,False
2014-01-20,32,False
2014-01-21,74,False
2014-01-22,31,False
2014-01-23,64,False
2014-01-24,0,False
2014-01-25,25,False
2014-01-26,25,False
2014-01-27,31,False
2014-01-28,21,False
2014-01-29,53,False
2014-01-30,43,False
2014-01-31,33,False
2014-02-01,13,False
2014-02-02,24,False
2014-02-03,21,False
2014-02-04,64,False
2014-02-05,42,False
2014-02-06,72,False
2014-02-07,12,False
2014-02-08,12,False
2014-02-09,49,False
2014-02-10,31,False
2014-02-11,63,False
2014-02-12,10,False
