date,XLNX
2015-08-18,44
2015-08-19,60
2015-08-20,49
2015-08-21,63
2015-08-22,38
2015-08-23,37
2015-08-24,43
2015-08-25,55
2015-08-26,32
2015-08-27,36
2015-08-28,29
2015-08-29,24
2015-08-30,28
2015-08-31,23
2015-09-01,74
2015-09-02,35
2015-09-03,32
2015-09-04,33
2015-09-05,32
2015-09-06,37
2015-09-07,49
2015-09-08,54
2015-09-09,50
2015-09-10,23
2015-09-11,48
2015-09-12,27
2015-09-13,31
2015-09-14,31
2015-09-15,54
2015-09-16,38
2015-09-17,50
2015-09-18,60
2015-09-19,32
2015-09-20,27
2015-09-21,38
2015-09-22,46
2015-09-23,23
2015-09-24,32
2015-09-25,61
2015-09-26,46
2015-09-27,36
2015-09-28,42
2015-09-29,68
2015-09-30,65
2015-10-01,50
2015-10-02,24
2015-10-03,36
2015-10-04,49
2015-10-05,34
2015-10-06,38
2015-10-07,49
2015-10-08,34
2015-10-09,80
2015-10-10,40
2015-10-11,49
2015-10-12,50
2015-10-13,64
2015-10-14,71
2015-10-15,91
2015-10-16,47
2015-10-17,36
2015-10-18,52
2015-10-19,41
2015-10-20,48
2015-10-21,81
2015-10-22,57
2015-10-23,63
2015-10-24,44
2015-10-25,34
2015-10-26,52
2015-10-27,63
2015-10-28,97
2015-10-29,49
2015-10-30,44
2015-10-31,45
2015-11-01,36
2015-11-02,68
2015-11-03,30
2015-11-04,48
2015-11-05,31
2015-11-06,31
2015-11-07,40
2015-11-08,52
2015-11-09,41
2015-11-10,82
2015-11-11,84
2015-11-12,65
2015-11-13,47
2015-11-14,57
2015-11-15,74
2015-11-16,56
2015-11-17,52
2015-11-18,57
2015-11-19,50
2015-11-20,87
2015-11-21,65
2015-11-22,78
2015-11-23,56
2015-11-24,48
2015-11-25,64
2015-11-26,47
2015-11-27,82
2015-11-28,65
2015-11-29,13
2015-11-30,62
2015-12-01,70
2015-12-02,52
2015-12-03,45
2015-12-04,59
2015-12-05,27
2015-12-06,39
2015-12-07,75
2015-12-08,53
2015-12-09,53
2015-12-10,57
2015-12-11,28
2015-12-12,66
2015-12-13,43
2015-12-14,41
2015-12-15,57
2015-12-16,19
2015-12-17,56
2015-12-18,67
2015-12-19,37
2015-12-20,28
2015-12-21,48
2015-12-22,45
2015-12-23,30
2015-12-24,52
2015-12-25,46
2015-12-26,43
2015-12-27,33
2015-12-28,45
2015-12-29,37
2015-12-30,42
2015-12-31,41
2016-01-01,56
2016-01-02,31
2016-01-03,26
2016-01-04,41
2016-01-05,38
2016-01-06,53
2016-01-07,61
2016-01-08,31
2016-01-09,43
2016-01-10,59
2016-01-11,29
2016-01-12,59
2016-01-13,52
2016-01-14,52
2016-01-15,61
2016-01-16,47
2016-01-17,50
2016-01-18,56
2016-01-19,41
2016-01-20,81
2016-01-21,100
2016-01-22,77
2016-01-23,85
2016-01-24,71
2016-01-25,40
2016-01-26,88
2016-01-27,80
2016-01-28,48
2016-01-29,46
2016-01-30,47
2016-01-31,62
2016-02-01,94
2016-02-02,73
2016-02-03,70
2016-02-04,36
2016-02-05,52
2016-02-06,58
2016-02-07,49
2016-02-08,58
2016-02-09,59
2016-02-10,57
2016-02-11,58
2016-02-12,55
2016-02-13,58
2016-02-14,61
2016-02-15,54
2016-02-16,49
2016-02-17,53
2016-02-18,88
2016-02-19,51
2016-02-20,37
2016-02-21,56
2016-02-22,53
2016-02-23,49
2016-02-24,28
2016-02-25,63
2016-02-26,58
2016-02-27,52
2016-02-28,20
2016-02-29,44
2016-03-01,58
2016-03-02,80
2016-03-03,49
2016-03-04,39
2016-03-05,32
2016-03-06,55
2016-03-07,48
2016-03-08,80
2016-03-09,48
2016-03-10,66
2016-03-11,83
2016-03-12,65
2016-03-13,80
2016-03-14,41
2016-03-15,42
2016-03-16,55
2016-03-17,63
2016-03-18,51
2016-03-19,36
2016-03-20,36
2016-03-21,56
2016-03-22,59
2016-03-23,64
2016-03-24,48
2016-03-25,31
2016-03-26,42
2016-03-27,47
2016-03-28,51
2016-03-29,66
2016-03-30,91
2016-03-31,60
2016-04-01,76
2016-04-02,36
2016-04-03,88
2016-04-04,52
2016-04-05,69
2016-04-06,69
2016-04-07,49
2016-04-08,50
2016-04-09,40
2016-04-10,57
2016-04-11,58
2016-04-12,51
2016-04-13,83
2016-04-14,67
2016-04-15,54
2016-04-16,25
2016-04-17,41
2016-04-18,59
2016-04-19,59
2016-04-20,59
2016-04-21,43
2016-04-22,48
2016-04-23,78
2016-04-24,36
2016-04-25,87
2016-04-26,68
2016-04-27,62
2016-04-28,91
2016-04-29,47
2016-04-30,50
2016-05-01,29
2016-05-02,35
2016-05-03,45
2016-05-04,42
