date,XLNX
2012-06-04,55
2012-06-05,41
2012-06-06,49
2012-06-07,100
2012-06-08,29
2012-06-09,17
2012-06-10,34
2012-06-11,55
2012-06-12,34
2012-06-13,42
2012-06-14,43
2012-06-15,44
2012-06-16,26
2012-06-17,35
2012-06-18,28
2012-06-19,28
2012-06-20,28
2012-06-21,28
2012-06-22,37
2012-06-23,45
2012-06-24,17
2012-06-25,14
2012-06-26,28
2012-06-27,28
2012-06-28,42
2012-06-29,52
2012-06-30,18
2012-07-01,18
2012-07-02,28
2012-07-03,35
2012-07-04,22
2012-07-05,15
2012-07-06,30
2012-07-07,35
2012-07-08,61
2012-07-09,28
2012-07-10,42
2012-07-11,42
2012-07-12,21
2012-07-13,37
2012-07-14,35
2012-07-15,27
2012-07-16,0
2012-07-17,35
2012-07-18,57
2012-07-19,29
2012-07-20,45
2012-07-21,18
2012-07-22,18
2012-07-23,35
2012-07-24,36
2012-07-25,21
2012-07-26,22
2012-07-27,38
2012-07-28,26
2012-07-29,0
2012-07-30,0
2012-07-31,35
2012-08-01,57
2012-08-02,36
2012-08-03,46
2012-08-04,54
2012-08-05,27
2012-08-06,21
2012-08-07,35
2012-08-08,21
2012-08-09,29
2012-08-10,15
2012-08-11,18
2012-08-12,70
2012-08-13,57
2012-08-14,28
2012-08-15,15
2012-08-16,22
2012-08-17,23
2012-08-18,36
2012-08-19,27
2012-08-20,22
2012-08-21,29
2012-08-22,28
2012-08-23,14
2012-08-24,30
2012-08-25,17
2012-08-26,0
2012-08-27,41
2012-08-28,20
2012-08-29,28
2012-08-30,35
2012-08-31,36
2012-09-01,17
2012-09-02,25
2012-09-03,14
2012-09-04,14
2012-09-05,48
2012-09-06,70
2012-09-07,0
2012-09-08,17
2012-09-09,17
2012-09-10,20
2012-09-11,13
2012-09-12,81
2012-09-13,14
2012-09-14,71
2012-09-15,49
2012-09-16,16
2012-09-17,27
2012-09-18,13
2012-09-19,20
2012-09-20,27
2012-09-21,36
2012-09-22,0
2012-09-23,24
2012-09-24,27
2012-09-25,27
2012-09-26,33
2012-09-27,34
2012-09-28,50
2012-09-29,16
2012-09-30,24
2012-10-01,41
2012-10-02,33
2012-10-03,40
2012-10-04,20
2012-10-05,21
2012-10-06,16
2012-10-07,31
2012-10-08,19
2012-10-09,0
2012-10-10,45
2012-10-11,59
2012-10-12,35
2012-10-13,24
2012-10-14,53
2012-10-15,19
2012-10-16,57
2012-10-17,65
2012-10-18,46
2012-10-19,20
2012-10-20,23
2012-10-21,77
2012-10-22,51
2012-10-23,51
2012-10-24,58
2012-10-25,92
2012-10-26,48
2012-10-27,48
2012-10-28,30
2012-10-29,31
2012-10-30,56
2012-10-31,26
2012-11-01,41
2012-11-02,34
2012-11-03,15
2012-11-04,15
2012-11-05,63
2012-11-06,69
2012-11-07,0
2012-11-08,64
2012-11-09,40
2012-11-10,23
2012-11-11,23
2012-11-12,32
2012-11-13,19
2012-11-14,45
2012-11-15,52
2012-11-16,13
2012-11-17,15
2012-11-18,22
2012-11-19,57
2012-11-20,25
2012-11-21,38
2012-11-22,33
2012-11-23,41
2012-11-24,0
2012-11-25,29
2012-11-26,43
2012-11-27,74
2012-11-28,31
2012-11-29,37
2012-11-30,26
2012-12-01,52
2012-12-02,29
2012-12-03,24
2012-12-04,43
2012-12-05,62
2012-12-06,32
2012-12-07,26
2012-12-08,38
2012-12-09,44
2012-12-10,67
2012-12-11,81
2012-12-12,56
2012-12-13,76
2012-12-14,19
2012-12-15,44
2012-12-16,22
2012-12-17,43
2012-12-18,31
2012-12-19,32
2012-12-20,13
2012-12-21,48
2012-12-22,23
2012-12-23,32
2012-12-24,16
2012-12-25,17
2012-12-26,28
2012-12-27,27
2012-12-28,35
2012-12-29,30
2012-12-30,15
2012-12-31,31
2013-01-01,16
2013-01-02,45
2013-01-03,19
2013-01-04,45
2013-01-05,36
2013-01-06,57
2013-01-07,49
2013-01-08,12
2013-01-09,61
2013-01-10,24
2013-01-11,56
2013-01-12,0
2013-01-13,56
2013-01-14,59
2013-01-15,35
2013-01-16,29
2013-01-17,48
2013-01-18,43
2013-01-19,42
2013-01-20,14
2013-01-21,52
2013-01-22,29
2013-01-23,41
2013-01-24,48
2013-01-25,62
2013-01-26,14
2013-01-27,41
2013-01-28,52
2013-01-29,58
2013-01-30,52
2013-01-31,100
2013-02-01,43
2013-02-02,28
2013-02-03,34
2013-02-04,23
2013-02-05,41
2013-02-06,18
2013-02-07,30
2013-02-08,31
2013-02-09,28
2013-02-10,42
2013-02-11,42
2013-02-12,36
2013-02-13,59
2013-02-14,54
2013-02-15,43
2013-02-16,28
2013-02-17,14
2013-02-18,12
2013-02-19,46
