date,XLNX
2011-09-18,39
2011-09-19,32
2011-09-20,24
2011-09-21,32
2011-09-22,41
2011-09-23,52
2011-09-24,20
2011-09-25,0
2011-09-26,56
2011-09-27,56
2011-09-28,65
2011-09-29,25
2011-09-30,61
2011-10-01,51
2011-10-02,40
2011-10-03,16
2011-10-04,48
2011-10-05,56
2011-10-06,16
2011-10-07,0
2011-10-08,20
2011-10-09,0
2011-10-10,32
2011-10-11,53
2011-10-12,55
2011-10-13,48
2011-10-14,17
2011-10-15,29
2011-10-16,0
2011-10-17,47
2011-10-18,64
2011-10-19,48
2011-10-20,48
2011-10-21,34
2011-10-22,20
2011-10-23,19
2011-10-24,31
2011-10-25,47
2011-10-26,72
2011-10-27,64
2011-10-28,67
2011-10-29,29
2011-10-30,0
2011-10-31,65
2011-11-01,58
2011-11-02,56
2011-11-03,32
2011-11-04,16
2011-11-05,58
2011-11-06,19
2011-11-07,23
2011-11-08,62
2011-11-09,63
2011-11-10,24
2011-11-11,33
2011-11-12,29
2011-11-13,19
2011-11-14,46
2011-11-15,31
2011-11-16,39
2011-11-17,16
2011-11-18,49
2011-11-19,28
2011-11-20,47
2011-11-21,30
2011-11-22,15
2011-11-23,16
2011-11-24,25
2011-11-25,0
2011-11-26,19
2011-11-27,18
2011-11-28,53
2011-11-29,30
2011-11-30,23
2011-12-01,47
2011-12-02,24
2011-12-03,37
2011-12-04,37
2011-12-05,30
2011-12-06,45
2011-12-07,77
2011-12-08,47
2011-12-09,33
2011-12-10,46
2011-12-11,55
2011-12-12,15
2011-12-13,38
2011-12-14,46
2011-12-15,62
2011-12-16,41
2011-12-17,38
2011-12-18,28
2011-12-19,23
2011-12-20,31
2011-12-21,16
2011-12-22,17
2011-12-23,27
2011-12-24,21
2011-12-25,22
2011-12-26,0
2011-12-27,66
2011-12-28,16
2011-12-29,0
2011-12-30,17
2011-12-31,20
2012-01-01,21
2012-01-02,33
2012-01-03,15
2012-01-04,38
2012-01-05,15
2012-01-06,40
2012-01-07,18
2012-01-08,26
2012-01-09,29
2012-01-10,15
2012-01-11,29
2012-01-12,15
2012-01-13,46
2012-01-14,53
2012-01-15,44
2012-01-16,43
2012-01-17,22
2012-01-18,43
2012-01-19,44
2012-01-20,15
2012-01-21,35
2012-01-22,17
2012-01-23,36
2012-01-24,36
2012-01-25,29
2012-01-26,59
2012-01-27,23
2012-01-28,61
2012-01-29,26
2012-01-30,28
2012-01-31,28
2012-02-01,49
2012-02-02,65
2012-02-03,45
2012-02-04,35
2012-02-05,26
2012-02-06,57
2012-02-07,35
2012-02-08,43
2012-02-09,36
2012-02-10,15
2012-02-11,0
2012-02-12,100
2012-02-13,42
2012-02-14,29
2012-02-15,14
2012-02-16,36
2012-02-17,30
2012-02-18,35
2012-02-19,17
2012-02-20,59
2012-02-21,29
2012-02-22,43
2012-02-23,21
2012-02-24,22
2012-02-25,42
2012-02-26,17
2012-02-27,49
2012-02-28,35
2012-02-29,56
2012-03-01,0
2012-03-02,77
2012-03-03,35
2012-03-04,35
2012-03-05,36
2012-03-06,21
2012-03-07,21
2012-03-08,58
2012-03-09,37
2012-03-10,43
2012-03-11,17
2012-03-12,28
2012-03-13,42
2012-03-14,70
2012-03-15,36
2012-03-16,30
2012-03-17,26
2012-03-18,34
2012-03-19,28
2012-03-20,56
2012-03-21,28
2012-03-22,14
2012-03-23,53
2012-03-24,17
2012-03-25,26
2012-03-26,21
2012-03-27,43
2012-03-28,29
2012-03-29,43
2012-03-30,23
2012-03-31,0
2012-04-01,35
2012-04-02,21
2012-04-03,29
2012-04-04,44
2012-04-05,61
2012-04-06,50
2012-04-07,36
2012-04-08,37
2012-04-09,25
2012-04-10,29
2012-04-11,28
2012-04-12,0
2012-04-13,45
2012-04-14,17
2012-04-15,26
2012-04-16,21
2012-04-17,28
2012-04-18,70
2012-04-19,43
2012-04-20,37
2012-04-21,76
2012-04-22,25
2012-04-23,42
2012-04-24,21
2012-04-25,63
2012-04-26,99
2012-04-27,30
2012-04-28,26
2012-04-29,17
2012-04-30,22
2012-05-01,46
2012-05-02,35
2012-05-03,50
2012-05-04,22
2012-05-05,51
2012-05-06,50
2012-05-07,42
2012-05-08,28
2012-05-09,42
2012-05-10,64
2012-05-11,22
2012-05-12,43
2012-05-13,34
2012-05-14,69
2012-05-15,41
2012-05-16,56
2012-05-17,29
2012-05-18,37
2012-05-19,44
2012-05-20,52
2012-05-21,21
2012-05-22,35
2012-05-23,56
2012-05-24,50
2012-05-25,60
2012-05-26,36
2012-05-27,0
2012-05-28,45
2012-05-29,34
2012-05-30,41
2012-05-31,70
2012-06-01,58
2012-06-02,17
2012-06-03,76
2012-06-04,41
