date,XLNX
2016-09-11,34
2016-09-12,38
2016-09-13,52
2016-09-14,38
2016-09-15,30
2016-09-16,34
2016-09-17,40
2016-09-18,52
2016-09-19,47
2016-09-20,48
2016-09-21,55
2016-09-22,56
2016-09-23,36
2016-09-24,25
2016-09-25,45
2016-09-26,61
2016-09-27,56
2016-09-28,50
2016-09-29,53
2016-09-30,42
2016-10-01,39
2016-10-02,36
2016-10-03,50
2016-10-04,41
2016-10-05,48
2016-10-06,53
2016-10-07,56
2016-10-08,36
2016-10-09,35
2016-10-10,31
2016-10-11,47
2016-10-12,59
2016-10-13,48
2016-10-14,55
2016-10-15,26
2016-10-16,57
2016-10-17,36
2016-10-18,44
2016-10-19,79
2016-10-20,66
2016-10-21,54
2016-10-22,39
2016-10-23,55
2016-10-24,46
2016-10-25,55
2016-10-26,47
2016-10-27,40
2016-10-28,40
2016-10-29,34
2016-10-30,18
2016-10-31,49
2016-11-01,39
2016-11-02,40
2016-11-03,47
2016-11-04,44
2016-11-05,34
2016-11-06,52
2016-11-07,41
2016-11-08,38
2016-11-09,38
2016-11-10,54
2016-11-11,46
2016-11-12,51
2016-11-13,48
2016-11-14,71
2016-11-15,53
2016-11-16,47
2016-11-17,37
2016-11-18,47
2016-11-19,36
2016-11-20,32
2016-11-21,51
2016-11-22,45
2016-11-23,36
2016-11-24,31
2016-11-25,49
2016-11-26,37
2016-11-27,42
2016-11-28,39
2016-11-29,40
2016-11-30,47
2016-12-01,50
2016-12-02,53
2016-12-03,45
2016-12-04,41
2016-12-05,53
2016-12-06,31
2016-12-07,45
2016-12-08,43
2016-12-09,39
2016-12-10,25
2016-12-11,35
2016-12-12,35
2016-12-13,69
2016-12-14,72
2016-12-15,90
2016-12-16,71
2016-12-17,44
2016-12-18,44
2016-12-19,53
2016-12-20,100
2016-12-21,59
2016-12-22,44
2016-12-23,60
2016-12-24,42
2016-12-25,37
2016-12-26,42
2016-12-27,71
2016-12-28,69
2016-12-29,47
2016-12-30,35
2016-12-31,29
2017-01-01,32
2017-01-02,45
2017-01-03,56
2017-01-04,47
2017-01-05,49
2017-01-06,45
2017-01-07,42
2017-01-08,47
2017-01-09,36
2017-01-10,62
2017-01-11,44
2017-01-12,47
2017-01-13,59
2017-01-14,44
2017-01-15,40
2017-01-16,44
2017-01-17,39
2017-01-18,57
2017-01-19,64
2017-01-20,44
2017-01-21,49
2017-01-22,47
2017-01-23,37
2017-01-24,57
2017-01-25,78
2017-01-26,81
2017-01-27,66
2017-01-28,41
2017-01-29,40
2017-01-30,51
2017-01-31,54
2017-02-01,49
2017-02-02,57
2017-02-03,70
2017-02-04,45
2017-02-05,44
2017-02-06,61
2017-02-07,42
2017-02-08,58
2017-02-09,36
2017-02-10,45
2017-02-11,42
2017-02-12,55
2017-02-13,49
2017-02-14,63
2017-02-15,63
2017-02-16,38
2017-02-17,61
2017-02-18,47
2017-02-19,36
2017-02-20,23
2017-02-21,39
2017-02-22,46
2017-02-23,56
2017-02-24,46
2017-02-25,49
2017-02-26,40
2017-02-27,45
2017-02-28,66
2017-03-01,43
2017-03-02,48
2017-03-03,49
2017-03-04,43
2017-03-05,54
2017-03-06,40
2017-03-07,61
2017-03-08,48
2017-03-09,34
2017-03-10,49
2017-03-11,39
2017-03-12,40
2017-03-13,55
2017-03-14,60
2017-03-15,46
2017-03-16,56
2017-03-17,42
2017-03-18,39
2017-03-19,30
2017-03-20,19
2017-03-21,33
2017-03-22,41
2017-03-23,51
2017-03-24,36
2017-03-25,39
2017-03-26,35
2017-03-27,41
2017-03-28,42
2017-03-29,47
2017-03-30,35
2017-03-31,49
2017-04-01,44
