date,XLNX
2011-05-11,67
2011-05-12,38
2011-05-13,39
2011-05-14,28
2011-05-15,68
2011-05-16,76
2011-05-17,44
2011-05-18,52
2011-05-19,56
2011-05-20,47
2011-05-21,29
2011-05-22,56
2011-05-23,36
2011-05-24,22
2011-05-25,45
2011-05-26,45
2011-05-27,39
2011-05-28,29
2011-05-29,43
2011-05-30,23
2011-05-31,44
2011-06-01,53
2011-06-02,31
2011-06-03,48
2011-06-04,29
2011-06-05,0
2011-06-06,66
2011-06-07,43
2011-06-08,78
2011-06-09,30
2011-06-10,39
2011-06-11,29
2011-06-12,28
2011-06-13,60
2011-06-14,51
2011-06-15,44
2011-06-16,22
2011-06-17,23
2011-06-18,57
2011-06-19,57
2011-06-20,43
2011-06-21,54
2011-06-22,66
2011-06-23,92
2011-06-24,56
2011-06-25,29
2011-06-26,44
2011-06-27,89
2011-06-28,51
2011-06-29,67
2011-06-30,34
2011-07-01,40
2011-07-02,29
2011-07-03,29
2011-07-04,23
2011-07-05,22
2011-07-06,33
2011-07-07,34
2011-07-08,47
2011-07-09,59
2011-07-10,29
2011-07-11,59
2011-07-12,34
2011-07-13,45
2011-07-14,46
2011-07-15,24
2011-07-16,29
2011-07-17,29
2011-07-18,67
2011-07-19,44
2011-07-20,45
2011-07-21,30
2011-07-22,24
2011-07-23,0
2011-07-24,47
2011-07-25,22
2011-07-26,37
2011-07-27,22
2011-07-28,34
2011-07-29,48
2011-07-30,0
2011-07-31,29
2011-08-01,45
2011-08-02,45
2011-08-03,22
2011-08-04,22
2011-08-05,59
2011-08-06,28
2011-08-07,28
2011-08-08,50
2011-08-09,58
2011-08-10,44
2011-08-11,22
2011-08-12,47
2011-08-13,0
2011-08-14,83
2011-08-15,69
2011-08-16,55
2011-08-17,56
2011-08-18,44
2011-08-19,34
2011-08-20,27
2011-08-21,41
2011-08-22,43
2011-08-23,42
2011-08-24,36
2011-08-25,43
2011-08-26,56
2011-08-27,35
2011-08-28,0
2011-08-29,43
2011-08-30,32
2011-08-31,86
2011-09-01,43
2011-09-02,45
2011-09-03,39
2011-09-04,52
2011-09-05,21
2011-09-06,61
2011-09-07,55
2011-09-08,42
2011-09-09,32
2011-09-10,26
2011-09-11,50
2011-09-12,27
2011-09-13,40
2011-09-14,41
2011-09-15,76
2011-09-16,43
2011-09-17,0
2011-09-18,37
2011-09-19,20
2011-09-20,40
2011-09-21,27
2011-09-22,34
2011-09-23,43
2011-09-24,25
2011-09-25,25
2011-09-26,70
2011-09-27,53
2011-09-28,54
2011-09-29,41
2011-09-30,58
2011-10-01,43
2011-10-02,59
2011-10-03,41
2011-10-04,40
2011-10-05,54
2011-10-06,33
2011-10-07,21
2011-10-08,37
2011-10-09,49
2011-10-10,34
2011-10-11,44
2011-10-12,65
2011-10-13,30
2011-10-14,63
2011-10-15,41
2011-10-16,24
2011-10-17,52
2011-10-18,53
2011-10-19,46
2011-10-20,47
2011-10-21,42
2011-10-22,33
2011-10-23,36
2011-10-24,33
2011-10-25,46
2011-10-26,20
2011-10-27,100
2011-10-28,21
2011-10-29,49
2011-10-30,40
2011-10-31,54
2011-11-01,55
2011-11-02,40
2011-11-03,27
2011-11-04,34
2011-11-05,36
2011-11-06,31
2011-11-07,46
2011-11-08,65
2011-11-09,59
2011-11-10,33
2011-11-11,51
2011-11-12,64
2011-11-13,59
2011-11-14,58
2011-11-15,33
2011-11-16,65
2011-11-17,33
2011-11-18,27
2011-11-19,70
2011-11-20,39
2011-11-21,45
2011-11-22,51
2011-11-23,59
2011-11-24,48
2011-11-25,35
2011-11-26,24
2011-11-27,46
2011-11-28,69
2011-11-29,50
2011-11-30,58
2011-12-01,65
2011-12-02,41
2011-12-03,35
2011-12-04,23
2011-12-05,38
2011-12-06,51
2011-12-07,64
2011-12-08,66
2011-12-09,27
2011-12-10,39
2011-12-11,54
2011-12-12,38
2011-12-13,63
2011-12-14,51
2011-12-15,46
2011-12-16,41
2011-12-17,32
2011-12-18,35
2011-12-19,39
2011-12-20,39
2011-12-21,20
2011-12-22,35
2011-12-23,67
2011-12-24,40
2011-12-25,56
2011-12-26,23
2011-12-27,62
2011-12-28,21
2011-12-29,21
2011-12-30,22
2011-12-31,25
2012-01-01,40
2012-01-02,20
2012-01-03,38
2012-01-04,28
2012-01-05,38
2012-01-06,60
2012-01-07,53
2012-01-08,36
2012-01-09,55
2012-01-10,36
2012-01-11,74
2012-01-12,31
2012-01-13,32
2012-01-14,90
2012-01-15,58
2012-01-16,30
2012-01-17,54
2012-01-18,48
2012-01-19,49
2012-01-20,38
2012-01-21,22
2012-01-22,43
2012-01-23,42
2012-01-24,36
2012-01-25,63
2012-01-26,83
