date,XLNX
2014-12-01,50
2014-12-02,54
2014-12-03,44
2014-12-04,39
2014-12-05,73
2014-12-06,46
2014-12-07,52
2014-12-08,73
2014-12-09,69
2014-12-10,51
2014-12-11,58
2014-12-12,45
2014-12-13,75
2014-12-14,30
2014-12-15,44
2014-12-16,47
2014-12-17,53
2014-12-18,55
2014-12-19,57
2014-12-20,48
2014-12-21,13
2014-12-22,29
2014-12-23,46
2014-12-24,29
2014-12-25,35
2014-12-26,40
2014-12-27,50
2014-12-28,35
2014-12-29,44
2014-12-30,65
2014-12-31,38
2015-01-01,43
2015-01-02,43
2015-01-03,36
2015-01-04,39
2015-01-05,44
2015-01-06,34
2015-01-07,46
2015-01-08,43
2015-01-09,49
2015-01-10,50
2015-01-11,49
2015-01-12,50
2015-01-13,50
2015-01-14,50
2015-01-15,42
2015-01-16,46
2015-01-17,41
2015-01-18,43
2015-01-19,62
2015-01-20,32
2015-01-21,64
2015-01-22,100
2015-01-23,62
2015-01-24,38
2015-01-25,29
2015-01-26,56
2015-01-27,54
2015-01-28,47
2015-01-29,67
2015-01-30,43
2015-01-31,52
2015-02-01,31
2015-02-02,81
2015-02-03,77
2015-02-04,59
2015-02-05,64
2015-02-06,67
2015-02-07,41
2015-02-08,34
2015-02-09,61
2015-02-10,46
2015-02-11,47
2015-02-12,59
2015-02-13,47
2015-02-14,47
2015-02-15,47
2015-02-16,28
2015-02-17,66
2015-02-18,50
2015-02-19,50
2015-02-20,52
2015-02-21,61
2015-02-22,28
2015-02-23,56
2015-02-24,75
2015-02-25,39
2015-02-26,40
2015-02-27,51
2015-02-28,59
2015-03-01,42
2015-03-02,63
2015-03-03,50
2015-03-04,46
2015-03-05,52
2015-03-06,54
2015-03-07,35
2015-03-08,78
2015-03-09,54
2015-03-10,49
2015-03-11,68
2015-03-12,57
2015-03-13,35
2015-03-14,48
2015-03-15,48
2015-03-16,61
2015-03-17,51
2015-03-18,27
2015-03-19,41
2015-03-20,56
2015-03-21,46
2015-03-22,45
2015-03-23,51
2015-03-24,53
2015-03-25,32
2015-03-26,59
2015-03-27,77
2015-03-28,34
2015-03-29,65
2015-03-30,66
2015-03-31,69
2015-04-01,57
2015-04-02,52
2015-04-03,36
2015-04-04,59
2015-04-05,49
2015-04-06,49
2015-04-07,63
2015-04-08,27
2015-04-09,72
2015-04-10,52
2015-04-11,44
2015-04-12,53
2015-04-13,37
2015-04-14,63
2015-04-15,71
2015-04-16,54
2015-04-17,56
2015-04-18,44
2015-04-19,51
2015-04-20,56
2015-04-21,84
2015-04-22,70
2015-04-23,82
2015-04-24,67
2015-04-25,38
2015-04-26,74
2015-04-27,56
2015-04-28,29
2015-04-29,46
2015-04-30,43
2015-05-01,66
2015-05-02,38
2015-05-03,55
2015-05-04,42
2015-05-05,36
2015-05-06,36
2015-05-07,59
2015-05-08,41
2015-05-09,29
2015-05-10,59
2015-05-11,42
2015-05-12,31
2015-05-13,41
2015-05-14,57
2015-05-15,44
2015-05-16,49
2015-05-17,37
2015-05-18,34
2015-05-19,31
2015-05-20,38
2015-05-21,34
2015-05-22,67
2015-05-23,50
2015-05-24,47
2015-05-25,45
2015-05-26,62
2015-05-27,62
2015-05-28,73
2015-05-29,46
2015-05-30,61
2015-05-31,61
2015-06-01,72
2015-06-02,65
2015-06-03,73
2015-06-04,56
2015-06-05,39
2015-06-06,35
2015-06-07,50
2015-06-08,50
2015-06-09,31
2015-06-10,56
2015-06-11,52
2015-06-12,67
2015-06-13,29
2015-06-14,23
2015-06-15,60
2015-06-16,36
2015-06-17,41
2015-06-18,22
2015-06-19,39
2015-06-20,29
2015-06-21,20
2015-06-22,39
2015-06-23,42
2015-06-24,27
2015-06-25,32
2015-06-26,20
2015-06-27,18
2015-06-28,23
2015-06-29,27
2015-06-30,22
2015-07-01,39
2015-07-02,25
2015-07-03,18
2015-07-04,21
2015-07-05,21
2015-07-06,42
2015-07-07,24
2015-07-08,37
2015-07-09,37
2015-07-10,20
2015-07-11,38
2015-07-12,20
2015-07-13,33
2015-07-14,42
2015-07-15,22
2015-07-16,23
2015-07-17,32
2015-07-18,53
2015-07-19,78
2015-07-20,36
2015-07-21,54
2015-07-22,49
2015-07-23,72
2015-07-24,39
2015-07-25,32
2015-07-26,29
2015-07-27,39
2015-07-28,31
2015-07-29,44
2015-07-30,25
2015-07-31,39
2015-08-01,41
2015-08-02,27
2015-08-03,29
2015-08-04,39
2015-08-05,35
2015-08-06,47
2015-08-07,44
2015-08-08,18
2015-08-09,20
2015-08-10,36
2015-08-11,46
2015-08-12,39
2015-08-13,37
2015-08-14,34
2015-08-15,35
2015-08-16,34
2015-08-17,39
2015-08-18,41
