date,XLNX
2017-01-19,60
2017-01-20,53
2017-01-21,57
2017-01-22,47
2017-01-23,49
2017-01-24,60
2017-01-25,94
2017-01-26,100
2017-01-27,55
2017-01-28,44
2017-01-29,41
2017-01-30,55
2017-01-31,69
2017-02-01,61
2017-02-02,71
2017-02-03,80
2017-02-04,53
2017-02-05,48
2017-02-06,79
2017-02-07,59
2017-02-08,66
2017-02-09,49
2017-02-10,44
2017-02-11,37
2017-02-12,72
2017-02-13,72
2017-02-14,58
2017-02-15,50
2017-02-16,83
2017-02-17,71
2017-02-18,53
2017-02-19,39
2017-02-20,30
2017-02-21,37
2017-02-22,37
2017-02-23,78
2017-02-24,44
2017-02-25,66
2017-02-26,63
2017-02-27,55
2017-02-28,71
2017-03-01,59
2017-03-02,47
2017-03-03,63
2017-03-04,38
2017-03-05,49
2017-03-06,50
2017-03-07,57
2017-03-08,61
2017-03-09,57
2017-03-10,50
2017-03-11,48
2017-03-12,40
2017-03-13,64
2017-03-14,71
2017-03-15,54
2017-03-16,56
2017-03-17,49
2017-03-18,30
2017-03-19,55
2017-03-20,26
2017-03-21,57
2017-03-22,59
2017-03-23,55
2017-03-24,42
2017-03-25,35
2017-03-26,33
2017-03-27,52
2017-03-28,49
2017-03-29,56
2017-03-30,31
2017-03-31,50
2017-04-01,56
