date,XLNX
2015-12-26,42
2015-12-27,44
2015-12-28,53
2015-12-29,39
2015-12-30,54
2015-12-31,50
2016-01-01,34
2016-01-02,52
2016-01-03,54
2016-01-04,57
2016-01-05,47
2016-01-06,50
2016-01-07,72
2016-01-08,48
2016-01-09,62
2016-01-10,64
2016-01-11,45
2016-01-12,56
2016-01-13,54
2016-01-14,46
2016-01-15,69
2016-01-16,59
2016-01-17,33
2016-01-18,51
2016-01-19,59
2016-01-20,80
2016-01-21,100
2016-01-22,73
2016-01-23,68
2016-01-24,55
2016-01-25,69
2016-01-26,69
2016-01-27,90
2016-01-28,62
2016-01-29,41
2016-01-30,53
2016-01-31,65
2016-02-01,58
2016-02-02,58
2016-02-03,82
2016-02-04,39
2016-02-05,75
2016-02-06,36
2016-02-07,54
2016-02-08,58
2016-02-09,55
2016-02-10,73
2016-02-11,61
2016-02-12,67
2016-02-13,45
2016-02-14,59
2016-02-15,63
2016-02-16,49
2016-02-17,62
2016-02-18,69
2016-02-19,51
2016-02-20,44
2016-02-21,97
2016-02-22,53
2016-02-23,46
2016-02-24,46
2016-02-25,74
2016-02-26,58
2016-02-27,53
2016-02-28,55
2016-02-29,57
2016-03-01,64
2016-03-02,70
2016-03-03,53
2016-03-04,65
2016-03-05,47
2016-03-06,46
2016-03-07,60
2016-03-08,43
2016-03-09,45
2016-03-10,68
2016-03-11,50
2016-03-12,44
2016-03-13,67
2016-03-14,50
2016-03-15,63
2016-03-16,50
2016-03-17,51
2016-03-18,42
2016-03-19,44
2016-03-20,41
2016-03-21,66
2016-03-22,68
2016-03-23,60
2016-03-24,54
2016-03-25,48
2016-03-26,55
2016-03-27,55
2016-03-28,56
2016-03-29,73
2016-03-30,61
2016-03-31,59
2016-04-01,71
2016-04-02,32
2016-04-03,79
2016-04-04,53
2016-04-05,47
2016-04-06,63
2016-04-07,38
2016-04-08,68
2016-04-09,65
2016-04-10,70
2016-04-11,57
2016-04-12,67
2016-04-13,89
2016-04-14,77
2016-04-15,77
2016-04-16,51
2016-04-17,38
2016-04-18,65
2016-04-19,56
2016-04-20,59
2016-04-21,62
2016-04-22,40
2016-04-23,48
2016-04-24,44
2016-04-25,78
2016-04-26,82
2016-04-27,66
2016-04-28,87
2016-04-29,59
2016-04-30,51
2016-05-01,45
2016-05-02,36
2016-05-03,58
2016-05-04,61
2016-05-05,50
2016-05-06,57
2016-05-07,49
2016-05-08,54
2016-05-09,51
2016-05-10,52
2016-05-11,48
2016-05-12,63
2016-05-13,61
2016-05-14,50
2016-05-15,41
2016-05-16,65
2016-05-17,62
2016-05-18,53
2016-05-19,61
2016-05-20,58
2016-05-21,52
2016-05-22,48
2016-05-23,68
2016-05-24,76
2016-05-25,71
2016-05-26,71
2016-05-27,51
2016-05-28,58
2016-05-29,42
2016-05-30,42
2016-05-31,40
2016-06-01,48
2016-06-02,70
2016-06-03,43
2016-06-04,58
2016-06-05,57
2016-06-06,43
2016-06-07,28
2016-06-08,49
2016-06-09,34
2016-06-10,46
2016-06-11,33
2016-06-12,18
2016-06-13,45
2016-06-14,35
2016-06-15,63
2016-06-16,44
2016-06-17,61
2016-06-18,46
2016-06-19,36
2016-06-20,69
2016-06-21,43
2016-06-22,49
2016-06-23,49
2016-06-24,62
2016-06-25,67
2016-06-26,42
2016-06-27,51
2016-06-28,46
2016-06-29,62
2016-06-30,50
2016-07-01,43
2016-07-02,46
2016-07-03,40
2016-07-04,40
2016-07-05,43
2016-07-06,81
2016-07-07,67
2016-07-08,91
2016-07-09,81
2016-07-10,49
2016-07-11,72
2016-07-12,59
2016-07-13,60
2016-07-14,87
2016-07-15,64
2016-07-16,52
2016-07-17,68
2016-07-18,70
2016-07-19,71
2016-07-20,58
2016-07-21,64
2016-07-22,48
2016-07-23,52
2016-07-24,37
2016-07-25,65
2016-07-26,60
2016-07-27,94
2016-07-28,66
2016-07-29,41
2016-07-30,65
2016-07-31,71
2016-08-01,47
2016-08-02,67
2016-08-03,60
2016-08-04,42
2016-08-05,57
2016-08-06,65
2016-08-07,49
2016-08-08,44
2016-08-09,47
2016-08-10,57
2016-08-11,66
2016-08-12,62
2016-08-13,52
2016-08-14,46
2016-08-15,60
2016-08-16,65
2016-08-17,70
2016-08-18,44
2016-08-19,43
2016-08-20,54
2016-08-21,51
2016-08-22,28
2016-08-23,80
2016-08-24,70
2016-08-25,50
2016-08-26,62
2016-08-27,60
2016-08-28,92
2016-08-29,60
2016-08-30,78
2016-08-31,53
2016-09-01,56
2016-09-02,71
2016-09-03,51
2016-09-04,59
2016-09-05,72
2016-09-06,67
2016-09-07,53
2016-09-08,74
2016-09-09,62
2016-09-10,64
2016-09-11,35
