date,XLNX
2016-07-30,36
2016-07-31,41
2016-08-01,57
2016-08-02,43
2016-08-03,45
2016-08-04,49
2016-08-05,45
2016-08-06,46
2016-08-07,46
2016-08-08,44
2016-08-09,55
2016-08-10,45
2016-08-11,72
2016-08-12,57
2016-08-13,51
2016-08-14,19
2016-08-15,53
2016-08-16,55
2016-08-17,55
2016-08-18,35
2016-08-19,29
2016-08-20,54
2016-08-21,44
2016-08-22,26
2016-08-23,61
2016-08-24,56
2016-08-25,51
2016-08-26,53
2016-08-27,52
2016-08-28,47
2016-08-29,53
2016-08-30,63
2016-08-31,67
2016-09-01,51
2016-09-02,35
2016-09-03,61
2016-09-04,44
2016-09-05,36
2016-09-06,14
2016-09-07,37
2016-09-08,55
2016-09-09,36
2016-09-10,39
2016-09-11,41
2016-09-12,57
2016-09-13,43
2016-09-14,37
2016-09-15,44
2016-09-16,45
2016-09-17,57
2016-09-18,29
2016-09-19,61
2016-09-20,61
2016-09-21,67
2016-09-22,72
2016-09-23,49
2016-09-24,36
2016-09-25,65
2016-09-26,77
2016-09-27,55
2016-09-28,48
2016-09-29,71
2016-09-30,83
2016-10-01,67
2016-10-02,65
2016-10-03,51
2016-10-04,38
2016-10-05,53
2016-10-06,61
2016-10-07,51
2016-10-08,38
2016-10-09,35
2016-10-10,52
2016-10-11,63
2016-10-12,58
2016-10-13,51
2016-10-14,53
2016-10-15,15
2016-10-16,67
2016-10-17,52
2016-10-18,52
2016-10-19,90
2016-10-20,75
2016-10-21,54
2016-10-22,31
2016-10-23,72
2016-10-24,68
2016-10-25,59
2016-10-26,62
2016-10-27,44
2016-10-28,59
2016-10-29,34
2016-10-30,42
2016-10-31,68
2016-11-01,46
2016-11-02,59
2016-11-03,64
2016-11-04,60
2016-11-05,49
2016-11-06,55
2016-11-07,68
2016-11-08,49
2016-11-09,45
2016-11-10,62
2016-11-11,41
2016-11-12,41
2016-11-13,47
2016-11-14,73
2016-11-15,69
2016-11-16,67
2016-11-17,43
2016-11-18,58
2016-11-19,45
2016-11-20,49
2016-11-21,48
2016-11-22,57
2016-11-23,45
2016-11-24,56
2016-11-25,58
2016-11-26,53
2016-11-27,40
2016-11-28,58
2016-11-29,40
2016-11-30,65
2016-12-01,71
2016-12-02,80
2016-12-03,32
2016-12-04,42
2016-12-05,68
2016-12-06,33
2016-12-07,61
2016-12-08,69
2016-12-09,48
2016-12-10,54
2016-12-11,44
2016-12-12,44
2016-12-13,62
2016-12-14,98
2016-12-15,100
2016-12-16,83
2016-12-17,51
2016-12-18,50
2016-12-19,54
2016-12-20,94
2016-12-21,68
2016-12-22,44
2016-12-23,69
2016-12-24,45
2016-12-25,59
2016-12-26,44
2016-12-27,59
2016-12-28,69
2016-12-29,59
2016-12-30,48
2016-12-31,37
2017-01-01,47
2017-01-02,49
2017-01-03,62
2017-01-04,57
2017-01-05,51
2017-01-06,35
2017-01-07,63
2017-01-08,54
2017-01-09,56
2017-01-10,63
2017-01-11,50
2017-01-12,58
2017-01-13,52
2017-01-14,71
2017-01-15,60
2017-01-16,54
2017-01-17,69
2017-01-18,61
2017-01-19,65
2017-01-20,41
2017-01-21,42
2017-01-22,31
2017-01-23,45
2017-01-24,75
2017-01-25,97
2017-01-26,100
2017-01-27,69
2017-01-28,49
2017-01-29,50
2017-01-30,59
2017-01-31,75
2017-02-01,57
2017-02-02,65
2017-02-03,59
2017-02-04,58
2017-02-05,43
2017-02-06,76
2017-02-07,67
2017-02-08,69
2017-02-09,44
2017-02-10,54
2017-02-11,39
2017-02-12,63
2017-02-13,53
2017-02-14,62
2017-02-15,67
2017-02-16,76
2017-02-17,69
2017-02-18,52
2017-02-19,37
2017-02-20,38
2017-02-21,53
2017-02-22,53
2017-02-23,49
2017-02-24,38
2017-02-25,63
2017-02-26,64
2017-02-27,47
2017-02-28,64
2017-03-01,42
2017-03-02,39
2017-03-03,48
2017-03-04,48
2017-03-05,67
2017-03-06,50
2017-03-07,75
2017-03-08,58
2017-03-09,44
2017-03-10,62
2017-03-11,53
2017-03-12,42
2017-03-13,51
2017-03-14,58
2017-03-15,63
2017-03-16,69
2017-03-17,41
2017-03-18,57
2017-03-19,48
2017-03-20,34
2017-03-21,53
2017-03-22,66
2017-03-23,59
2017-03-24,51
2017-03-25,34
2017-03-26,40
2017-03-27,35
2017-03-28,42
2017-03-29,61
2017-03-30,49
2017-03-31,51
2017-04-01,73
2017-04-02,52
2017-04-03,43
2017-04-04,61
2017-04-05,54
2017-04-06,53
2017-04-07,55
2017-04-08,44
2017-04-09,49
2017-04-10,48
2017-04-11,46
2017-04-12,76
2017-04-13,55
2017-04-14,42
