date,XLNX
2015-04-10,58
2015-04-11,43
2015-04-12,65
2015-04-13,40
2015-04-14,61
2015-04-15,59
2015-04-16,64
2015-04-17,57
2015-04-18,45
2015-04-19,53
2015-04-20,62
2015-04-21,82
2015-04-22,70
2015-04-23,77
2015-04-24,64
2015-04-25,45
2015-04-26,61
2015-04-27,38
2015-04-28,42
2015-04-29,45
2015-04-30,59
2015-05-01,56
2015-05-02,34
2015-05-03,42
2015-05-04,48
2015-05-05,35
2015-05-06,52
2015-05-07,48
2015-05-08,40
2015-05-09,23
2015-05-10,40
2015-05-11,36
2015-05-12,37
2015-05-13,43
2015-05-14,53
2015-05-15,48
2015-05-16,65
2015-05-17,50
2015-05-18,45
2015-05-19,32
2015-05-20,49
2015-05-21,59
2015-05-22,65
2015-05-23,43
2015-05-24,48
2015-05-25,39
2015-05-26,51
2015-05-27,60
2015-05-28,66
2015-05-29,47
2015-05-30,45
2015-05-31,48
2015-06-01,100
2015-06-02,61
2015-06-03,48
2015-06-04,66
2015-06-05,45
2015-06-06,29
2015-06-07,45
2015-06-08,74
2015-06-09,60
2015-06-10,61
2015-06-11,67
2015-06-12,38
2015-06-13,17
2015-06-14,25
2015-06-15,49
2015-06-16,33
2015-06-17,31
2015-06-18,36
2015-06-19,43
2015-06-20,31
2015-06-21,20
2015-06-22,19
2015-06-23,28
2015-06-24,38
2015-06-25,29
2015-06-26,22
2015-06-27,20
2015-06-28,26
2015-06-29,31
2015-06-30,33
2015-07-01,36
2015-07-02,15
2015-07-03,28
2015-07-04,13
2015-07-05,13
2015-07-06,43
2015-07-07,32
2015-07-08,40
2015-07-09,26
2015-07-10,20
2015-07-11,37
2015-07-12,45
2015-07-13,28
2015-07-14,38
2015-07-15,19
2015-07-16,27
2015-07-17,33
2015-07-18,36
2015-07-19,52
2015-07-20,43
2015-07-21,45
2015-07-22,43
2015-07-23,72
2015-07-24,45
2015-07-25,28
2015-07-26,31
2015-07-27,38
2015-07-28,40
2015-07-29,38
2015-07-30,36
2015-07-31,37
2015-08-01,40
2015-08-02,23
2015-08-03,48
2015-08-04,38
2015-08-05,41
2015-08-06,55
2015-08-07,52
2015-08-08,37
2015-08-09,26
2015-08-10,45
2015-08-11,45
2015-08-12,38
2015-08-13,45
2015-08-14,32
2015-08-15,31
2015-08-16,50
2015-08-17,33
2015-08-18,35
2015-08-19,40
2015-08-20,33
2015-08-21,22
2015-08-22,22
2015-08-23,24
2015-08-24,43
2015-08-25,52
2015-08-26,23
2015-08-27,44
2015-08-28,22
2015-08-29,38
2015-08-30,30
2015-08-31,36
2015-09-01,50
2015-09-02,23
2015-09-03,23
2015-09-04,24
2015-09-05,22
2015-09-06,44
2015-09-07,47
2015-09-08,27
2015-09-09,41
2015-09-10,18
2015-09-11,38
2015-09-12,29
2015-09-13,26
2015-09-14,22
2015-09-15,40
2015-09-16,34
2015-09-17,43
2015-09-18,49
2015-09-19,29
2015-09-20,44
2015-09-21,27
2015-09-22,42
2015-09-23,29
2015-09-24,32
2015-09-25,38
2015-09-26,40
2015-09-27,42
2015-09-28,20
2015-09-29,46
2015-09-30,36
2015-10-01,45
2015-10-02,28
2015-10-03,37
2015-10-04,26
2015-10-05,42
2015-10-06,57
2015-10-07,51
2015-10-08,36
2015-10-09,53
2015-10-10,39
2015-10-11,50
2015-10-12,41
2015-10-13,33
2015-10-14,66
2015-10-15,68
2015-10-16,39
2015-10-17,39
2015-10-18,33
2015-10-19,24
2015-10-20,48
2015-10-21,72
2015-10-22,36
2015-10-23,53
2015-10-24,42
2015-10-25,28
2015-10-26,57
2015-10-27,59
2015-10-28,70
2015-10-29,53
2015-10-30,53
2015-10-31,53
2015-11-01,42
2015-11-02,53
2015-11-03,44
2015-11-04,57
2015-11-05,53
2015-11-06,32
2015-11-07,39
2015-11-08,46
2015-11-09,41
2015-11-10,64
2015-11-11,51
2015-11-12,50
2015-11-13,42
2015-11-14,36
2015-11-15,61
2015-11-16,50
2015-11-17,56
2015-11-18,59
2015-11-19,36
2015-11-20,85
2015-11-21,51
2015-11-22,55
2015-11-23,68
2015-11-24,50
2015-11-25,42
2015-11-26,48
2015-11-27,55
2015-11-28,36
2015-11-29,33
2015-11-30,51
2015-12-01,47
2015-12-02,52
2015-12-03,55
2015-12-04,68
2015-12-05,29
2015-12-06,31
2015-12-07,54
2015-12-08,44
2015-12-09,42
2015-12-10,58
2015-12-11,28
2015-12-12,59
2015-12-13,41
2015-12-14,50
2015-12-15,55
2015-12-16,48
2015-12-17,49
2015-12-18,49
2015-12-19,35
2015-12-20,35
2015-12-21,40
2015-12-22,17
2015-12-23,40
2015-12-24,31
2015-12-25,42
2015-12-26,33
