date,value
2015-12-26,35.22831053173974
2015-12-27,48.50915787354271
2015-12-28,34.28423417676968
2015-12-29,66.99193809611211
2015-12-30,47.218306040688965
2015-12-31,40.83988225112441
2016-01-01,32.09842938284332
2016-01-02,18.486312837418087
2016-01-03,56.88909694254608
2016-01-04,45.60562440333394
2016-01-05,47.574520917693654
2016-01-06,52.30587799739975
2016-01-07,47.43344801283125
2016-01-08,53.23698233840013
2016-01-09,38.189408440410034
2016-01-10,36.82802015512507
2016-01-11,42.344109748696106
2016-01-12,44.53168085004682
2016-01-13,63.69603836897086
2016-01-14,60.64966568647532
2016-01-15,49.15281748254525
2016-01-16,29.124359460203344
2016-01-17,41.84328935198032
2016-01-18,43.168526257337504
2016-01-19,33.996789444771835
2016-01-20,44.49552947011904
2016-01-21,46.894709928763355
2016-01-22,35.39432910998457
2016-01-23,21.2796258604192
2016-01-24,30.093381488555828
2016-01-25,33.747262400126125
2016-01-26,59.68240996554718
2016-01-27,47.64682367754919
2016-01-28,52.374648142406606
2016-01-29,57.463986406541736
2016-01-30,33.640574567767146
2016-01-31,40.841648558548755
2016-02-01,35.10865068541108
2016-02-02,46.64518288411761
2016-02-03,48.939441817827294
2016-02-04,46.39212322462321
2016-02-05,35.430480489912355
2016-02-06,38.51300455233565
2016-02-07,29.091740695124265
2016-02-08,44.10139690576222
2016-02-09,42.23918822376147
2016-02-10,41.70221644711792
2016-02-11,37.65243666376647
2016-02-12,31.132939969339517
2016-02-13,41.12732698312225
2016-02-14,32.279186282482186
2016-02-15,57.283229506902885
2016-02-16,28.088333594268335
2016-02-17,44.17369966561776
2016-02-18,32.20688352262664
2016-02-19,41.34246895526453
2016-02-20,25.68738682819968
2016-02-21,35.75231029441361
2016-02-22,30.63035326519939
2016-02-23,25.148648744131783
2016-02-24,32.20688352262664
2016-02-25,26.618491169200066
2016-02-26,24.289847162986952
2016-02-27,33.316978455841536
2016-02-28,40.051617122410775
2016-02-29,35.430480489912355
2016-03-01,48.579694325973904
2016-03-02,43.492122369263114
2016-03-03,32.100195690267675
2016-03-04,47.82581426976371
2016-03-05,21.888900396918306
2016-03-06,29.735400304126788
2016-03-07,25.65123544827191
2016-03-08,22.892307497774226
2016-03-09,35.89868212154905
2016-03-10,46.64518288411761
2016-03-11,67.06424085596764
2016-03-12,21.99735453670163
2016-03-13,30.308523460698122
2016-03-14,33.065685103771465
2016-03-15,45.17534045904935
2016-03-16,21.60322197234481
2016-03-17,27.90757669462948
2016-03-18,28.836914728205503
2016-03-19,38.72814652447794
2016-03-20,15.011422518062313
2016-03-21,33.38928121569708
2016-03-22,33.92625299234064
2016-03-23,26.868018213845787
2016-03-24,32.42202549476893
2016-03-25,28.193255119202966
2016-03-26,24.57552558756045
2016-03-27,19.5602563907052
2016-03-28,23.250288682203266
2016-03-29,37.43729469162418
2016-03-30,32.24303490255441
2016-03-31,36.72309863019044
2016-04-01,27.01262373355687
2016-04-02,40.87603363105218
2016-04-03,48.471240186190606
2016-04-04,40.34082816183296
2016-04-05,39.94669559747615
2016-04-06,32.06227800291555
2016-04-07,31.81275095826983
2016-04-08,25.436093476129624
2016-04-09,20.563663491561122
2016-04-10,45.28379459883267
2016-04-11,36.148209166194775
2016-04-12,28.65969044341533
2016-04-13,62.980076000112774
2016-04-14,56.066446741329024
2016-04-15,53.37805524326252
2016-04-16,29.01767162784436
2016-04-17,36.003603646483676
2016-04-18,37.61805159126305
2016-04-19,21.959436849349512
2016-04-20,48.471240186190606
2016-04-21,47.32676018047227
2016-04-22,41.77275289954912
2016-04-23,25.578932688416373
2016-04-24,33.998555752196175
2016-04-25,47.61067229762142
2016-04-26,39.87262653019626
2016-04-27,42.30972467619269
2016-04-28,35.396095417408915
2016-04-29,51.841208980611725
2016-04-30,43.81395217376439
2016-05-01,27.549595510200433
2016-05-02,44.17369966561776
2016-05-03,46.21489893983304
2016-05-04,40.48366737411971
2016-05-05,49.28859146513462
2016-05-06,50.43483777827729
2016-05-07,52.727330404562615
2016-05-08,45.849852525706616
2016-05-09,37.82612833370797
2016-05-10,40.118620959993294
2016-05-11,28.65615782856664
2016-05-12,32.09489676799464
2016-05-13,43.55735989942129
2016-05-14,27.509911515423976
2016-05-15,41.26486727313596
2016-05-16,46.996098838849285
2016-05-17,66.4822861622746
2016-05-18,37.82612833370797
2016-05-19,56.16606934399062
2016-05-20,30.948650454851972
2016-05-21,27.509911515423976
2016-05-22,24.07117257599598
2016-05-23,37.82612833370797
2016-05-24,41.26486727313596
2016-05-25,41.26486727313596
2016-05-26,45.849852525706616
2016-05-27,61.897300909703944
2016-05-28,25.217418889138646
2016-05-29,35.53363570742263
2016-05-30,51.58108409141995
2016-05-31,50.43483777827729
2016-06-01,43.55735989942129
2016-06-02,44.70360621256396
2016-06-03,72.21351772798793
2016-06-04,28.65615782856664
2016-06-05,42.41111358627863
2016-06-06,43.55735989942129
2016-06-07,43.55735989942129
2016-06-08,29.80240414170931
2016-06-09,57.31231565713328
2016-06-10,43.55735989942129
2016-06-11,34.38738939427997
2016-06-12,30.948650454851972
2016-06-13,40.118620959993294
2016-06-14,40.118620959993294
2016-06-15,46.996098838849285
2016-06-16,56.16606934399062
2016-06-17,43.55735989942129
2016-06-18,13.754955757711988
2016-06-19,30.948650454851972
2016-06-20,71.06727141484527
2016-06-21,59.604808283418606
2016-06-22,27.509911515423976
2016-06-23,77.94474929370126
2016-06-24,58.45856197027596
2016-06-25,38.97237464685063
2016-06-26,30.948650454851972
2016-06-27,49.28859146513462
2016-06-28,41.26486727313596
