date,CELG,isPartial
2013-06-29,20,False
2013-06-30,13,False
2013-07-01,71,False
2013-07-02,67,False
2013-07-03,65,False
2013-07-04,44,False
2013-07-05,75,False
2013-07-06,34,False
2013-07-07,13,False
2013-07-08,71,False
2013-07-09,58,False
2013-07-10,84,False
2013-07-11,59,False
2013-07-12,70,False
2013-07-13,11,False
2013-07-14,15,False
2013-07-15,69,False
2013-07-16,49,False
2013-07-17,52,False
2013-07-18,65,False
2013-07-19,54,False
2013-07-20,18,False
2013-07-21,9,False
2013-07-22,77,False
2013-07-23,66,False
2013-07-24,45,False
2013-07-25,63,False
2013-07-26,37,False
2013-07-27,13,False
2013-07-28,9,False
2013-07-29,88,False
2013-07-30,54,False
2013-07-31,60,False
2013-08-01,78,False
2013-08-02,50,False
2013-08-03,28,False
2013-08-04,17,False
2013-08-05,92,False
2013-08-06,90,False
2013-08-07,90,False
2013-08-08,83,False
2013-08-09,61,False
2013-08-10,28,False
2013-08-11,9,False
2013-08-12,73,False
2013-08-13,67,False
2013-08-14,57,False
2013-08-15,70,False
2013-08-16,49,False
2013-08-17,7,False
2013-08-18,18,False
2013-08-19,49,False
2013-08-20,47,False
2013-08-21,55,False
2013-08-22,87,False
2013-08-23,64,False
2013-08-24,26,False
2013-08-25,7,False
2013-08-26,65,False
2013-08-27,50,False
2013-08-28,57,False
2013-08-29,51,False
2013-08-30,59,False
2013-08-31,35,False
2013-09-01,10,False
2013-09-02,72,False
2013-09-03,67,False
2013-09-04,66,False
2013-09-05,56,False
2013-09-06,56,False
2013-09-07,24,False
2013-09-08,15,False
2013-09-09,68,False
2013-09-10,78,False
2013-09-11,59,False
2013-09-12,61,False
2013-09-13,70,False
2013-09-14,19,False
2013-09-15,13,False
2013-09-16,59,False
2013-09-17,57,False
2013-09-18,68,False
2013-09-19,63,False
2013-09-20,57,False
2013-09-21,17,False
2013-09-22,10,False
2013-09-23,58,False
2013-09-24,60,False
2013-09-25,56,False
2013-09-26,47,False
2013-09-27,64,False
2013-09-28,12,False
2013-09-29,23,False
2013-09-30,71,False
2013-10-01,57,False
2013-10-02,56,False
2013-10-03,79,False
2013-10-04,75,False
2013-10-05,33,False
