date,CELG,isPartial
2014-07-24,58,False
2014-07-25,68,False
2014-07-26,20,False
2014-07-27,14,False
2014-07-28,52,False
2014-07-29,50,False
2014-07-30,48,False
2014-07-31,52,False
2014-08-01,49,False
2014-08-02,18,False
2014-08-03,13,False
2014-08-04,59,False
2014-08-05,53,False
2014-08-06,64,False
2014-08-07,58,False
2014-08-08,71,False
2014-08-09,17,False
2014-08-10,13,False
2014-08-11,64,False
2014-08-12,54,False
2014-08-13,64,False
2014-08-14,79,False
2014-08-15,49,False
2014-08-16,31,False
2014-08-17,20,False
2014-08-18,78,False
2014-08-19,78,False
2014-08-20,89,False
2014-08-21,78,False
2014-08-22,60,False
2014-08-23,20,False
2014-08-24,19,False
2014-08-25,62,False
2014-08-26,59,False
2014-08-27,67,False
2014-08-28,53,False
2014-08-29,31,False
2014-08-30,21,False
2014-08-31,18,False
2014-09-01,63,False
2014-09-02,43,False
2014-09-03,60,False
2014-09-04,51,False
2014-09-05,44,False
2014-09-06,21,False
2014-09-07,15,False
2014-09-08,66,False
2014-09-09,65,False
2014-09-10,54,False
2014-09-11,57,False
2014-09-12,65,False
2014-09-13,28,False
2014-09-14,10,False
2014-09-15,55,False
2014-09-16,64,False
2014-09-17,53,False
2014-09-18,41,False
2014-09-19,43,False
2014-09-20,16,False
2014-09-21,10,False
2014-09-22,54,False
2014-09-23,54,False
2014-09-24,54,False
2014-09-25,62,False
2014-09-26,48,False
2014-09-27,27,False
2014-09-28,23,False
2014-09-29,81,False
2014-09-30,76,False
2014-10-01,49,False
2014-10-02,70,False
2014-10-03,60,False
2014-10-04,32,False
2014-10-05,20,False
2014-10-06,80,False
2014-10-07,87,False
2014-10-08,71,False
2014-10-09,68,False
2014-10-10,48,False
2014-10-11,40,False
2014-10-12,18,False
2014-10-13,81,False
2014-10-14,84,False
2014-10-15,81,False
2014-10-16,65,False
2014-10-17,65,False
2014-10-18,27,False
2014-10-19,21,False
2014-10-20,63,False
2014-10-21,65,False
2014-10-22,51,False
2014-10-23,72,False
2014-10-24,38,False
2014-10-25,25,False
2014-10-26,13,False
2014-10-27,62,False
2014-10-28,52,False
2014-10-29,50,False
2014-10-30,54,False
2014-10-31,56,False
2014-11-01,24,False
2014-11-02,19,False
2014-11-03,79,False
2014-11-04,77,False
2014-11-05,73,False
2014-11-06,61,False
2014-11-07,48,False
2014-11-08,23,False
2014-11-09,18,False
2014-11-10,88,False
2014-11-11,64,False
2014-11-12,63,False
2014-11-13,63,False
2014-11-14,45,False
2014-11-15,23,False
2014-11-16,42,False
2014-11-17,78,False
2014-11-18,68,False
2014-11-19,48,False
2014-11-20,53,False
2014-11-21,51,False
2014-11-22,22,False
2014-11-23,16,False
2014-11-24,69,False
2014-11-25,54,False
2014-11-26,61,False
2014-11-27,64,False
2014-11-28,43,False
2014-11-29,28,False
2014-11-30,19,False
2014-12-01,70,False
2014-12-02,66,False
2014-12-03,53,False
2014-12-04,51,False
2014-12-05,63,False
2014-12-06,24,False
2014-12-07,22,False
2014-12-08,66,False
2014-12-09,59,False
2014-12-10,75,False
2014-12-11,60,False
2014-12-12,47,False
2014-12-13,26,False
2014-12-14,8,False
2014-12-15,68,False
2014-12-16,40,False
2014-12-17,64,False
2014-12-18,58,False
2014-12-19,63,False
2014-12-20,17,False
2014-12-21,13,False
2014-12-22,53,False
2014-12-23,52,False
2014-12-24,19,False
2014-12-25,21,False
2014-12-26,41,False
2014-12-27,20,False
2014-12-28,7,False
2014-12-29,65,False
2014-12-30,48,False
2014-12-31,20,False
2015-01-01,12,False
2015-01-02,52,False
2015-01-03,19,False
2015-01-04,16,False
2015-01-05,100,False
2015-01-06,76,False
2015-01-07,58,False
2015-01-08,73,False
2015-01-09,61,False
2015-01-10,17,False
2015-01-11,15,False
2015-01-12,89,False
2015-01-13,68,False
2015-01-14,61,False
2015-01-15,55,False
2015-01-16,63,False
2015-01-17,14,False
2015-01-18,11,False
2015-01-19,62,False
2015-01-20,52,False
2015-01-21,57,False
2015-01-22,46,False
2015-01-23,40,False
2015-01-24,20,False
2015-01-25,13,False
2015-01-26,59,False
2015-01-27,56,False
2015-01-28,54,False
2015-01-29,44,False
2015-01-30,65,False
2015-01-31,31,False
2015-02-01,25,False
2015-02-02,78,False
2015-02-03,77,False
2015-02-04,75,False
2015-02-05,70,False
2015-02-06,66,False
2015-02-07,38,False
2015-02-08,17,False
2015-02-09,81,False
2015-02-10,74,False
2015-02-11,66,False
2015-02-12,68,False
2015-02-13,52,False
2015-02-14,12,False
2015-02-15,15,False
2015-02-16,29,False
2015-02-17,27,False
2015-02-18,89,False
2015-02-19,73,False
2015-02-20,54,False
2015-02-21,31,False
2015-02-22,11,False
2015-02-23,65,False
2015-02-24,59,False
2015-02-25,53,False
2015-02-26,62,False
2015-02-27,49,False
2015-02-28,24,False
2015-03-01,17,False
2015-03-02,76,False
2015-03-03,65,False
2015-03-04,61,False
2015-03-05,56,False
2015-03-06,70,False
2015-03-07,36,False
2015-03-08,11,False
2015-03-09,73,False
2015-03-10,86,False
2015-03-11,57,False
2015-03-12,58,False
2015-03-13,36,False
2015-03-14,18,False
2015-03-15,10,False
2015-03-16,54,False
2015-03-17,54,False
2015-03-18,52,False
2015-03-19,54,False
2015-03-20,43,False
2015-03-21,24,False
2015-03-22,10,False
2015-03-23,61,False
2015-03-24,47,False
2015-03-25,32,False
2015-03-26,59,False
2015-03-27,48,False
2015-03-28,23,False
2015-03-29,14,False
2015-03-30,75,False
2015-03-31,81,False
2015-04-01,71,False
2015-04-02,50,False
2015-04-03,16,False
2015-04-04,14,False
2015-04-05,13,False
2015-04-06,92,False
2015-04-07,68,False
2015-04-08,67,False
2015-04-09,68,False
2015-04-10,69,False
