date,CELG,isPartial
2010-08-24,28,False
2010-08-25,53,False
2010-08-26,24,False
2010-08-27,51,False
2010-08-28,31,False
2010-08-29,0,False
2010-08-30,51,False
2010-08-31,78,False
2010-09-01,63,False
2010-09-02,68,False
2010-09-03,54,False
2010-09-04,16,False
2010-09-05,5,False
2010-09-06,49,False
2010-09-07,16,False
2010-09-08,82,False
2010-09-09,72,False
2010-09-10,76,False
2010-09-11,10,False
2010-09-12,24,False
2010-09-13,61,False
2010-09-14,75,False
2010-09-15,59,False
2010-09-16,60,False
2010-09-17,50,False
2010-09-18,15,False
2010-09-19,24,False
2010-09-20,23,False
2010-09-21,8,False
2010-09-22,50,False
2010-09-23,62,False
2010-09-24,49,False
2010-09-25,29,False
2010-09-26,14,False
2010-09-27,22,False
2010-09-28,64,False
2010-09-29,94,False
2010-09-30,38,False
2010-10-01,36,False
2010-10-02,29,False
2010-10-03,14,False
2010-10-04,60,False
2010-10-05,60,False
2010-10-06,76,False
2010-10-07,57,False
2010-10-08,52,False
2010-10-09,10,False
2010-10-10,0,False
2010-10-11,59,False
2010-10-12,27,False
2010-10-13,60,False
2010-10-14,95,False
2010-10-15,35,False
2010-10-16,14,False
2010-10-17,5,False
2010-10-18,66,False
2010-10-19,40,False
2010-10-20,71,False
2010-10-21,52,False
2010-10-22,27,False
2010-10-23,24,False
2010-10-24,5,False
2010-10-25,40,False
2010-10-26,68,False
2010-10-27,52,False
2010-10-28,56,False
2010-10-29,36,False
2010-10-30,33,False
2010-10-31,5,False
2010-11-01,26,False
2010-11-02,18,False
2010-11-03,57,False
2010-11-04,83,False
2010-11-05,63,False
2010-11-06,32,False
2010-11-07,4,False
2010-11-08,64,False
2010-11-09,57,False
2010-11-10,51,False
2010-11-11,59,False
2010-11-12,58,False
2010-11-13,28,False
2010-11-14,5,False
2010-11-15,25,False
2010-11-16,57,False
2010-11-17,44,False
2010-11-18,51,False
2010-11-19,42,False
2010-11-20,27,False
2010-11-21,13,False
2010-11-22,49,False
2010-11-23,57,False
2010-11-24,47,False
2010-11-25,27,False
2010-11-26,28,False
2010-11-27,32,False
2010-11-28,18,False
2010-11-29,42,False
2010-11-30,76,False
2010-12-01,50,False
2010-12-02,61,False
2010-12-03,68,False
2010-12-04,18,False
2010-12-05,22,False
2010-12-06,53,False
2010-12-07,50,False
2010-12-08,67,False
2010-12-09,62,False
2010-12-10,57,False
2010-12-11,23,False
2010-12-12,4,False
2010-12-13,60,False
2010-12-14,54,False
2010-12-15,52,False
2010-12-16,49,False
2010-12-17,31,False
2010-12-18,5,False
2010-12-19,9,False
2010-12-20,59,False
2010-12-21,52,False
2010-12-22,85,False
2010-12-23,41,False
2010-12-24,15,False
2010-12-25,17,False
2010-12-26,5,False
2010-12-27,52,False
2010-12-28,48,False
2010-12-29,48,False
2010-12-30,49,False
2010-12-31,34,False
2011-01-01,0,False
2011-01-02,9,False
2011-01-03,89,False
2011-01-04,56,False
2011-01-05,61,False
2011-01-06,48,False
2011-01-07,67,False
2011-01-08,9,False
2011-01-09,25,False
2011-01-10,100,False
2011-01-11,62,False
2011-01-12,51,False
2011-01-13,10,False
2011-01-14,64,False
2011-01-15,17,False
2011-01-16,13,False
2011-01-17,54,False
2011-01-18,47,False
2011-01-19,34,False
2011-01-20,50,False
2011-01-21,67,False
2011-01-22,25,False
2011-01-23,21,False
2011-01-24,60,False
2011-01-25,40,False
2011-01-26,71,False
2011-01-27,48,False
2011-01-28,57,False
2011-01-29,20,False
2011-01-30,20,False
2011-01-31,38,False
2011-02-01,94,False
2011-02-02,75,False
2011-02-03,73,False
2011-02-04,79,False
2011-02-05,24,False
2011-02-06,12,False
2011-02-07,77,False
2011-02-08,70,False
2011-02-09,56,False
2011-02-10,50,False
2011-02-11,56,False
2011-02-12,12,False
2011-02-13,4,False
2011-02-14,56,False
2011-02-15,57,False
2011-02-16,43,False
2011-02-17,53,False
2011-02-18,67,False
2011-02-19,16,False
2011-02-20,0,False
2011-02-21,63,False
2011-02-22,62,False
2011-02-23,46,False
2011-02-24,50,False
2011-02-25,42,False
2011-02-26,24,False
2011-02-27,4,False
2011-02-28,45,False
2011-03-01,45,False
2011-03-02,69,False
2011-03-03,64,False
2011-03-04,76,False
2011-03-05,33,False
2011-03-06,17,False
2011-03-07,27,False
2011-03-08,3,False
2011-03-09,69,False
2011-03-10,75,False
2011-03-11,57,False
2011-03-12,29,False
2011-03-13,8,False
2011-03-14,44,False
2011-03-15,36,False
2011-03-16,62,False
2011-03-17,33,False
2011-03-18,48,False
2011-03-19,29,False
2011-03-20,20,False
2011-03-21,52,False
2011-03-22,49,False
2011-03-23,52,False
2011-03-24,40,False
2011-03-25,41,False
2011-03-26,16,False
2011-03-27,0,False
2011-03-28,54,False
2011-03-29,42,False
2011-03-30,45,False
2011-03-31,62,False
2011-04-01,52,False
2011-04-02,13,False
2011-04-03,16,False
2011-04-04,58,False
2011-04-05,78,False
2011-04-06,72,False
2011-04-07,67,False
2011-04-08,56,False
2011-04-09,8,False
2011-04-10,8,False
2011-04-11,80,False
2011-04-12,61,False
2011-04-13,65,False
2011-04-14,73,False
2011-04-15,21,False
2011-04-16,29,False
2011-04-17,30,False
2011-04-18,62,False
2011-04-19,63,False
2011-04-20,31,False
2011-04-21,25,False
2011-04-22,8,False
2011-04-23,9,False
2011-04-24,23,False
2011-04-25,76,False
2011-04-26,85,False
2011-04-27,61,False
2011-04-28,46,False
2011-04-29,41,False
2011-04-30,42,False
2011-05-01,12,False
2011-05-02,55,False
2011-05-03,74,False
2011-05-04,39,False
2011-05-05,53,False
2011-05-06,69,False
2011-05-07,13,False
2011-05-08,4,False
2011-05-09,68,False
2011-05-10,78,False
2011-05-11,58,False
