date,CELG,isPartial
2017-01-19,54,False
2017-01-20,40,False
2017-01-21,17,False
2017-01-22,14,False
2017-01-23,66,False
2017-01-24,68,False
2017-01-25,50,False
2017-01-26,69,False
2017-01-27,40,False
2017-01-28,18,False
2017-01-29,16,False
2017-01-30,70,False
2017-01-31,73,False
2017-02-01,100,False
2017-02-02,74,False
2017-02-03,58,False
2017-02-04,35,False
2017-02-05,12,False
2017-02-06,69,False
2017-02-07,79,False
2017-02-08,82,False
2017-02-09,68,False
2017-02-10,67,False
2017-02-11,19,False
2017-02-12,14,False
2017-02-13,67,False
2017-02-14,74,False
2017-02-15,70,False
2017-02-16,54,False
2017-02-17,52,False
2017-02-18,24,False
2017-02-19,13,False
2017-02-20,56,False
2017-02-21,63,False
2017-02-22,61,False
2017-02-23,54,False
2017-02-24,68,False
2017-02-25,18,False
2017-02-26,7,False
2017-02-27,21,False
2017-02-28,18,False
2017-03-01,57,False
2017-03-02,79,False
2017-03-03,69,False
2017-03-04,28,False
2017-03-05,19,False
2017-03-06,83,False
2017-03-07,89,False
2017-03-08,78,False
2017-03-09,72,False
2017-03-10,66,False
2017-03-11,19,False
2017-03-12,13,False
2017-03-13,62,False
2017-03-14,73,False
2017-03-15,77,False
2017-03-16,60,False
2017-03-17,61,False
2017-03-18,20,False
2017-03-19,15,False
2017-03-20,74,False
2017-03-21,54,False
2017-03-22,67,False
2017-03-23,62,False
2017-03-24,42,False
2017-03-25,16,False
2017-03-26,10,False
2017-03-27,58,False
2017-03-28,61,False
2017-03-29,58,False
2017-03-30,52,False
2017-03-31,54,False
2017-04-01,15,False
2017-04-02,16,False
2017-04-03,84,False
2017-04-04,55,False
2017-04-05,66,False
2017-04-06,74,False
2017-04-07,73,False
2017-04-08,20,False
2017-04-09,18,False
2017-04-10,86,False
2017-04-11,71,False
2017-04-12,54,False
2017-04-13,59,False
2017-04-14,19,False
2017-04-15,20,False
2017-04-16,13,False
2017-04-17,76,False
2017-04-18,61,False
2017-04-19,54,False
2017-04-20,47,False
2017-04-21,20,False
