date,CELG,isPartial
2013-11-06,55,False
2013-11-07,67,False
2013-11-08,45,False
2013-11-09,18,False
2013-11-10,12,False
2013-11-11,53,False
2013-11-12,47,False
2013-11-13,64,False
2013-11-14,46,False
2013-11-15,11,False
2013-11-16,9,False
2013-11-17,6,False
2013-11-18,58,False
2013-11-19,46,False
2013-11-20,43,False
2013-11-21,46,False
2013-11-22,33,False
2013-11-23,18,False
2013-11-24,8,False
2013-11-25,53,False
2013-11-26,42,False
2013-11-27,37,False
2013-11-28,35,False
2013-11-29,38,False
2013-11-30,7,False
2013-12-01,8,False
2013-12-02,48,False
2013-12-03,60,False
2013-12-04,37,False
2013-12-05,38,False
2013-12-06,56,False
2013-12-07,15,False
2013-12-08,10,False
2013-12-09,52,False
2013-12-10,64,False
2013-12-11,39,False
2013-12-12,44,False
2013-12-13,36,False
2013-12-14,9,False
2013-12-15,9,False
2013-12-16,39,False
2013-12-17,43,False
2013-12-18,37,False
2013-12-19,44,False
2013-12-20,36,False
2013-12-21,11,False
2013-12-22,10,False
2013-12-23,39,False
2013-12-24,16,False
2013-12-25,9,False
2013-12-26,51,False
2013-12-27,41,False
2013-12-28,14,False
2013-12-29,7,False
2013-12-30,30,False
2013-12-31,22,False
2014-01-01,7,False
2014-01-02,57,False
2014-01-03,47,False
2014-01-04,22,False
2014-01-05,12,False
2014-01-06,82,False
2014-01-07,53,False
2014-01-08,60,False
2014-01-09,65,False
2014-01-10,47,False
2014-01-11,27,False
2014-01-12,11,False
2014-01-13,66,False
2014-01-14,59,False
2014-01-15,51,False
2014-01-16,42,False
2014-01-17,38,False
2014-01-18,12,False
2014-01-19,7,False
2014-01-20,41,False
2014-01-21,42,False
2014-01-22,44,False
2014-01-23,39,False
2014-01-24,39,False
2014-01-25,16,False
2014-01-26,11,False
2014-01-27,33,False
2014-01-28,35,False
2014-01-29,36,False
2014-01-30,42,False
2014-01-31,39,False
2014-02-01,12,False
2014-02-02,3,False
2014-02-03,77,False
2014-02-04,47,False
2014-02-05,53,False
2014-02-06,57,False
2014-02-07,49,False
2014-02-08,16,False
2014-02-09,15,False
2014-02-10,54,False
2014-02-11,40,False
2014-02-12,47,False
2014-02-13,52,False
2014-02-14,36,False
2014-02-15,13,False
2014-02-16,12,False
2014-02-17,50,False
2014-02-18,45,False
2014-02-19,40,False
2014-02-20,45,False
2014-02-21,42,False
2014-02-22,12,False
2014-02-23,13,False
2014-02-24,52,False
2014-02-25,37,False
2014-02-26,37,False
2014-02-27,37,False
2014-02-28,47,False
2014-03-01,22,False
2014-03-02,7,False
2014-03-03,20,False
2014-03-04,12,False
2014-03-05,50,False
2014-03-06,42,False
2014-03-07,64,False
2014-03-08,18,False
2014-03-09,11,False
2014-03-10,66,False
2014-03-11,59,False
2014-03-12,48,False
2014-03-13,38,False
2014-03-14,43,False
2014-03-15,22,False
2014-03-16,6,False
2014-03-17,42,False
2014-03-18,47,False
2014-03-19,33,False
2014-03-20,46,False
2014-03-21,32,False
2014-03-22,16,False
2014-03-23,15,False
2014-03-24,44,False
2014-03-25,32,False
2014-03-26,59,False
2014-03-27,33,False
2014-03-28,33,False
2014-03-29,11,False
2014-03-30,11,False
2014-03-31,53,False
2014-04-01,46,False
2014-04-02,51,False
2014-04-03,46,False
2014-04-04,39,False
2014-04-05,18,False
2014-04-06,7,False
2014-04-07,49,False
2014-04-08,54,False
2014-04-09,61,False
2014-04-10,53,False
2014-04-11,46,False
2014-04-12,16,False
2014-04-13,14,False
2014-04-14,41,False
