date,CELG,isPartial
2017-10-06,55,False
2017-10-07,27,False
2017-10-08,8,False
2017-10-09,71,False
2017-10-10,59,False
2017-10-11,41,False
2017-10-12,14,False
2017-10-13,39,False
2017-10-14,20,False
2017-10-15,12,False
2017-10-16,50,False
2017-10-17,56,False
2017-10-18,37,False
2017-10-19,64,False
2017-10-20,59,False
2017-10-21,20,False
2017-10-22,8,False
2017-10-23,51,False
2017-10-24,37,False
2017-10-25,47,False
2017-10-26,82,False
2017-10-27,74,False
2017-10-28,27,False
2017-10-29,15,False
2017-10-30,63,False
2017-10-31,65,False
2017-11-01,74,False
2017-11-02,27,False
2017-11-03,45,False
2017-11-04,16,False
2017-11-05,19,False
2017-11-06,86,False
2017-11-07,71,False
2017-11-08,72,False
2017-11-09,68,False
2017-11-10,53,False
2017-11-11,20,False
2017-11-12,14,False
2017-11-13,60,False
2017-11-14,51,False
2017-11-15,22,False
2017-11-16,45,False
2017-11-17,59,False
2017-11-18,33,False
2017-11-19,13,False
2017-11-20,61,False
2017-11-21,60,False
2017-11-22,62,False
2017-11-23,41,False
2017-11-24,37,False
2017-11-25,21,False
2017-11-26,20,False
2017-11-27,50,False
2017-11-28,49,False
2017-11-29,50,False
2017-11-30,46,False
2017-12-01,57,False
2017-12-02,21,False
2017-12-03,11,False
2017-12-04,65,False
2017-12-05,70,False
2017-12-06,65,False
2017-12-07,67,False
2017-12-08,56,False
2017-12-09,33,False
2017-12-10,12,False
2017-12-11,77,False
2017-12-12,66,False
2017-12-13,58,False
2017-12-14,49,False
2017-12-15,53,False
2017-12-16,27,False
2017-12-17,13,False
2017-12-18,57,False
2017-12-19,48,False
2017-12-20,47,False
2017-12-21,60,False
2017-12-22,56,False
2017-12-23,17,False
2017-12-24,7,False
2017-12-25,11,False
2017-12-26,67,False
2017-12-27,57,False
2017-12-28,66,False
2017-12-29,48,False
2017-12-30,18,False
2017-12-31,12,False
2018-01-01,13,False
2018-01-02,78,False
2018-01-03,57,False
2018-01-04,54,False
2018-01-05,63,False
2018-01-06,25,False
2018-01-07,14,False
2018-01-08,84,False
2018-01-09,72,False
2018-01-10,76,False
2018-01-11,59,False
2018-01-12,52,False
2018-01-13,25,False
2018-01-14,13,False
2018-01-15,58,False
2018-01-16,56,False
2018-01-17,53,False
2018-01-18,41,False
2018-01-19,44,False
2018-01-20,15,False
2018-01-21,10,False
2018-01-22,62,False
2018-01-23,50,False
2018-01-24,59,False
2018-01-25,57,False
2018-01-26,60,False
2018-01-27,19,False
2018-01-28,13,False
2018-01-29,62,False
2018-01-30,47,False
2018-01-31,60,False
2018-02-01,52,False
2018-02-02,48,False
2018-02-03,24,False
2018-02-04,13,False
2018-02-05,75,False
2018-02-06,68,False
2018-02-07,71,False
2018-02-08,69,False
2018-02-09,63,False
2018-02-10,30,False
2018-02-11,8,False
2018-02-12,32,False
2018-02-13,19,False
2018-02-14,70,False
2018-02-15,70,False
2018-02-16,55,False
2018-02-17,21,False
2018-02-18,11,False
2018-02-19,54,False
2018-02-20,53,False
2018-02-21,55,False
2018-02-22,50,False
2018-02-23,39,False
2018-02-24,26,False
2018-02-25,4,False
2018-02-26,58,False
2018-02-27,73,False
2018-02-28,75,False
2018-03-01,60,False
2018-03-02,69,False
2018-03-03,21,False
2018-03-04,22,False
2018-03-05,93,False
2018-03-06,94,False
2018-03-07,89,False
2018-03-08,59,False
2018-03-09,61,False
2018-03-10,40,False
2018-03-11,16,False
2018-03-12,100,False
2018-03-13,75,False
2018-03-14,58,False
2018-03-15,56,False
2018-03-16,59,False
2018-03-17,23,False
2018-03-18,17,False
2018-03-19,64,False
2018-03-20,57,False
2018-03-21,61,False
2018-03-22,47,False
2018-03-23,39,False
2018-03-24,11,False
2018-03-25,13,False
2018-03-26,59,False
2018-03-27,53,False
2018-03-28,53,False
2018-03-29,38,False
2018-03-30,13,False
2018-03-31,19,False
2018-04-01,11,False
2018-04-02,57,False
2018-04-03,51,False
2018-04-04,58,False
2018-04-05,62,False
2018-04-06,52,False
2018-04-07,20,False
2018-04-08,14,False
2018-04-09,56,False
2018-04-10,48,False
2018-04-11,51,False
2018-04-12,41,False
2018-04-13,39,False
2018-04-14,11,False
2018-04-15,9,False
2018-04-16,35,False
2018-04-17,36,False
2018-04-18,32,False
2018-04-19,29,False
2018-04-20,17,False
2018-04-21,8,False
2018-04-22,10,False
2018-04-23,35,False
2018-04-24,36,False
2018-04-25,31,False
2018-04-26,32,False
2018-04-27,27,False
2018-04-28,10,False
2018-04-29,8,False
2018-04-30,32,False
2018-05-01,14,False
2018-05-02,37,False
2018-05-03,35,False
2018-05-04,53,False
2018-05-05,12,False
2018-05-06,7,False
2018-05-07,43,False
2018-05-08,52,False
2018-05-09,41,False
2018-05-10,43,False
2018-05-11,35,False
2018-05-12,12,False
2018-05-13,5,False
2018-05-14,64,False
2018-05-15,31,False
2018-05-16,32,False
2018-05-17,32,False
2018-05-18,28,False
2018-05-19,12,False
2018-05-20,12,False
2018-05-21,38,False
2018-05-22,38,False
2018-05-23,37,False
2018-05-24,28,False
2018-05-25,28,False
2018-05-26,7,False
2018-05-27,5,False
2018-05-28,24,False
2018-05-29,28,False
2018-05-30,34,False
2018-05-31,16,False
2018-06-01,24,False
